"clbid","credits","crsid","department","description","enrolled","enrollment_fy","enrollment_jr","enrollment_so","enrollment_sr","gereqs","instructors","instructors_full","level","max","name","notes","number","offerings","pn","prerequisites","section","semester","status","term","title","type","year"
"0000102577","1.0","0000000499","ID","This course provides an examination and application of the key content, skills, and perspectives of human geography. The lens of the geographer focuses on the spatial distribution of phenomena over the surface of the earth, asking the questions ""where?"" and ""why there?"". The practices and skills of geography are used to investigate a variety of issues in the Middle East, including environmental problems, the culture and management of sacred places, and the reasons for war and the need for peace. Counts toward environmental studies major (social science track).","6","0","3","2","1","HBS;MCG;MCS-G","McClure, Robert W.","{'fsnum': '16582', 'name': 'McClure, Robert W.'}","200","","Human Geography","","234","{'day': 'Mo', 'end': '14:00', 'location': 'TOH 212', 'start': '12:30'};{'day': 'Tu', 'end': '14:00', 'location': 'TOH 212', 'start': '12:30'};{'day': 'We', 'end': '14:00', 'location': 'TOH 212', 'start': '12:30'};{'day': 'Th', 'end': '14:00', 'location': 'TOH 212', 'start': '12:30'};{'day': 'Fr', 'end': '14:00', 'location': 'TOH 212', 'start': '12:30'}","False","False","","5","O","20145","Human Geography of the Middle East","Research","2014"
"0000103436","1.0","0000024281","ID","This course prepares McNair Scholars for the rigors of academic writing. Because the enrolled students represent a variety of disciplines, this course serves as a general introduction to writing in research; it is not meant to replace discipline-specific research methods or writing courses. Students read scholarly literature in their disciplines, write a literature review, draft various sections of a research paper, and prepare for a formal poster presentation. Offered every summer.","10","0","7","3","0","WRI","McDonald, Eric","{'fsnum': '18464', 'name': 'McDonald, Eric'}","200","10","McNair Research Writing","Class will meet May 26 - July 31, 2015","237","","False","False","","5","C","20145","McNair Research Writing Across the Disciplines","Research","2014"
"0000103961","0.25","0000000707","ID","","2","0","1","1","0","","Crisp, Kevin M.","{'fsnum': '17430', 'name': 'Crisp, Kevin M.'}","200","","Academic Internship","","294","","True","","B","5","O","20145","","Research","2014"
"0000102675","1.0","0000027950","MUSIC","This course explores the history and evolution of rock music from rhythm and blues through the present. In addition to covering stylistic trends and significant artists, emphasis is placed on the analysis of rock styles and on the social contexts in which rock music has been and continues to be performed and received. No formal training in music is necessary. Offered during summer.","0","0","0","0","0","ALS-A","Castro, David R.","{'fsnum': '20190', 'name': 'Castro, David R.'}","100","","Rock Music: Style/Context","","134","{'day': 'Mo', 'end': '14:00', 'location': 'CHM 239', 'start': '12:30'};{'day': 'Tu', 'end': '14:00', 'location': 'CHM 239', 'start': '12:30'};{'day': 'We', 'end': '14:00', 'location': 'CHM 239', 'start': '12:30'};{'day': 'Th', 'end': '14:00', 'location': 'CHM 239', 'start': '12:30'};{'day': 'Fr', 'end': '14:00', 'location': 'CHM 239', 'start': '12:30'}","False","False","","5","O","20145","Rock Music: Style and Context","Research","2014"
"0000103476","1.0","0000000866","MUSIC","","1","0","1","0","0","WRI","Epstein, Louis K.","{'fsnum': '26252', 'name': 'Epstein, Louis K.'}","300","","IR/Musical Geography of Paris","","398","","False","","","5","O","20145","Independent Research","Research","2014"
"0000102568","1.0","0000027679","PHIL","This course analyzes issues concerning race and social justice from the perspective of normative ethical frameworks and various theories of value. Students investigate, interpret, and critique both intellectual foundations and reasons for endorsement of the various approaches to study in grace and social justice. Students pay critical attention tohow the black intellectual tradition understands the meanings and moral implications of such ideas. Offered occasionally during Interim. Counts toward race and ethnic studies concentration. Prerequisite: BTS-T or permission of instructor.","0","0","0","0","0","EIN","Watson, Charles H. III.","{'fsnum': '25353', 'name': 'Watson, Charles H. III.'}","200","","Race and Social Justice","This course has been canceled.","255","{'day': 'Mo', 'end': '11:30', 'location': 'TOH 212', 'start': '10:00'};{'day': 'Tu', 'end': '11:30', 'location': 'TOH 212', 'start': '10:00'};{'day': 'We', 'end': '11:30', 'location': 'TOH 212', 'start': '10:00'};{'day': 'Th', 'end': '11:30', 'location': 'TOH 212', 'start': '10:00'};{'day': 'Fr', 'end': '11:30', 'location': 'TOH 212', 'start': '10:00'}","False","BTS-T or permission of instructor.","","5","X","20145","","Research","2014"
"0000102572","1.0","0000001074","PHYS","This two-semester in-depth course addresses topics in classical and modern physics using algebra, geometry, and some calculus. The course is well-suited for students of biology or chemistry or for those desiring a thorough introduction beyond the high-school level.;Physics 125 explores the character of electric and magnetic forces and fields, then takes up the extended description of matter (vibrations, waves - sound and light). Finally, both particle and wave descriptions are shown to be necessary for discussing quantum mechanics and its application to atomic physics. One laboratory meeting per week. Offered annually in the spring semester. Prerequisites: MATH 119 or MATH 120 or equivalent and PHYS 124.","7","1","3","2","1","NSC;NSL;SED","Engbrecht, Jason J.","{'fsnum': '14912', 'name': 'Engbrecht, Jason J.'}","100","","Principles Physics II","","125","{'day': 'Mo', 'end': '12:00', 'location': 'RNS 208', 'start': '22:00'};{'day': 'Tu', 'end': '12:00', 'location': 'RNS 208', 'start': '22:00'};{'day': 'We', 'end': '12:00', 'location': 'RNS 208', 'start': '22:00'};{'day': 'Th', 'end': '12:00', 'location': 'RNS 208', 'start': '22:00'}","False","Prerequisites: MATH 119 or MATH 120 or equivalent and PHYS 124.","","5","O","20145","Principles of Physics II","Research","2014"
"0000102573","","0000001075","PHYS","","7","1","3","2","1","","Engbrecht, Jason J.","{'fsnum': '14912', 'name': 'Engbrecht, Jason J.'}","100","","Principles Physics II Lab","","125","{'day': 'Mo', 'end': '15:30', 'location': 'RNS 292', 'start': '13:00'};{'day': 'We', 'end': '15:30', 'location': 'RNS 292', 'start': '13:00'}","False","","","5","O","20145","","Lab","2014"
"0000103609","1.0","0000001104","PSCI","Why do some societies have democratic political systems and others authoritarian ones? What is democracy? Is it the norm or the exception? The course provides a foundation for the understanding of contemporary political regimes. It applies the major concepts of comparative analysis to the political systems of Western and non-Western societies. Offered annually.","11","0","0","0","11","HBS;MCG;MCS-G","Pahnke, Anthony","{'fsnum': '25362', 'name': 'Pahnke, Anthony'}","100","13","Comparative Politics","","112","","False","False","","5","C","20145","","Research","2014"
"0000103100","1.0","0000024283","PSCI","This class aims to better understand the racial climate in the United States, and the implications for American politics. Differing analytical perspectives from political science are used to interpret the role of race. A central question is the degree to which ""post-racial"" is an appropriate description of the current era. Counts toward race and ethnic studies major and concentration.","5","2","2","1","0","HBS;MCD","Anderson, Joshua","{'fsnum': '23508', 'name': 'Anderson, Joshua'}","200","","Race and Politics","","244","{'day': 'Mo', 'end': '14:00', 'location': 'OM 105', 'start': '12:30'};{'day': 'Tu', 'end': '14:00', 'location': 'OM 105', 'start': '12:30'};{'day': 'We', 'end': '14:00', 'location': 'OM 105', 'start': '12:30'};{'day': 'Th', 'end': '14:00', 'location': 'OM 105', 'start': '12:30'};{'day': 'Fr', 'end': '14:00', 'location': 'OM 105', 'start': '12:30'}","False","False","","5","O","20145","Race and American Politics","Research","2014"
"0000103099","1.0","0000001130","PSCI","Machiavelli founded modern political philosophy by asking ""How does the ruler acquire power?"" This course explores how modern political thinkers answered this question by changing the grounds of authority from religious and philosophical foundations to rational ones. Texts include Machiavelli's Prince and Hobbes's Leviathan, Locke's Second Treatise, Rousseau's Social Contract, Marx's Communist Manifesto, and Nietzsche's Use and Abuse of History.","0","0","0","0","0","HWC","Anderson, Joshua","{'fsnum': '23508', 'name': 'Anderson, Joshua'}","200","","History of Modern Political Thought","This course has been cancelled.","260","{'day': 'Mo', 'end': '11:30', 'location': 'TOH 312', 'start': '10:00'};{'day': 'Tu', 'end': '11:30', 'location': 'TOH 312', 'start': '10:00'};{'day': 'We', 'end': '11:30', 'location': 'TOH 312', 'start': '10:00'};{'day': 'Th', 'end': '11:30', 'location': 'TOH 312', 'start': '10:00'};{'day': 'Fr', 'end': '11:30', 'location': 'TOH 312', 'start': '10:00'}","False","False","","5","X","20145","","Research","2014"
"0000104348","1.0","0000001179","PSYCH","This opportunity to investigate in depth a topic of interest, typically culminating in a library research-based paper, is strongly recommended as preparation for PSYCH 398. Offered each semester. Prerequisite: PSYCH 125, at least three courses in the department, and permission of instructor; PSYCH 230 is strongly recommended.","1","0","1","0","0","","Petok, Jess R.","{'fsnum': '26237', 'name': 'Petok, Jess R.'}","200","","IS/Learning: Dyslexia","","298","","False","PSYCH 125, at least three courses in the department, and permission of instructor; PSYCH 230 is strongly recommended.","","5","O","20145","Independent Study","Research","2014"
"0000102699","1.0","0000020060","REL","Nordic sagas and modern fantastic works pose important theological questions such as the nature of reality in fantasy, the Eucharist, honor, gift, the grotesque, evil, salvation in Christ, and life as a quest and pilgrimage. They also raise valuable problems about the relationship of Christian beliefs to cultural narratives. Students may read J.R.R. Tolkien's Lord of the Rings, G.K. Chesterton, and selected sagas, alongside theological writings. Offered periodically during Interim. Prerequisite: BTS-B.","12","3","5","3","1","BTS-T;WRI","Walter, Gregory A.","{'fsnum': '16642', 'name': 'Walter, Gregory A.'}","200","","Quest of Ring/Grail/Cross","","238","{'day': 'Mo', 'end': '09:30', 'location': 'OM 110', 'start': '08:00'};{'day': 'Tu', 'end': '09:30', 'location': 'OM 110', 'start': '08:00'};{'day': 'We', 'end': '09:30', 'location': 'OM 110', 'start': '08:00'};{'day': 'Th', 'end': '09:30', 'location': 'OM 110', 'start': '08:00'};{'day': 'Fr', 'end': '09:30', 'location': 'OM 110', 'start': '08:00'}","False","BTS-B.","","5","O","20145","Quest of the Ring, the Grail, and the Cross","Research","2014"
"0000102700","1.0","0000001237","REL","The nature and boundaries of communities, as well as the quality of relationships within communities, are determined by theology as well as by social, political, and ethnic factors. Students examine the ways in which the world's religions, particularly Christianity, have interpreted each other's significance and truth claims and considers the ethical implications of these different responses. Prerequisite: BTS-T or permission of instructor.","5","0","1","2","2","EIN;WRI","Walter, Gregory A.","{'fsnum': '16642', 'name': 'Walter, Gregory A.'}","200","","Rel Pluralsm/Communit","","293","{'day': 'Mo', 'end': '11:30', 'location': 'OM 110', 'start': '10:00'};{'day': 'Tu', 'end': '11:30', 'location': 'OM 110', 'start': '10:00'};{'day': 'We', 'end': '11:30', 'location': 'OM 110', 'start': '10:00'};{'day': 'Th', 'end': '11:30', 'location': 'OM 110', 'start': '10:00'};{'day': 'Fr', 'end': '11:30', 'location': 'OM 110', 'start': '10:00'}","False","BTS-T or permission of instructor.","","5","O","20145","Religious Pluralism and the Nature of Community","Research","2014"
"0000102726","1.0","0000001327","SPAN","Students explore the diverse histories, circumstances, and contributions of Latinos in the U.S. by reading essays, news accounts, short fiction and autobiographies, and by viewing videos and TV broadcasts. They consolidate their language skills and continue to develop their ability to analyze and communicate in Spanish by writing compositions, making oral presentations, and engaging in interactive group activities. They also review Spanish structures difficult for speakers of English. Offered each semester. Prerequisite: SPAN 231or placement.","5","1","2","1","1","FOL-S;MCD;MCS-D","Cropsey, Kris A.","{'fsnum': '14153', 'name': 'Cropsey, Kris A.'}","200","","Intermed Spanish II","","232","{'day': 'Mo', 'end': '11:30', 'location': 'TOH 314', 'start': '10:00'};{'day': 'Tu', 'end': '11:30', 'location': 'TOH 314', 'start': '10:00'};{'day': 'We', 'end': '11:30', 'location': 'TOH 314', 'start': '10:00'};{'day': 'Th', 'end': '11:30', 'location': 'TOH 314', 'start': '10:00'};{'day': 'Fr', 'end': '11:30', 'location': 'TOH 314', 'start': '10:00'}","False","SPAN 231or placement.","","5","O","20145","Intermediate Spanish II","Research","2014"
"0000103691","0.25","0000023391","WRIT","This course provides supplemental instruction in reading, writing, and critical thinking in conjunction with a designated course. Students practice reading course-specific texts, focusing writing topics, writing essay and short answer exams, developing research habits, indentifying and using discipline-specific sources, and writing for general and specific audiences. Supplemental assignments complement writing in the designated course. P/N only. May be repeated once with a different designated course. Prerequisite: concurrent enrollment in a designated full-credit course.","42","0","42","0","0","","Gonzalez, Wendy D.","{'fsnum': '15085', 'name': 'Gonzalez, Wendy D.'}","100","","Top: Supplemental Writing","Course takes place from August 1 - 28.","109","{'day': 'Fr', 'end': '15:00', 'location': 'TOH 210', 'start': '14:00'};{'day': 'Fr', 'end': '13:45', 'location': 'TOH 210', 'start': '12:45'};{'day': 'Mo', 'end': '14:00', 'location': 'TOH 210', 'start': '13:00'};{'day': 'We', 'end': '14:00', 'location': 'TOH 210', 'start': '13:00'};{'day': 'Mo', 'end': '15:15', 'location': 'TOH 210', 'start': '14:15'};{'day': 'We', 'end': '15:15', 'location': 'TOH 210', 'start': '14:15'}","True","concurrent enrollment in a designated full-credit course.","","5","C","20145","Topics: Supplemental Writing","Topic","2014"

