"clbid","credits","crsid","department","description","enrolled","firstyear","groupid","grouptype","instructors","junior","learningmode","level","max","name","notes","number","offerings","pn","prerequisites","section","semester","senior","sophomore","status","term","title","type","year"
"0000106355","1.0","0000000942","NURS","Does not count toward the major. Students may choose a 1.00, 0.50, or 0.25 credit option","0","","","","Staff","","S","200","999","Academic Internship","","294","","True","False","","2","","","C","20162","","Research","2016"
"0000106356","1.0","0000000961","NURS","Does not count toward the major. Students may choose a 1.00, 0.50, or 0.25 credit option.","0","","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","2","","","C","20162","","Research","2016"
"0000106357","1.0","0000000985","PHIL","","1","","","","Charles Taliaferro","","S","200","999","Academic Internship","","294","","True","False","","2","","","C","20162","","Research","2016"
"0000106358","1.0","0000000992","PHIL","","0","","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","2","","","C","20162","","Research","2016"
"0000106359","1.0","0000001057","ESTH","","0","","","","Staff","","S","200","999","Academic Internship","","294","","True","False","","2","","","C","20162","","Research","2016"
"0000106360","1.0","0000001067","ESTH","","0","","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","2","","","C","20162","","Research","2016"
"0000106361","1.0","0000001090","PHYS","","0","","","","Staff","","S","200","999","Academic Internship","","294","","True","False","","2","","","C","20162","","Research","2016"
"0000106362","1.0","0000001100","PHYS","","0","","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","2","","","C","20162","","Research","2016"
"0000106363","1.0","0000001139","PSCI","Internships are available in a wide variety of public and private institutions including the state legislature, lobbying agencies, law firms, media organizations, corporate public affairs, and executive agencies.","1","","","","Anthony Pahnke","","S","200","999","Academic Internship","","294","","True","False","","2","","","C","20162","","Research","2016"
"0000106364","1.0","0000001151","PSCI","Students with ideas for internships are encouraged to approach instructors within the departmentin order to arrange supervision for credit. For Level III credit students must have successfullycompleted a Level II internship in the same area. Prerequisite: PSCI 294.","0","","","","Staff","","S","300","999","Academic Internship","","394","","True","PSCI 294.","","2","","","C","20162","","Research","2016"
"0000106365","1.0","0000001178","PSYCH","","0","","","","Anna E. Johnson","","S","200","999","Academic Internship","","294","","True","False","","2","","","C","20162","","Research","2016"
"0000106366","1.0","0000001188","PSYCH","","0","","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","2","","","C","20162","","Research","2016"
"0000106367","1.0","0000001236","REL","","1","","","","Anthony Bateza","","S","200","999","Academic Internship","","294","","True","False","","2","","","C","20162","","Research","2016"
"0000106368","1.0","0000001253","REL","","0","","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","2","","","C","20162","","Research","2016"
"0000106369","1.0","0000001275","RUSSN","","0","","","","Staff","","S","200","999","Academic Internship","","294","","True","False","","2","","","C","20162","","Research","2016"
"0000106370","1.0","0000001279","RUSSN","","0","","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","2","","","C","20162","","Research","2016"
"0000106371","1.0","0000001315","SOAN","","2","","","","Thomas A. Williamson","","S","200","999","Academic Internship","","294","","True","False","","2","","","C","20162","","Research","2016"
"0000106372","1.0","0000001319","SOAN","","0","","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","2","","","C","20162","","Research","2016"
"0000106373","1.0","0000001341","SPAN","","0","","","","Staff","","S","200","999","Academic Internship","","294","","True","False","","2","","","C","20162","","Research","2016"
"0000106374","1.0","0000001354","SPAN","","0","","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","2","","","C","20162","","Research","2016"
"0000106375","1.0","0000001366","SWRK","","0","","","","Staff","","S","200","999","Academic Internship","","294","","True","False","","2","","","C","20162","","Research","2016"
"0000106376","1.0","0000001372","SWRK","","0","","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","2","","","C","20162","","Research","2016"
"0000106377","1.0","0000001394","THEAT","Prerequisite: at least three previous courses in department.","0","","","","Staff","","S","200","999","Academic Internship","","294","","True","at least three previous courses in department.","","2","","","C","20162","Academic Internships","Research","2016"
"0000106378","1.0","0000001400","THEAT","Prerequisite: at least five previous courses in department.","1","","","","Karen Wilson","","S","300","999","Academic Internship","","394","","True","at least five previous courses in department.","","2","","","C","20162","","Research","2016"
"0000106379","1.0","0000001409","STAT","","0","","","","Staff","","S","200","999","Academic Internship","","294","","True","False","","2","","","C","20162","","Research","2016"
"0000106380","1.0","0000001413","STAT","","0","","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","2","","","C","20162","","Research","2016"
"0000106381","1.0","0000000014","AMST","","0","","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","2","","","C","20162","","Research","2016"
"0000106382","1.0","0000000766","MATH","","0","","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","2","","","C","20162","","Research","2016"
"0000106383","1.0","0000018612","AFAM","","0","","","","Staff","","S","200","999","Academic Internship","","294","","True","False","","2","","","C","20162","","Research","2016"
"0000106384","1.0","0000018614","AFAM","","0","","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","2","","","C","20162","","Research","2016"
"0000106385","1.0","0000018616","BMOLS","","0","","","","Staff","","S","200","999","Academic Internship","","294","","True","False","","2","","","C","20162","","Research","2016"
"0000106386","1.0","0000018618","BMOLS","","0","","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","2","","","C","20162","","Research","2016"
"0000106387","1.0","0000000670","JAPAN","","0","","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","2","","","C","20162","","Research","2016"
"0000106388","1.0","0000000668","JAPAN","","0","","","","Staff","","S","200","999","Academic Internship","","294","","True","False","","2","","","C","20162","","Research","2016"
"0000106389","1.0","0000018620","MEDVL","","0","","","","Staff","","S","200","999","Academic Internship","","294","","True","False","","2","","","C","20162","","Research","2016"
"0000106390","1.0","0000018622","MEDVL","","0","","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","2","","","C","20162","","Research","2016"
"0000106391","1.0","0000001282","RUSST","","0","","","","Staff","","S","200","999","Academic Internship","","294","","True","False","","2","","","C","20162","","Research","2016"
"0000106392","1.0","0000001284","RUSST","","0","","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","2","","","C","20162","","Research","2016"
"0000106393","1.0","0000026170","WMGST","","0","","","","Staff","","S","200","999","Academic Internship","","294","","True","False","","2","","","C","20162","","Research","2016"
"0000106394","1.0","0000026172","WMGST","","0","","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","2","","","C","20162","","Research","2016"
"0000106395","1.0","0000027329","RACE","","0","","","","Staff","","S","200","999","Academic Internship","","294","","True","False","","2","","","C","20162","","Research","2016"
"0000106396","1.0","0000027331","RACE","","0","","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","2","","","C","20162","","Research","2016"
"0000106397","1.0","0000027398","LAMST","","0","","","","Staff","","S","200","999","Academic Internship","","294","","True","False","","2","","","C","20162","","Research","2016"
"0000106398","1.0","0000027400","LAMST","","0","","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","2","","","C","20162","","Research","2016"
"0000106407","1.0","0000000171","BIO","This course approaches the study of animal behavior from the blended viewpoints of evolutionary behavioral ecology and comparative psychology. Mechanisms of learning, cognition and development, as well as aggression, territoriality, and mating are examined at the organismic and cellular level. A deeper understanding of the neural and environmental determinants of behavior in a wide variety of species helps students better understand themselves and their place in nature. Laboratory work reinforces class material. Counts toward neuroscience concentration. Prerequisite: progress toward a major in any of the natural sciences.","17","0/0","0000000171","","Kevin B. Potts","","S","300","14","Animal Behavior","Students in BIO 386 must also register for BIO 386 lab.;Only open to juniors and seniors.","386","{'day': 'Mo', 'end': '10:00', 'location': 'RNS 400', 'start': '09:00'};{'day': 'Tu', 'end': '10:00', 'location': 'RNS 400', 'start': '09:00'};{'day': 'We', 'end': '10:00', 'location': 'RNS 400', 'start': '09:00'};{'day': 'Th', 'end': '10:00', 'location': 'RNS 400', 'start': '09:00'};{'day': 'Mo', 'end': '12:00', 'location': 'RNS 400', 'start': '10:40'};{'day': 'Tu', 'end': '12:00', 'location': 'RNS 400', 'start': '10:40'};{'day': 'We', 'end': '12:00', 'location': 'RNS 400', 'start': '10:40'};{'day': 'Th', 'end': '12:00', 'location': 'RNS 400', 'start': '10:40'}","False","progress toward a major in any of the natural sciences.","","2","","0/0","C","20162","","Research","2016"
"0000106408","0.0","0000017303","BIO","","17","0/0","0000000171","","Kevin B. Potts","","S","300","14","Animal Behavior Lab","","386","{'day': 'Mo', 'end': '15:00', 'location': 'RNS 123', 'start': '13:00'};{'day': 'Tu', 'end': '15:00', 'location': 'RNS 123', 'start': '13:00'};{'day': 'We', 'end': '15:00', 'location': 'RNS 123', 'start': '13:00'};{'day': 'Th', 'end': '15:00', 'location': 'RNS 123', 'start': '13:00'}","False","False","","2","","0/0","C","20162","","Lab","2016"
"0000106411","1.0","0000000052","ART","This course is an introduction to modern and postmodern art and thought after World War II through a survey of painting, sculpture, and new-media arts. Students learn about celebrated art and artists, major values such as issues of identity informing their work, and ways of analyzing and making sense of newer art. Offered annually. Counts toward American studies major. Prerequisite: none, but at least one college art history or studio art course is recommended.","31","","","","Christopher Tradowsky","","S","200","34","Art Since 1945","Open to first-year students.","253","{'day': 'Mo', 'end': '15:00', 'location': 'CAD 305', 'start': '13:00'};{'day': 'Tu', 'end': '15:00', 'location': 'CAD 305', 'start': '13:00'};{'day': 'We', 'end': '15:00', 'location': 'CAD 305', 'start': '13:00'};{'day': 'Th', 'end': '15:00', 'location': 'CAD 305', 'start': '13:00'};{'day': 'Fr', 'end': '15:00', 'location': 'CAD 305', 'start': '13:00'}","False","none, but at least one college art history or studio art course is recommended.","","2","","","C","20162","","Research","2016"
"0000106412","1.0","0000000050","ART","This lecture course surveys how art (mostly painting and sculpture) in Europe unfolded in remarkable ways relative to values signaled by the French Revolution. The course examines Neo-Classical art as it expresses Enlightenment thinking, the tumultuous Romantic and Realist imagery and times, and ends with Impressionism. Offered periodically during Interim. Open to first-year students.","29","","","","Matthew Rohn","","S","200","30","Art 1776-1880, Revolutionary Art","Open to first-year students.","251","{'day': 'Mo', 'end': '12:40', 'location': 'CAD 305', 'start': '10:40'};{'day': 'Tu', 'end': '12:40', 'location': 'CAD 305', 'start': '10:40'};{'day': 'We', 'end': '12:40', 'location': 'CAD 305', 'start': '10:40'};{'day': 'Th', 'end': '12:40', 'location': 'CAD 305', 'start': '10:40'};{'day': 'Fr', 'end': '12:40', 'location': 'CAD 305', 'start': '10:40'}","False","False","","2","","","O","20162","","Research","2016"
"0000106414","1.0","0000018780","ASIAN","Students pursue guided fieldwork experience in China and Japan. Activities and readings in this course build ong the topics from from ASIAN 210 and three semesters of language study. Students continue to explore their understanding of Asia through ethnographic observation, interviews, and site visits. Students develop projects and follow a process of inquiry that will help them understand how ordinary people construct ""Asian"" culture and society today. Offered during Interim. Prerequisite: ASIAN 210.","23","","","","Rika Ito;Karil J. Kucera","","S","200","40","AsianCon2: Encounter Asia","Registration restricted to students in the Asian Con program.;This is an off-campus course.;You will find this course listed in Studio Abroad under its course title.","215","","False","ASIAN 210.","","2","","","C","20162","Asian Conversations II: Encountering Asia","Research","2016"
"0000106415","1.0","0000019742","ASIAN","Students pursue guided fieldwork experience in the United States. Activities and readings in this course build on the topics from ASIAN 210 and three semesters of language study. Students reflect on the experience of Asians in America through readings, site visits, and local interviews. Students develop projects and follow a process of inquiry that will help them understand how ordinary people construct ""Asian"" culture and society today. Offered during Interim. Prerequisite: ASIAN 210.","0","","","","Staff","","S","200","0","AsianCon2:Asia in America","","216","","False","ASIAN 210.","","2","","","O","20162","Asian Conversations II: Encountering Asia in America","Research","2016"
"0000106416","1.0","0000000189","CHEM","This course, a continuation of CHEM 121, examines atomic and molecular structure, including classical and quantum theories, bonding models, molecular orbitals and coordination chemistry. CHEM 121 and CHEM 123 together are equivalent in content to CHEM 125 and are designed to prepare students for CHEM 126. Offered during Interim. Prerequisite: CHEM 121.","39","","","","Jeff J. Schwinefus","","S","100","37","Atom/Molec Structure","","123","{'day': 'Mo', 'end': '10:00', 'location': 'RNS 390', 'start': '08:00'};{'day': 'Tu', 'end': '10:00', 'location': 'RNS 390', 'start': '08:00'};{'day': 'We', 'end': '10:00', 'location': 'RNS 390', 'start': '08:00'};{'day': 'Th', 'end': '10:00', 'location': 'RNS 390', 'start': '08:00'};{'day': 'Fr', 'end': '10:00', 'location': 'RNS 390', 'start': '08:00'}","False","CHEM 121.","A","2","","","C","20162","Atomic and Molecular Structure","Research","2016"
"0000106417","1.0","0000000189","CHEM","This course, a continuation of CHEM 121, examines atomic and molecular structure, including classical and quantum theories, bonding models, molecular orbitals and coordination chemistry. CHEM 121 and CHEM 123 together are equivalent in content to CHEM 125 and are designed to prepare students for CHEM 126. Offered during Interim. Prerequisite: CHEM 121.","37","","","","Rodrigo Sánchez González","","S","100","37","Atom/Molec Structure","","123","{'day': 'Mo', 'end': '12:40', 'location': 'RNS 390', 'start': '10:40'};{'day': 'Tu', 'end': '12:40', 'location': 'RNS 390', 'start': '10:40'};{'day': 'We', 'end': '12:40', 'location': 'RNS 390', 'start': '10:40'};{'day': 'Th', 'end': '12:40', 'location': 'RNS 390', 'start': '10:40'};{'day': 'Fr', 'end': '12:40', 'location': 'RNS 390', 'start': '10:40'}","False","CHEM 121.","B","2","","","C","20162","Atomic and Molecular Structure","Research","2016"
"0000106418","1.0","0000000189","CHEM","This course, a continuation of CHEM 121, examines atomic and molecular structure, including classical and quantum theories, bonding models, molecular orbitals and coordination chemistry. CHEM 121 and CHEM 123 together are equivalent in content to CHEM 125 and are designed to prepare students for CHEM 126. Offered during Interim. Prerequisite: CHEM 121.","36","","","","Greg W. Muth","","S","100","37","Atom/Molec Structure","","123","{'day': 'Mo', 'end': '15:00', 'location': 'RNS 390', 'start': '13:00'};{'day': 'Tu', 'end': '15:00', 'location': 'RNS 390', 'start': '13:00'};{'day': 'We', 'end': '15:00', 'location': 'RNS 390', 'start': '13:00'};{'day': 'Th', 'end': '15:00', 'location': 'RNS 390', 'start': '13:00'};{'day': 'Fr', 'end': '15:00', 'location': 'RNS 390', 'start': '13:00'}","False","CHEM 121.","C","2","","","C","20162","Atomic and Molecular Structure","Research","2016"
"0000106422","1.0","0000001324","SPAN","Students begin learning Spanish through listening, speaking, reading, and writing about topics familiar to them, including family, academic, and social life, in an intercultural context. They reinforce these skills through complementary exercises in the World Languages Center. Open only to students with no prior experience in Spanish or who have placed into Spanish 111. Offered during Interim.","18","15/9","","","Anne G. Berry","1/3","S","100","18","Beginning Spanish I","This course has class year limits. This course is closed to seniors during web;registration. Open to students who placed into SPAN 111 or have no previous;classroom experience.","111","{'day': 'Mo', 'end': '10:00', 'location': 'TOH 308', 'start': '09:00'};{'day': 'Tu', 'end': '10:00', 'location': 'TOH 308', 'start': '09:00'};{'day': 'We', 'end': '10:00', 'location': 'TOH 308', 'start': '09:00'};{'day': 'Th', 'end': '10:00', 'location': 'TOH 308', 'start': '09:00'};{'day': 'Fr', 'end': '10:00', 'location': 'TOH 308', 'start': '09:00'};{'day': 'Mo', 'end': '12:40', 'location': 'TOH 308', 'start': '10:40'};{'day': 'Tu', 'end': '12:40', 'location': 'TOH 308', 'start': '10:40'};{'day': 'We', 'end': '12:40', 'location': 'TOH 308', 'start': '10:40'};{'day': 'Th', 'end': '12:40', 'location': 'TOH 308', 'start': '10:40'};{'day': 'Fr', 'end': '12:40', 'location': 'TOH 308', 'start': '10:40'}","False","False","","2","0/0","2/6","C","20162","","Research","2016"
"0000106423","1.0","0000000977","PHIL","This course clarifies central concepts and distinctions developed in the literature of moral philosophy and applications of those concepts and distinctions to concrete moral problems that arise in the practice of medicine. Issues may include euthanasia, abortion, medical paternalism, allocation of scarce medical resources, culturally sensitive medical care, pandemics, and conflicts of loyalty in managed care. Readings are drawn from both philosophical and medical discussions. Offered annually. Counts toward neuroscience concentration. Prerequisite: completion of BTS-T or permission of instructor.","21","0/0","","","Karen Gervais","","S","200","25","Biomedical Ethics","Prerequisite: Completion of BTS-T or permission of instructor.;Open only to seniors and juniors during web registration.","250","{'day': 'Mo', 'end': '10:00', 'location': 'TOH 112', 'start': '08:00'};{'day': 'Tu', 'end': '10:00', 'location': 'TOH 112', 'start': '08:00'};{'day': 'We', 'end': '10:00', 'location': 'TOH 112', 'start': '08:00'};{'day': 'Th', 'end': '10:00', 'location': 'TOH 112', 'start': '08:00'};{'day': 'Fr', 'end': '10:00', 'location': 'TOH 112', 'start': '08:00'}","False","completion of BTS-T or permission of instructor.","","2","","","C","20162","","Research","2016"
"0000106441","1.0","0000000256","ECON","This course uses major schools of economic thought and major economic writers from the past 600 years to introduce principles of economics. Readings include the architects of capitalism (Adam Smith, David Ricardo, etc.), the critics (Karl Marx, Thorstein Veblen, etc.), and the reformers (J.M. Keynes, Joseph Schumpeter, J.K. Galbraith, etc.). Offered periodically during Interim.","33","","","","Bruce Wambheim","","S","100","25","Capitalism","","113","{'day': 'Mo', 'end': '15:00', 'location': 'RNS 310', 'start': '13:00'};{'day': 'Tu', 'end': '15:00', 'location': 'RNS 310', 'start': '13:00'};{'day': 'We', 'end': '15:00', 'location': 'RNS 310', 'start': '13:00'};{'day': 'Th', 'end': '15:00', 'location': 'RNS 310', 'start': '13:00'};{'day': 'Fr', 'end': '15:00', 'location': 'RNS 310', 'start': '13:00'}","False","False","","2","","","C","20162","Gateways to Economics: Capitalism","Research","2016"
