"clbid","credits","crsid","department","description","enrolled","firstyear","gereqs","groupid","grouptype","halfcredit","instructors","junior","learningmode","level","max","name","notes","number","offerings","pn","prerequisites","section","semester","senior","sophomore","status","term","title","type","year"
"0000162509","1.0","0000000577","HIST","This course examines the development of American culture and society from the Columbian encounter through the Civil War. Topics include the interaction of Europeans, Africans, and indigenous peoples in early America; the social development of the British colonies; the evolution of American slavery; the Revolution and the Constitution; industrialization, expansion, and reform in the 19th century; and the Civil War. Offered annually.","25","","GHS;PAR","","","","Steven C. Hahn","","S","100","25","America to 1865","","198","{'day': 'Mo', 'end': '11:40', 'location': 'OM 305', 'start': '10:45'};{'day': 'We', 'end': '11:40', 'location': 'OM 305', 'start': '10:45'};{'day': 'Fr', 'end': '11:40', 'location': 'OM 305', 'start': '10:45'}","False","False","","1","","","C","20251","American History to 1865","Research","2025"
"0000162510","1.0","0000001103","PSCI","The promise of American politics is the equal freedom of all. How does practice match principles? What roles do class and race play? Do interest groups and political parties foster democracy? This course is designed not only to help students understand American government and politics but also to motivate them to be active and informed participants. Offered annually.","32","","PAR;SCS","","","","Kathleen Nganga","3/4","S","100","32","American Politics","This course has class-year limits.","111","{'day': 'Mo', 'end': '10:00', 'location': 'HH 502', 'start': '09:05'};{'day': 'We', 'end': '10:00', 'location': 'HH 502', 'start': '09:05'};{'day': 'Fr', 'end': '10:00', 'location': 'HH 502', 'start': '09:05'}","False","False","A","1","2/2","6/6","C","20251","","Research","2025"
"0000162511","1.0","0000001103","PSCI","The promise of American politics is the equal freedom of all. How does practice match principles? What roles do class and race play? Do interest groups and political parties foster democracy? This course is designed not only to help students understand American government and politics but also to motivate them to be active and informed participants. Offered annually.","25","","PAR;SCS","","","","Kathleen Nganga","1/4","S","100","32","American Politics","This course has class-year limits.","111","{'day': 'Mo', 'end': '11:40', 'location': 'HH 502', 'start': '10:45'};{'day': 'We', 'end': '11:40', 'location': 'HH 502', 'start': '10:45'};{'day': 'Fr', 'end': '11:40', 'location': 'HH 502', 'start': '10:45'}","False","False","B","1","1/2","7/6","O","20251","","Research","2025"
"0000162514","1.0","0000036266","CSCI","This course surveys standard topics in the study of algorithms, with an emphasis on complexity analysis and implementation experience. Topics include asymptotic analysis, searching and sorting, divide and conquer, basic graph algorithms, greedy algorithms, dynamic programming, and NP-complete problems. Offered each semester. Prerequisites: MATH 234 and CSCI 251, or consent of the instructor.","16","","","","","","Melissa K. Lynn","","S","300","16","Analysis of Algorithms","Prerequisite: CSCI 251 and Math 234.","353","{'day': 'Mo', 'end': '13:50', 'location': 'TOH 114', 'start': '12:55'};{'day': 'We', 'end': '13:50', 'location': 'TOH 114', 'start': '12:55'};{'day': 'Fr', 'end': '13:50', 'location': 'TOH 114', 'start': '12:55'}","False","Prerequisites: MATH 234 and CSCI 251, or consent of the instructor.","A","1","","","C","20251","","Research","2025"
"0000162516","1.0","0000000201","CHEM","Students not only investigate the theory of modern analytical chemistry, but also examine the statistical treatment of errors, equilibrium, activities, acid/base chemistry, spectroscopy, electrochemistry, and separations. The accompanying lab course, CHEM 256, illustrates the topics discussed in CHEM 255. Students taking this course use computers for solving problems. Offered each semester. Prerequisites: CHEM 126 or permission of the instructor, and concurrent registration in CHEM 256.","27","","","0000000201","","","Douglas J. Beussman","","S","200","32","Analytical Chemistry","Students in Chem 255 must also register for one Chem 256 lab.","255","{'day': 'Tu', 'end': '11:00', 'location': 'RNS 310', 'start': '09:35'};{'day': 'Th', 'end': '10:50', 'location': 'RNS 310', 'start': '09:30'}","False","Prerequisites: CHEM 126 or permission of the instructor, and concurrent registration in CHEM 256.","","1","","","O","20251","","Research","2025"
"0000162517","1.0","0000001076","PHYS","This three-semester calculus-based sequence leads the student through the basic principles that account for the processes involved in baseballs, car engines, electrical power distribution systems, stereos, and black holes. It is the starting point for a major in physics and is also appropriate for majors in fields such as chemistry or mathematics who desire more mathematical depth than would be used in the two-semester PHYS 124 - PHYS 125 sequence. Physics 130 is a study of Newtonian mechanics --- motion, forces, energy, gravity, and rotation. Students attend lectures plus one 2.5-hour laboratory per week. Offered annually in the fall semester. Prerequisite: concurrent registration in (or previous completion of) MATH 119 or MATH 120 or equivalent.","22","","NTS","0000001076","","","Amy Larsen","","S","100","24","Analytical I","Students in Physics 130A must also register for one Physics 130 lab.","130","{'day': 'Mo', 'end': '12:45', 'location': 'RNS 210', 'start': '11:50'};{'day': 'We', 'end': '12:45', 'location': 'RNS 210', 'start': '11:50'};{'day': 'Fr', 'end': '12:45', 'location': 'RNS 210', 'start': '11:50'};{'day': 'Tu', 'end': '12:40', 'location': 'RNS 210', 'start': '11:45'};{'day': 'Th', 'end': '13:40', 'location': 'RNS 210', 'start': '12:45'}","False","concurrent registration in (or previous completion of) MATH 119 or MATH 120 or equivalent.","A","1","","","O","20251","Analytical Physics I","Research","2025"
"0000162518","1.0","0000001076","PHYS","This three-semester calculus-based sequence leads the student through the basic principles that account for the processes involved in baseballs, car engines, electrical power distribution systems, stereos, and black holes. It is the starting point for a major in physics and is also appropriate for majors in fields such as chemistry or mathematics who desire more mathematical depth than would be used in the two-semester PHYS 124 - PHYS 125 sequence. Physics 130 is a study of Newtonian mechanics --- motion, forces, energy, gravity, and rotation. Students attend lectures plus one 2.5-hour laboratory per week. Offered annually in the fall semester. Prerequisite: concurrent registration in (or previous completion of) MATH 119 or MATH 120 or equivalent.","22","","NTS","0000001076","","","Prabal Adhikari","","S","100","24","Analytical I","Students in Physics 130B must also register for one Physics 130 lab.","130","{'day': 'Mo', 'end': '14:25', 'location': 'RNS 210', 'start': '12:55'};{'day': 'We', 'end': '14:25', 'location': 'RNS 210', 'start': '12:55'};{'day': 'Fr', 'end': '14:25', 'location': 'RNS 210', 'start': '12:55'}","False","concurrent registration in (or previous completion of) MATH 119 or MATH 120 or equivalent.","B","1","","","O","20251","Analytical Physics I","Research","2025"
"0000162519","0.0","0000001077","PHYS","","16","","","0000001076","","","Amy Larsen","","S","100","16","Analytical I Lab","","130","{'day': 'Tu', 'end': '11:00', 'location': 'RNS 293', 'start': '08:30'}","False","False","A","1","","","C","20251","","Lab","2025"
"0000162520","0.0","0000001077","PHYS","","15","","","0000001076","","","Prabal Adhikari","","S","100","16","Analytical I Lab","","130","{'day': 'Tu', 'end': '16:00', 'location': 'RNS 293', 'start': '13:30'}","False","False","B","1","","","O","20251","","Lab","2025"
"0000162521","0.0","0000001077","PHYS","","13","","","0000001076","","","Amy Larsen","","S","100","16","Analytical I Lab","","130","{'day': 'Th', 'end': '16:30', 'location': 'RNS 292', 'start': '14:00'}","False","False","C","1","","","O","20251","","Lab","2025"
"0000162522","1.0","0000001078","PHYS","Physics 232, the third course in the three-semester calculus-based sequence, explores special relativity, waves and oscillations, and the quantum mechanics of light and matter. Students attend lectures and one 2.5-hour laboratory per week. Offered annually in the fall semester. Prerequisites: PHYS 131 or permission of instructor, and concurrent registration in (or previous completion of) MATH 220.","31","","OEP","0000001078","","","Eric L. Hazlett","","S","200","36","Analytical III","Students in Physics 232 must also register for lab 232 AL or BL.;This course includes an academic civic engagement (ACE) component.","232","{'day': 'Mo', 'end': '10:00', 'location': 'RNS 210', 'start': '09:05'};{'day': 'We', 'end': '10:00', 'location': 'RNS 210', 'start': '09:05'};{'day': 'Fr', 'end': '10:00', 'location': 'RNS 210', 'start': '09:05'}","False","Prerequisites: PHYS 131 or permission of instructor, and concurrent registration in (or previous completion of) MATH 220.","","1","","","O","20251","Analytical Physics III","Research","2025"
"0000162523","0.0","0000001079","PHYS","","16","","","0000001078","","","Eric L. Hazlett","","S","200","16","Analytical III Lab","","232","{'day': 'Th', 'end': '15:15', 'location': 'RNS 293', 'start': '12:45'}","False","False","B","1","","","C","20251","","Lab","2025"
"0000162524","0.0","0000001079","PHYS","","15","","","0000001078","","","Eric L. Hazlett","","S","200","16","Analytical III Lab","","232","{'day': 'Th', 'end': '10:50', 'location': 'RNS 293', 'start': '08:20'}","False","False","A","1","","","O","20251","","Lab","2025"
"0000162525","0.25","0000000202","CHEM","Students enrolled in this lab course practice techniques of modern analytical chemistry using state-of-the-art instrumentation, including pH meters, liquid chromatographs, and a variety of spectrophotometers. Data acquisition via computer-interfaced instrumentation and electronic record-keeping is emphasized. Students practice and develop group skills by working in ""companies"" throughout the semester. Students attend one four-hour laboratory per week. P/N only. Offered each semester. Prerequisite: concurrent registration in CHEM 255.","14","","","0000000201","","","Brice Erickson","","S","200","16","Analytical Lab","","256","{'day': 'We', 'end': '17:00', 'location': 'RNS 446', 'start': '13:00'}","True","concurrent registration in CHEM 255.","B","1","","","O","20251","Analytical Laboratory","Lab","2025"
"0000162526","0.25","0000000202","CHEM","Students enrolled in this lab course practice techniques of modern analytical chemistry using state-of-the-art instrumentation, including pH meters, liquid chromatographs, and a variety of spectrophotometers. Data acquisition via computer-interfaced instrumentation and electronic record-keeping is emphasized. Students practice and develop group skills by working in ""companies"" throughout the semester. Students attend one four-hour laboratory per week. P/N only. Offered each semester. Prerequisite: concurrent registration in CHEM 255.","13","","","0000000201","","","Douglas J. Beussman","","S","200","16","Analytical Lab","","256","{'day': 'Tu', 'end': '17:20', 'location': 'RNS 446', 'start': '13:20'}","True","concurrent registration in CHEM 255.","A","1","","","O","20251","Analytical Laboratory","Lab","2025"
"0000162527","1.0","0000001113","PSCI","This course explores the diverse modes of inquiry in the discipline of political science. Broadly centered around the question, ""How do you know?,"" students focus on different methods of locating and collecting data, reviewing political texts and contested concepts, and constructing theoretical explanations of political phenomena. Offered each semester. Also counts toward environmental studies major (social science emphasis) and business and management studies concentration. Prerequisite: one previous course in department and a declared PSCI major. Non-majors may register with permission of instructor.","24","0/0","QCR","","","","Caleb Schmotter","","S","200","24","Analyzing Politics","For Political Science majors only. Others may register with permission of the;instructor. Open only to rising juniors and sophomores.","220","{'day': 'Mo', 'end': '13:50', 'location': 'HH 201', 'start': '12:55'};{'day': 'We', 'end': '13:50', 'location': 'HH 201', 'start': '12:55'};{'day': 'Fr', 'end': '13:50', 'location': 'HH 201', 'start': '12:55'}","False","one previous course in department and a declared PSCI major. Non-majors may register with permission of instructor.","","1","1/0","","C","20251","Analyzing Politics and Policies","Research","2025"
"0000162529","1.0","0000000581","HIST","This course is a history of Western civilization's primary cultures, Ancient Greece from the Bronze Age through the ""Golden Age"" of classical Greece and the empire of Alexander the Great. Offered periodically. Also counts toward ancient studies, classics, and Greek majors.","22","","GHS;WAC","","","","Timothy R. Howe","","S","200","22","Ancient Greek History","","203","{'day': 'Tu', 'end': '11:00', 'location': 'HH 501', 'start': '09:35'};{'day': 'Th', 'end': '10:50', 'location': 'HH 501', 'start': '09:30'}","False","False","","1","","","C","20251","Ancient: Greece","Research","2025"
"0000162530","1.0","0000000171","BIO","This course approaches the study of animal behavior from the blended viewpoints of evolutionary behavioral ecology and comparative psychology. Mechanisms of learning, cognition and development, as well as aggression, territoriality, and mating are examined at the organismic and cellular level. A deeper understanding of the neural and environmental determinants of behavior in a wide variety of species helps students better understand themselves and their place in nature. Laboratory work reinforces class material. Students attend lectures plus one three-hour laboratory per week. Also counts toward neuroscience concentration. Prerequisite: BIO 150.","11","","","","","","Norman Lee","","S","300","10","Animal Behavior","This is an integrated lab, discussion and lecture course. Lab, discussion and;lecture times will be defined within the course syllabus.","386","{'day': 'Tu', 'end': '11:00', 'location': 'RNS 426', 'start': '09:00'};{'day': 'Th', 'end': '10:50', 'location': 'RNS 426', 'start': '08:50'}","False","BIO 150.","","1","","","C","20251","","Research","2025"
"0000162531","1.0","0000000128","BIO","How do animals do what they need to do to survive in all sorts of environments? Why are others able to exist in only very particular conditions? These are the sorts of questions students explore as they navigate the basic systems that provide circulation, ventilation, movement, digestion, and waste removal. Students look at how these processes are coordinated by the nervous and endocrine systems and how they vary across the animal kingdom to help organisms survive in dry, hot deserts, in dark, deep oceans, and places in between. Students attend lectures plus one three-hour laboratory per week. In laboratory, they conduct quantitative physiological measurements to assess functions such as temperature control, respiration rates, and salt and water balance. Counts as ""comparative organismal biology"" core category. Offered periodically. Prerequisites: BIO 150; BIO 227 or CH/BI 227 recommended.","24","0/0","","0000000128","","","Claire L. Riggs","","S","200","32","Animal Physiology","Students enrolled in BIO 247 must also enroll in lab BIO 247 AL or BL.;Not open to first-year students","247","{'day': 'Tu', 'end': '11:00', 'location': 'RNS 410', 'start': '09:35'};{'day': 'Th', 'end': '10:50', 'location': 'RNS 410', 'start': '09:30'}","False","Prerequisites: BIO 150; BIO 227 or CH/BI 227 recommended.","","1","","","O","20251","","Research","2025"
"0000162532","0.0","0000000129","BIO","","8","0/0","","0000000128","","","Claire L. Riggs","","S","200","16","Animal Physiology Lab","","247","{'day': 'We', 'end': '13:45', 'location': 'RNS 250', 'start': '10:45'}","False","False","A","1","","","O","20251","","Lab","2025"
"0000162533","0.0","0000000129","BIO","","16","0/0","","0000000128","","","Claire L. Riggs","","S","200","16","Animal Physiology Lab","","247","{'day': 'We', 'end': '17:00', 'location': 'RNS 250', 'start': '14:00'}","False","False","B","1","","","C","20251","","Lab","2025"
"0000162541","1.0","0000037512","ASCON","""Global Flows"" engages students in academic and public discourses that emphasize inclusivity, cross-cultural understanding, and global citizenship. We will examine the movement of objects, ideas, and people across history and within and outside of Asia, helping students develop a historical foundation for their future study of Asia. As a first-year seminar, students will also focus on building community as well as skills for succeeding at college. This is the first course in a four-course Conversation Program.","22","","FYS","0000037512","","","Rika Ito","","S","100","22","Asian Conversations: Global Flows","Open to Asian Conversations students only.;Students must also sign up for Chinese or Japanese language courses.","110","{'day': 'Fr', 'end': '13:50', 'location': 'TOH 212', 'start': '12:55'};{'day': 'Mo', 'end': '13:50', 'location': 'TOH 212', 'start': '12:55'};{'day': 'We', 'end': '13:50', 'location': 'TOH 212', 'start': '12:55'}","False","False","","1","","","C","20251","","Research","2025"
"0000162546","0.25","0000001020","KINES","This course offers instruction/review of fundamental skills, rules, and etiquette of badminton. Students focus on basic strategy in game playing.","24","","ACB","","","1","Julienna D. Graf","","S","100","24","Badminton","This is a first-half-of-semester course.","151","{'day': 'Mo', 'end': '10:00', 'location': 'Tostrud Ctr', 'start': '09:05'};{'day': 'We', 'end': '10:00', 'location': 'Tostrud Ctr', 'start': '09:05'};{'day': 'Fr', 'end': '10:00', 'location': 'Tostrud Ctr', 'start': '09:05'}","False","False","","1","","","C","20251","","Research","2025"
"0000162547","0.5","0000000359","DANCE","This course offers an expansion of ballet vocabulary and technique with an emphasis on movement quality, clarity, and efficiency. Outside work includes practicing, reading, writing, and concert attendance. Open to majors and other students with instructor's permission. Offered each semester. Prerequisite: two terms of DANCE 121 or DANCE 130 or DANCE 131 or permission of the instructor.","2","","ACB","","","","Stephanie Fellner","","S","200","2","Ballet II","Permission of instructor required.","220","{'day': 'Tu', 'end': '09:25', 'location': 'CAD Studio 2', 'start': '08:00'};{'day': 'Th', 'end': '09:20', 'location': 'CAD Studio 2', 'start': '08:00'}","False","two terms of DANCE 121 or DANCE 130 or DANCE 131 or permission of the instructor.","","1","","","C","20251","","Research","2025"
"0000162548","0.25","0000000360","DANCE","This course offers an expansion of ballet vocabulary and technique with an emphasis on movement quality, clarity, and efficiency. Outside work includes practicing, reading, writing, and concert attendance. Open to majors and other students with instructor's permission. May be repeated. Offered each semester. Prerequisite: two terms of DANCE 121 or DANCE 130 or DANCE 131 or permission of the instructor.","24","","ACB","","","","Stephanie Fellner","","S","200","26","Ballet II","Permission of instructor required.","221","{'day': 'Tu', 'end': '09:25', 'location': 'CAD Studio 2', 'start': '08:00'};{'day': 'Th', 'end': '09:20', 'location': 'CAD Studio 2', 'start': '08:00'}","False","two terms of DANCE 121 or DANCE 130 or DANCE 131 or permission of the instructor.","","1","","","O","20251","","Research","2025"
"0000162549","0.25","0000000347","DANCE","Ballroom classes are taught from a social and aesthetic perspective. In this course, students learn fundamental steps, rhythms, and styling in foxtrot, slow waltz, east coast swing, and cha cha. May be repeated with permission of instructor. P/N only. Offered each semester.","18","","ACB","","","","Ella Kraabel","","S","100","20","Ballroom I","This section is for Leads.","106","{'day': 'Tu', 'end': '11:00', 'location': 'CAD Studio 1', 'start': '10:05'};{'day': 'Th', 'end': '10:50', 'location': 'CAD Studio 1', 'start': '09:55'}","True","False","A","1","","","O","20251","","Research","2025"
"0000162550","0.25","0000000347","DANCE","Ballroom classes are taught from a social and aesthetic perspective. In this course, students learn fundamental steps, rhythms, and styling in foxtrot, slow waltz, east coast swing, and cha cha. May be repeated with permission of instructor. P/N only. Offered each semester.","20","","ACB","","","","Ella Kraabel","","S","100","20","Ballroom I","This section is for Follows.","106","{'day': 'Tu', 'end': '11:00', 'location': 'CAD Studio 1', 'start': '10:05'};{'day': 'Th', 'end': '10:50', 'location': 'CAD Studio 1', 'start': '09:55'}","True","False","B","1","","","C","20251","","Research","2025"
"0000162553","0.25","0000001001","KINES","This course offers an introduction/review of fundamental skills, rules, and drills. Students focus on basic strategy in game playing.","14","","ACB","","","2","Ryan K. Townzen","","S","100","20","Basketball","This is a second-half of semester course.","111","{'day': 'Tu', 'end': '13:10', 'location': 'SAC Gym Ctr', 'start': '11:45'};{'day': 'Th', 'end': '14:05', 'location': 'SAC Gym Ctr', 'start': '12:45'}","False","False","","1","","","O","20251","","Research","2025"
