"clbid","credits","crsid","department","description","enrolled","enrollment_fy","enrollment_jr","enrollment_so","enrollment_sr","gereqs","instructors","instructors_full","level","max","name","notes","number","offerings","pn","prerequisites","section","semester","status","term","title","type","year"
"0000096985","1.0","0000025192","ENGL","This course examines the Beat movement in American literature and culture from its emergence in the 1950s to its various literary, musical, and social outgrowths in the 1960s and after. Students read works by Kerouac, Ginsberg, Ferlinghetti, Snyder, DiPrima, and others; trace connections between the literature and such topics as the Cold War and gay rights; and examine the influence of the Beats on popular music, visual art, and film. Prerequisite: FYW. Offered periodically.","6","1","1","3","1","ALS-L;ORC","Wells, Colin","{'fsnum': '8973', 'name': 'Wells, Colin'}","200","","Beat Generation","","261","{'day': 'Mo', 'end': '11:30', 'location': 'RML 515', 'start': '10:00'};{'day': 'Tu', 'end': '11:30', 'location': 'RML 515', 'start': '10:00'};{'day': 'We', 'end': '11:30', 'location': 'RML 515', 'start': '10:00'};{'day': 'Th', 'end': '11:30', 'location': 'RML 515', 'start': '10:00'};{'day': 'Fr', 'end': '11:30', 'location': 'RML 515', 'start': '10:00'}","False","FYW. Offered periodically.","","4","O","20134","The Beat Generation","Research","2013"
"0000096785","1.0","0000018778","ENVST","EnvSt 281 Sustainability in Higher Education ( ) – Paul Jackson Your student government committee recently proposed placing greater emphasis on sustainability at your university. A surprising response comes from a fellow student, ""Just what do you mean by sustainability and how do you measure it?"" In this class students examine the diverse approaches to sustainability across baccalaureate liberal arts institutions, and their understanding of sustainability as an expression of institutional identity, institutional and environmental based values, operating principles, metrics, and reported outcomes. Students explore the parallels, opportunities, and constraints present in the American College and University Presidents Climate Commitment (ACUPCC), the Sustainability Tracking, Assessment & Rating System (STARS), and in the Minnesota Green Step Cities Program. The context of Northfield, Minnesota, home to two baccalaureate liberal arts institutions and a Green Step City participant, provides an opportunity to explore local practice and decision-making.","0","0","0","0","0","EIN","Jackson, Paul T.","{'fsnum': '3644', 'name': 'Jackson, Paul T.'}","200","","Top: Sustain/Higher Ed","","281","{'day': 'Mo', 'end': '11:30', 'location': '', 'start': '10:00'};{'day': 'Tu', 'end': '11:30', 'location': '', 'start': '10:00'};{'day': 'We', 'end': '11:30', 'location': '', 'start': '10:00'};{'day': 'Th', 'end': '11:30', 'location': '', 'start': '10:00'};{'day': 'Fr', 'end': '11:30', 'location': '', 'start': '10:00'}","False","False","","4","X","20134","Topics in Environmental Studies","Topic","2013"
"0000096916","0.25","0000000997","ESAC","This course presents an introduction/review of beginning golf skills, rules, and strategies. The course is not intended for the experienced golfer. Equipment available. Lab fee.","0","0","0","0","0","PHA;SPM","Stromme, David A.","{'fsnum': '19528', 'name': 'Stromme, David A.'}","100","","Golf","","103","{'day': 'Mo', 'end': '09:30', 'location': '', 'start': '08:00'};{'day': 'Tu', 'end': '09:30', 'location': '', 'start': '08:00'};{'day': 'We', 'end': '09:30', 'location': '', 'start': '08:00'};{'day': 'Th', 'end': '09:30', 'location': '', 'start': '08:00'};{'day': 'Fr', 'end': '09:30', 'location': '', 'start': '08:00'}","False","False","","4","X","20134","","Research","2013"
"0000096748","0.5","0000001012","ESAC","Students personally apply the basic principles of exercise through conditioning, strength development, endurance training, and aerobic activities. Students participate in a wide range of assessments designed to enhance physical fitness.","6","1","0","2","3","PHA;SPM","Yuen, Eric C.","{'fsnum': '17308', 'name': 'Yuen, Eric C.'}","100","","Individual Fitness.50","","133","{'day': 'Mo', 'end': '16:00', 'location': 'SAC 112', 'start': '14:30'};{'day': 'Tu', 'end': '16:00', 'location': 'SAC 112', 'start': '14:30'};{'day': 'We', 'end': '16:00', 'location': 'SAC 112', 'start': '14:30'};{'day': 'Th', 'end': '16:00', 'location': 'SAC 112', 'start': '14:30'};{'day': 'Fr', 'end': '16:00', 'location': 'SAC 112', 'start': '14:30'}","False","False","","4","O","20134","Individual Fitness","Research","2013"
"0000096749","0.5","0000001016","ESAC","Students learn the principles, techniques and safety aspects of weight-training and implement a personal training plan. Students participate in a wide range of assessments (strength, power, endurance, nutrition, flexibility, body composition, stress).","9","1","2","5","1","PHA;SPM","Goldsworthy, William Sean","{'fsnum': '2652', 'name': 'Goldsworthy, William Sean'}","100","","Wt Training Co-Ed .50","","140","{'day': 'Mo', 'end': '16:00', 'location': 'SAC 112', 'start': '14:30'};{'day': 'Tu', 'end': '16:00', 'location': 'SAC 112', 'start': '14:30'};{'day': 'We', 'end': '16:00', 'location': 'SAC 112', 'start': '14:30'};{'day': 'Th', 'end': '16:00', 'location': 'SAC 112', 'start': '14:30'};{'day': 'Fr', 'end': '16:00', 'location': 'SAC 112', 'start': '14:30'}","False","False","","4","O","20134","Weight Training","Research","2013"
"0000097347","1.0","0000027678","FILM","This course explores the relevance and influence of documentary films by closely examining their aesthetic concerns, ethical implications, and real-world impacts. The course offers a condensed historical overview along with an examination of recent works. It combines screenings, readings, and discussions with the goal of preparing students both to understand and to analyze documentary films. This course does not have a production component. Prerequisite: Film 101 or permission of the instructor. Offered alternate years.","0","0","0","0","0","ALS-A","Cornejo, Cecilia","{'fsnum': '23809', 'name': 'Cornejo, Cecilia'}","200","","Documentary Film","","225","{'day': 'Mo', 'end': '09:30', 'location': '', 'start': '08:00'};{'day': 'Tu', 'end': '09:30', 'location': '', 'start': '08:00'};{'day': 'Th', 'end': '09:30', 'location': '', 'start': '08:00'};{'day': 'Fr', 'end': '09:30', 'location': '', 'start': '08:00'};{'day': 'We', 'end': '22:00', 'location': '', 'start': '19:00'}","False","Film 101 or permission of the instructor. Offered alternate years.","","4","X","20134","Documentary Film: The Challenge of Representing Reality","Research","2013"
"0000097662","1.0","0000021545","HIST","","4","1","1","2","0","MCG;MCS-G;WRI","Hardgrove, Anne","{'fsnum': '26275', 'name': 'Hardgrove, Anne'}","200","","Top: Modern India","","289","{'day': 'Mo', 'end': '14:00', 'location': 'HH 319', 'start': '12:30'};{'day': 'Tu', 'end': '14:00', 'location': 'HH 319', 'start': '12:30'};{'day': 'We', 'end': '14:00', 'location': 'HH 319', 'start': '12:30'};{'day': 'Th', 'end': '14:00', 'location': 'HH 319', 'start': '12:30'};{'day': 'Fr', 'end': '14:00', 'location': 'HH 319', 'start': '12:30'}","False","","","4","O","20134","Topics in History","Topic","2013"
"0000097727","0.25","0000000624","HIST","","1","0","0","0","1","","Fitzgerald, Michael","{'fsnum': '2113', 'name': 'Fitzgerald, Michael'}","200","","Academic Internship","","294","","True","","","4","O","20134","Internship","Research","2013"
"0000097415","1.0","0000000642","HIST","","1","0","1","0","0","","Iddrisu, Abdulai","{'fsnum': '21082', 'name': 'Iddrisu, Abdulai'}","300","","IR/Soc/Pol Hist S. Africa","","398","","False","","","4","O","20134","Independent Research","Research","2013"
"0000096957","1.0","0000000740","MATH","This course introduces differential equations and analytical, numerical, and graphical techniques for the analysis of their solutions. First- and second-order differential equations and linear systems are studied. Applications are selected from areas such as biology, chemistry, economics, ecology, and physics. Laplace transforms or nonlinear systems may be covered as time permits. Students use computers extensively to calculate and visualize results. Prerequisite: Mathematics 126 or 128 and 220. Offered each semester. Counts toward neuroscience concentration.","0","0","0","0","0","","St. George, Thomas","{'fsnum': '25377', 'name': 'St. George, Thomas'}","200","","Differential Equations I","","230","{'day': 'Mo', 'end': '14:00', 'location': '', 'start': '12:30'};{'day': 'Tu', 'end': '14:00', 'location': '', 'start': '12:30'};{'day': 'We', 'end': '14:00', 'location': '', 'start': '12:30'};{'day': 'Th', 'end': '14:00', 'location': '', 'start': '12:30'};{'day': 'Fr', 'end': '14:00', 'location': '', 'start': '12:30'}","False","Mathematics 126 or 128 and 220. Offered each semester. Counts toward neuroscience concentration.","","4","X","20134","","Research","2013"
"0000096736","1.0","0000000745","MATH","Students encounter the theory of calculus and develop tools for communicating mathematical ideas with technical accuracy and sophistication. The goal is mastery of the concepts (e.g., limit, continuity, derivatives, and integrals) necessary to verify such important results as the Fundamental Theorem of Calculus, the Mean Value Theorem, and the Bolzano-Weierstrass Theorem. Emphasis is on theory and on developing the ability to write proofs. Prerequisite: Mathematics 126 or 128, and Mathematics 220. Permission of instructor required for first year students. Offered each semester.","3","2","1","0","0","WRI","Hanson, Bruce","{'fsnum': '3033', 'name': 'Hanson, Bruce'}","200","","Real Analysis I","","244","{'day': 'Mo', 'end': '11:30', 'location': 'TOH 184', 'start': '10:00'};{'day': 'Tu', 'end': '11:30', 'location': 'TOH 184', 'start': '10:00'};{'day': 'We', 'end': '11:30', 'location': 'TOH 184', 'start': '10:00'};{'day': 'Th', 'end': '11:30', 'location': 'TOH 184', 'start': '10:00'};{'day': 'Fr', 'end': '11:30', 'location': 'TOH 184', 'start': '10:00'}","False","Mathematics 126 or 128, and Mathematics 220. Permission of instructor required for first year students. Offered each semester.","","4","O","20134","","Research","2013"
"0000097289","1.0","0000027949","MUSIC","Students encounter the cultural history of Brazil through the lens of its music, focusing on the critical interdisciplinary study of Brazil's core musical traditions and how those traditions reflect Brazil's multifaceted historical and cultural narrative. Moreover, students explore how Brazilian musical productions have engaged in political and socio-cultural debates in order to negotiate Brazil's complex cross-cultural identity across time. Neither advanced musical training nor Portuguese language ability are required for participation in the course. Counts toward Latin American major and concentration. Offered during summer.","4","0","1","2","1","ALS-A;MCG","Kuntz, Danielle","{'fsnum': '26224', 'name': 'Kuntz, Danielle'}","100","","Music of Brazil","","133","{'day': 'Mo', 'end': '14:00', 'location': 'CHM 239', 'start': '12:30'};{'day': 'Tu', 'end': '14:00', 'location': 'CHM 239', 'start': '12:30'};{'day': 'We', 'end': '14:00', 'location': 'CHM 239', 'start': '12:30'};{'day': 'Th', 'end': '14:00', 'location': 'CHM 239', 'start': '12:30'};{'day': 'Fr', 'end': '14:00', 'location': 'CHM 239', 'start': '12:30'}","False","False","","4","O","20134","Cultural Counterpoint: The Music of Brazil","Research","2013"
"0000097054","1.0","0000000825","MUSIC","An introduction to American sacred, art, folk, and popular music from ca. 1650 to the present. Students examine distinctive styles and forms of selected musical ""hits"" and consider how they reflect American culture and values. Intended for non-music majors, the course covers basic listening skills, vocabulary, and forms. The ability to read musical scores is helpful but not required. Offered during Interim. Counts towards American studies major.","2","0","1","0","1","ALS-A;MCD;MCS-D","Gehl, Robin","{'fsnum': '26201', 'name': 'Gehl, Robin'}","200","","America's Hit Parade","","232","{'day': 'Mo', 'end': '11:30', 'location': 'CHM 239', 'start': '10:00'};{'day': 'Tu', 'end': '11:30', 'location': 'CHM 239', 'start': '10:00'};{'day': 'We', 'end': '11:30', 'location': 'CHM 239', 'start': '10:00'};{'day': 'Th', 'end': '11:30', 'location': 'CHM 239', 'start': '10:00'};{'day': 'Fr', 'end': '11:30', 'location': 'CHM 239', 'start': '10:00'}","False","False","","4","O","20134","","Research","2013"
"0000097602","1.0","0000000926","NORW","Students improve proficiency in listening, speaking, reading, and writing, with an emphasis on communication as well as improved grammatical accuracy. Reading and discussion of authentic literary and cultural texts allow students to expand their vocabulary and knowledge of the Norwegian way of life. Prerequisite: Norwegian 112 or equivalent. Offered annually in the fall semester.","2","0","0","2","0","FOL-N","Piñero Christine, H.","{'fsnum': '12459', 'name': 'Piñero Christine, H.'}","200","2","Intermed Norwegian I","This course is a special offering.","231","","False","Norwegian 112 or equivalent. Offered annually in the fall semester.","","4","C","20134","Intermediate Norwegian I","Research","2013"
"0000097050","1.0","0000001072","PHYS","This two-semester in-depth course addresses topics in classical and modern physics using algebra, geometry, and some calculus. The course is well suited for students of biology or chemistry or for those desiring a thorough introduction beyond the high school level. Physics 124 takes up the Newtonian mechanics of point particles (motion, mass, force, torque, energy, momentum, and gravitation), Einstein's reexamination of space time (relativity), and nuclear physics. One laboratory per week. Prerequisite: Mathematics 120 or equivalent. Offered annually in the fall semester.","7","0","1","4","2","NSC;NSL;SED","Trout, Stanley","{'fsnum': '26213', 'name': 'Trout, Stanley'}","100","","Principles Physics I","Physics 124 and 125 will be taught consecutively outside of standard term dates:;Physics 124 term dates: Monday, June 2 - Friday, June 27, 2014                  ;Physics 125 term dates: Monday, June 30 - Monday, July 28, 2014","124","{'day': 'Mo', 'end': '12:00', 'location': 'RNS 210', 'start': '22:00'};{'day': 'Tu', 'end': '12:00', 'location': 'RNS 210', 'start': '22:00'};{'day': 'We', 'end': '12:00', 'location': 'RNS 210', 'start': '22:00'};{'day': 'Th', 'end': '12:00', 'location': 'RNS 210', 'start': '22:00'};{'day': 'Fr', 'end': '12:00', 'location': 'RNS 210', 'start': '22:00'}","False","Mathematics 120 or equivalent. Offered annually in the fall semester.","","4","O","20134","Principles of Physics I","Research","2013"
"0000097051","","0000001073","PHYS","","7","0","1","4","2","","Trout, Stanley","{'fsnum': '26213', 'name': 'Trout, Stanley'}","100","","Principles Physics I Lab","Physics term dates and times are to be announced.                               ;Physics 124/125 will be taught consecutively.                                   ;These courses will not meet regular term dates.","124","{'day': 'Mo', 'end': '15:30', 'location': 'RNS 292', 'start': '13:00'};{'day': 'We', 'end': '15:30', 'location': 'RNS 292', 'start': '13:00'}","False","","","4","O","20134","","Lab","2013"
"0000097832","1.0","0000001152","PSCI","Students who have taken five political science courses, one of which is in the area of the proposed research, may propose an independent research project to a member of the departmental faculty. Prerequisite: Political Science 220 and one course in the subfield or permission of instructor.","1","0","0","0","1","","Lott, Anthony","{'fsnum': '15825', 'name': 'Lott, Anthony'}","300","","IR/Intl Sustainability","","398","","False","Political Science 220 and one course in the subfield or permission of instructor.","","4","O","20134","Independent Research","Research","2013"
"0000096818","1.0","0000001154","PSYCH","This course examines the basic principles and methods of psychological science from an evolutionary and cultural perspective. Students use critical thinking skills to examine fascinating topics: dreaming, cultural influences, identity, learning, thinking, and the biology of behavior. Applying basic research methods, students act as skeptical scientists. This course applies to almost any career choice in today's world and provides insight into self and others. Offered each semester. Counts towards exercise science major.","5","2","0","2","1","HBS;IST;NST","Oriña, M. Minda","{'fsnum': '20155', 'name': 'Oriña, M. Minda'}","100","","Principles: Psych","","125","{'day': 'Mo', 'end': '14:00', 'location': 'RNS 208', 'start': '12:30'};{'day': 'Tu', 'end': '14:00', 'location': 'RNS 208', 'start': '12:30'};{'day': 'We', 'end': '14:00', 'location': 'RNS 208', 'start': '12:30'};{'day': 'Th', 'end': '14:00', 'location': 'RNS 208', 'start': '12:30'};{'day': 'Fr', 'end': '14:00', 'location': 'RNS 208', 'start': '12:30'}","False","False","","4","O","20134","Principles of Psychology","Research","2013"
"0000096817","1.0","0000001168","PSYCH","This course helps students better understand human development from the moment of conception and across the life span. The course focuses on biological and environmental factors that shape human development. Major changes in physical, cognitive, personality and social development are discussed. Prerequisite: Psychology 125. Offered each semester. Counts toward nursing, social work, and women's and gender studies majors and educational studies, family studies, and women's and gender studies concentrations.","10","5","1","1","3","HBS","Oriña, M. Minda","{'fsnum': '20155', 'name': 'Oriña, M. Minda'}","200","","Developmental Psych","","241","{'day': 'Mo', 'end': '11:30', 'location': 'RNS 208', 'start': '10:00'};{'day': 'Tu', 'end': '11:30', 'location': 'RNS 208', 'start': '10:00'};{'day': 'We', 'end': '11:30', 'location': 'RNS 208', 'start': '10:00'};{'day': 'Th', 'end': '11:30', 'location': 'RNS 208', 'start': '10:00'};{'day': 'Fr', 'end': '11:30', 'location': 'RNS 208', 'start': '10:00'}","False","Psychology 125. Offered each semester. Counts toward nursing, social work, and women's and gender studies majors and educational studies, family studies, and women's and gender studies concentrations.","","4","O","20134","Developmental Psychology","Research","2013"
"0000096743","1.0","0000001207","REL","Students read Pauline letters carefully for their major issues, such as apocalyptic, gospel, apostleship, Jew and Gentile, faith, Torah, community. Considering Paul in the context of his times and Paul in the context of later Christianity, students discuss topics such as Jews and Christians, men and women, creation, grace in Paul, and present-day experience. Prerequisite: BTS-B. Counts toward ancient studies major.","2","0","0","1","1","BTS-T;WRI","Hanson, James","{'fsnum': '3061', 'name': 'Hanson, James'}","200","","St. Paul/Letter/Gospel","","223","{'day': 'Mo', 'end': '11:30', 'location': 'OM 110', 'start': '10:00'};{'day': 'Tu', 'end': '11:30', 'location': 'OM 110', 'start': '10:00'};{'day': 'We', 'end': '11:30', 'location': 'OM 110', 'start': '10:00'};{'day': 'Th', 'end': '11:30', 'location': 'OM 110', 'start': '10:00'};{'day': 'Fr', 'end': '11:30', 'location': 'OM 110', 'start': '10:00'}","False","BTS-B. Counts toward ancient studies major.","","4","O","20134","Paul: His Letters, His Gospel","Research","2013"
"0000096744","1.0","0000001232","REL","This course examines the ethical teachings of Jesus as found in the canonical Gospels (with special focus on the Sermon on the Mount), explores how these teachings have been understood at some major moments in Western history, and brings them to bear on the task of contemporary ethical reflection. Issues examined include, for example, non-violence, social and economic justice, sexuality, and ethnic conflict. Prerequisites: completion of BTS-T or permission of instructor.","6","1","2","1","2","EIN;WRI","Hanson, James","{'fsnum': '3061', 'name': 'Hanson, James'}","200","","The Ethics of Jesus","","276","{'day': 'Mo', 'end': '14:00', 'location': 'OM 110', 'start': '12:30'};{'day': 'Tu', 'end': '14:00', 'location': 'OM 110', 'start': '12:30'};{'day': 'We', 'end': '14:00', 'location': 'OM 110', 'start': '12:30'};{'day': 'Th', 'end': '14:00', 'location': 'OM 110', 'start': '12:30'};{'day': 'Fr', 'end': '14:00', 'location': 'OM 110', 'start': '12:30'}","False","Prerequisites: completion of BTS-T or permission of instructor.","","4","O","20134","","Research","2013"
"0000096807","1.0","0000001326","SPAN","Through exploring the geographic and human diversity of the Spanish-speaking world, students develop increasingly complex skills for analyzing and communicating in Spanish. They study such essential dimensions of that world as: (1) geography and development; (2) environmental challenges and solutions; (3) population and demographic changes and challenges; and (4) ethnic diversity. Prerequisite: Spanish 112 or placement. Offered each semester and during Interim.","0","0","0","0","0","","Cropsey, Kris A.","{'fsnum': '14153', 'name': 'Cropsey, Kris A.'}","200","","Intermed Spanish I","","231","{'day': 'Mo', 'end': '11:30', 'location': '', 'start': '10:00'};{'day': 'Tu', 'end': '11:30', 'location': '', 'start': '10:00'};{'day': 'We', 'end': '11:30', 'location': '', 'start': '10:00'};{'day': 'Th', 'end': '11:30', 'location': '', 'start': '10:00'};{'day': 'Fr', 'end': '11:30', 'location': '', 'start': '10:00'}","False","Spanish 112 or placement. Offered each semester and during Interim.","","4","O","20134","Intermediate Spanish I","Research","2013"
