"clbid","credits","crsid","department","description","enrolled","firstyear","groupid","instructors","junior","learningmode","level","max","name","notes","number","offerings","pn","prerequisites","section","semester","senior","sophomore","status","term","title","type","year"
"0000062170","1.0","0000000222","CHEM","","1","","","Paul T. Jackson","","S","300","999","Academic Internship","","394","","True","False","","2","","","O","20082","Internship","Research","2008"
"0000062171","1.0","0000000233","CLASS","","0","","","Staff","","S","200","999","Academic Internship","","294","","True","False","","2","","","O","20082","","Research","2008"
"0000062172","1.0","0000000235","CLASS","","0","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","2","","","O","20082","","Research","2008"
"0000062173","1.0","0000000248","CHIN","","0","","","Staff","","S","200","999","Academic Internship","","294","","True","False","","2","","","O","20082","","Research","2008"
"0000062174","1.0","0000000251","CHIN","","0","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","2","","","O","20082","","Research","2008"
"0000062175","1.0","0000000276","ECON","","2","","","Paul Wojick","","S","200","999","Academic Internship","","294","","True","False","","2","","","O","20082","","Research","2008"
"0000062176","1.0","0000000284","ECON","Academic Internship.","0","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","2","","","O","20082","","Research","2008"
"0000062177","1.0","0000000299","CSCI","This is an intermediate-level version of Computer Science 394.","0","","","Staff","","S","200","999","Academic Internship","","294","","True","False","","2","","","O","20082","Internship","Research","2008"
"0000062178","1.0","0000000306","CSCI","Students gain experience in computer-industry positions. Projects have included implementation of solid modeling (NURBS), documentation, business applications of computing, applications of computer graphics in medical research, team programming. Internship experiences (whether for credit or not) are strongly encouraged for anyone considering a career in computing.","0","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","2","","","O","20082","Internship","Research","2008"
"0000062179","1.0","0000000313","EDUC","","0","","","Staff","","S","200","999","Academic Internship","","294","","True","False","","2","","","O","20082","","Research","2008"
"0000062180","1.0","0000000344","EDUC","","0","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","2","","","O","20082","Internship","Research","2008"
"0000062181","1.0","0000000374","DANCE","","0","","","Staff","","S","200","999","Academic Internship","","294","","True","False","","2","","","O","20082","Internship","Research","2008"
"0000062182","1.0","0000000377","DANCE","","0","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","2","","","O","20082","Internship","Research","2008"
"0000062183","1.0","0000000433","ENGL","","1","","","Jan C. Hill","","S","200","999","Academic Internship","","294","","True","False","","2","","","O","20082","Internship","Research","2008"
"0000062184","1.0","0000000449","ENGL","","0","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","2","","","O","20082","Internship","Research","2008"
"0000062185","1.0","0000000464","ENVST","","1","","","Kristina MacPherson","","S","200","999","Academic Internship","","294","","True","False","","2","","","O","20082","Internship","Research","2008"
"0000062186","1.0","0000000466","ENVST","","1","","","Michael Swift","","S","300","999","Academic Internship","","394","","True","False","","2","","","O","20082","Internship","Research","2008"
"0000062187","1.0","0000000490","FREN","","0","","","Dana Gross","","S","200","999","Academic Internship","","294","","True","False","","2","","","O","20082","","Research","2008"
"0000062188","1.0","0000000494","FREN","","0","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","2","","","O","20082","","Research","2008"
"0000062189","1.0","0000000522","GERM","Students spend four weeks during Interim or summer break in a selected German workplace. Opportunities include work in health care, communications, and manufacturing as well as non-profit organizations, libraries, businesses, laboratories, offices, and churches. Assignment of position varies with availability in host institutions. Prerequisite: at least one 250-level course.","1","","","Sarah Maenz","","S","200","999","Academic Internship","","294","","True","at least one 250-level course.","","2","","","O","20082","Internship","Research","2008"
"0000062190","1.0","0000000529","GERM","Students spend four weeks during Interim or summer break in the German workplace. Opportunities include working in health care, communications, and manufacturing as well as non-profit organizations, libraries, businesses, laboratories, offices, and churches. Assignment of position varies with availability of host institutions. Prerequisite: at least one 270-level course.","0","","","Staff","","S","300","999","Academic Internship","","394","","True","at least one 270-level course.","","2","","","O","20082","Internship","Research","2008"
"0000062191","1.0","0000000543","GREEK","","0","","","Staff","","S","200","999","Academic Internship","","294","","True","False","","2","","","O","20082","","Research","2008"
"0000062192","1.0","0000000550","GREEK","","0","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","2","","","O","20082","","Research","2008"
"0000062193","1.0","0000000624","HIST","","1","","","Steven C. Hahn","","S","200","999","Academic Internship","","294","","True","False","","2","","","O","20082","Internship","Research","2008"
"0000062194","1.0","0000000640","HIST","","0","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","2","","","O","20082","Internship","Research","2008"
"0000062195","1.0","0000000643","HSPST","","0","","","Staff","","S","200","999","Academic Internship","","294","","True","False","","2","","","O","20082","","Research","2008"
"0000062196","1.0","0000000646","HSPST","","0","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","2","","","O","20082","","Research","2008"
"0000062197","1.0","0000000653","FAMST","","0","","","Staff","","S","200","999","Academic Internship","","294","","True","False","","2","","","O","20082","Internship","Research","2008"
"0000062198","1.0","0000000656","FAMST","","0","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","2","","","O","20082","","Research","2008"
"0000062199","1.0","0000000686","IS","","1","","","Sara E. Fruehling","","S","200","999","Academic Internship","","294","","True","False","","2","","","O","20082","","Research","2008"
"0000062200","1.0","0000000691","IS","","0","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","2","","","O","20082","","Research","2008"
"0000062201","1.0","0000000707","ID","","1","","","John Giannini","","S","200","999","Academic Internship","","294","","True","False","","2","","","O","20082","","Research","2008"
"0000062202","1.0","0000000709","ID","","7","","","Kevin M. Crisp","","S","300","999","Academic Internship","","394","","True","False","","2","","","O","20082","","Research","2008"
"0000062203","1.0","0000000716","LATIN","","0","","","Staff","","S","200","999","Academic Internship","","294","","True","False","","2","","","O","20082","","Research","2008"
"0000062204","1.0","0000000725","LATIN","","0","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","2","","","O","20082","","Research","2008"
"0000062205","1.0","0000000751","MATH","","0","","","Staff","","S","200","999","Academic Internship","","294","","True","False","","2","","","O","20082","Internship","Research","2008"
"0000062206","1.0","0000000784","MGMT","","6","","","Richard Goedde","","S","200","999","Academic Internship","","294","","True","False","","2","","","O","20082","Internship","Research","2008"
"0000062207","1.0","0000000788","MGMT","","0","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","2","","","O","20082","Internship","Research","2008"
"0000062208","1.0","0000000795","MEDIA","","3","","","Bill Sonnega","","S","200","999","Academic Internship","","294","","True","False","","2","","","O","20082","Internship","Research","2008"
"0000062209","1.0","0000000797","MEDIA","","0","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","2","","","O","20082","Internship","Research","2008"
"0000062210","1.0","0000000846","MUSIC","","0","","","Staff","","S","200","999","Academic Internship","","294","","True","False","","2","","","O","20082","Internship","Research","2008"
"0000062211","1.0","0000000865","MUSIC","","0","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","2","","","O","20082","Internship","Research","2008"
"0000062212","1.0","0000000917","NEURO","","0","","","Staff","","S","200","999","Academic Internship","","294","","True","False","","2","","","O","20082","","Research","2008"
"0000062213","1.0","0000000919","NEURO","","0","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","2","","","O","20082","","Research","2008"
"0000062214","1.0","0000000931","NORW","","0","","","Staff","","S","200","999","Academic Internship","","294","","True","False","","2","","","O","20082","Internship","Research","2008"
"0000062215","1.0","0000000936","NORW","","0","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","2","","","O","20082","Internship","Research","2008"
"0000062216","1.0","0000000942","NURS","Does not count toward the major.","0","","","Staff","","S","200","999","Academic Internship","","294","","True","False","","2","","","O","20082","Internship","Research","2008"
"0000062217","1.0","0000000961","NURS","Does not count toward the major.","0","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","2","","","O","20082","Internship","Research","2008"
"0000062218","1.0","0000000985","PHIL","","1","","","Edward Langerak","","S","200","999","Academic Internship","","294","","True","False","","2","","","O","20082","","Research","2008"
"0000062219","1.0","0000000992","PHIL","","0","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","2","","","O","20082","","Research","2008"
"0000062220","1.0","0000001057","ESTH","","1","","","William Sean Goldsworthy","","S","200","999","Academic Internship","","294","","True","False","","2","","","O","20082","Internship","Research","2008"
"0000062221","1.0","0000001067","ESTH","","1","","","William Sean Goldsworthy","","S","300","999","Academic Internship","","394","","True","False","","2","","","O","20082","Internship","Research","2008"
"0000062222","1.0","0000001090","PHYS","","0","","","Staff","","S","200","999","Academic Internship","","294","","True","False","","2","","","O","20082","Internship","Research","2008"
"0000062223","1.0","0000001100","PHYS","","0","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","2","","","O","20082","Internship","Research","2008"
"0000062224","1.0","0000001139","PSCI","Internships are available in a wide variety of public and private institutions including the state legislature, lobbying agencies, law firms, media organizations, corporate public affairs, and executive agencies.","2","","","Kris Thalhammer","","S","200","999","Academic Internship","","294","","True","False","","2","","","O","20082","Internship","Research","2008"
"0000062225","1.0","0000001151","PSCI","Students with ideas for internships are encouraged to approach instructors within the department in order to arrange supervision for credit. For Level III credit students must have successfully completed a Level II internship in the same area. Prerequisite: Political Science 294.","0","","","Staff","","S","300","999","Academic Internship","","394","","True","Political Science 294.","","2","","","O","20082","Internship","Research","2008"
"0000062226","1.0","0000001178","PSYCH","","1","","","Grace E. Cho","","S","200","999","Academic Internship","","294","","True","False","","2","","","O","20082","","Research","2008"
"0000062227","1.0","0000001188","PSYCH","Internship","1","","","Shelly D. Dickinson","","S","300","999","Academic Internship","","394","","True","False","","2","","","O","20082","","Research","2008"
"0000062228","1.0","0000001236","REL","","0","","","Staff","","S","200","999","Academic Internship","","294","","True","False","","2","","","O","20082","","Research","2008"
"0000062229","1.0","0000001253","REL","","0","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","2","","","O","20082","Internship","Research","2008"
"0000062230","1.0","0000001275","RUSSN","","0","","","Staff","","S","200","999","Academic Internship","","294","","True","False","","2","","","O","20082","","Research","2008"
"0000062231","1.0","0000001279","RUSSN","","0","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","2","","","O","20082","","Research","2008"
"0000062232","1.0","0000001315","SOAN","","1","","","Christopher L. Chiappari","","S","200","999","Academic Internship","","294","","True","False","","2","","","O","20082","Internship","Research","2008"
"0000062233","1.0","0000001319","SOAN","","0","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","2","","","O","20082","Internship","Research","2008"
"0000062234","1.0","0000001341","SPAN","","0","","","Staff","","S","200","999","Academic Internship","","294","","True","False","","2","","","O","20082","","Research","2008"
"0000062235","1.0","0000001354","SPAN","","0","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","2","","","O","20082","","Research","2008"
"0000062236","1.0","0000001366","SWRK","","0","","","Staff","","S","200","999","Academic Internship","","294","","True","False","","2","","","O","20082","Internship","Research","2008"
"0000062237","1.0","0000001372","SWRK","","0","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","2","","","O","20082","","Research","2008"
"0000062238","1.0","0000001394","THEAT","Prerequisite: at least three previous courses in department.","0","","","Staff","","S","200","999","Academic Internship","","294","","True","at least three previous courses in department.","","2","","","O","20082","Internships","Research","2008"
"0000062239","1.0","0000001400","THEAT","Prerequisite: at least five previous courses in department.","0","","","Staff","","S","300","999","Academic Internship","","394","","True","at least five previous courses in department.","","2","","","O","20082","Internship","Research","2008"
"0000062240","1.0","0000001409","STAT","","1","","","Sharon Lane-Getaz","","S","200","999","Academic Internship","","294","","True","False","","2","","","O","20082","Internship","Research","2008"
"0000062241","1.0","0000001413","STAT","","0","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","2","","","O","20082","Internship","Research","2008"
"0000062242","1.0","0000001477","WMNST","","0","","","Staff","","S","200","999","Academic Internship","","294","","True","False","","2","","","O","20082","Internships","Research","2008"
"0000062243","1.0","0000001479","WMNST","","0","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","2","","","O","20082","Internships","Research","2008"
"0000062244","1.0","0000000471","IDFA","","0","","","Staff","","S","200","0","Academic Internship","","294","","True","False","","2","","","O","20082","","Research","2008"
"0000062245","1.0","0000001486","ARMS","","0","","","Staff","","S","200","999","Academic Internship","","294","","True","False","","2","","","O","20082","","Research","2008"
"0000062246","1.0","0000001488","ARMS","","0","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","2","","","O","20082","","Research","2008"
"0000062247","1.0","0000000014","AMST","","0","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","2","","","O","20082","Internship","Research","2008"
"0000062248","1.0","0000000474","IDFA","","0","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","2","","","O","20082","","Research","2008"
"0000062249","1.0","0000000766","MATH","","0","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","2","","","O","20082","Internship","Research","2008"
"0000062250","1.0","0000018612","AFAM","","0","","","Staff","","S","200","999","Academic Internship","","294","","True","False","","2","","","O","20082","","Research","2008"
"0000062251","1.0","0000018614","AFAM","","0","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","2","","","O","20082","","Research","2008"
"0000062252","1.0","0000018616","BMOLS","","0","","","Staff","","S","200","999","Academic Internship","","294","","True","False","","2","","","O","20082","","Research","2008"
"0000062253","1.0","0000018618","BMOLS","","0","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","2","","","O","20082","","Research","2008"
"0000062254","1.0","0000000670","JAPAN","","0","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","2","","","O","20082","","Research","2008"
"0000062255","1.0","0000000668","JAPAN","","0","","","Staff","","S","200","999","Academic Internship","","294","","True","False","","2","","","O","20082","","Research","2008"
"0000062256","1.0","0000018620","MEDVL","","0","","","Staff","","S","200","999","Academic Internship","","294","","True","False","","2","","","O","20082","","Research","2008"
"0000062257","1.0","0000018622","MEDVL","","0","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","2","","","O","20082","","Research","2008"
"0000062258","1.0","0000001282","RUSST","","0","","","Staff","","S","200","999","Academic Internship","","294","","True","False","","2","","","O","20082","","Research","2008"
"0000062259","1.0","0000001284","RUSST","","0","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","2","","","O","20082","","Research","2008"
"0000062260","1.0","0000000436","ENGL","Students explore specific periods in American literature and examine the relationship between literary texts and movements and their particular cultural, political, and historical contexts. Each offering of this course examines a different literary era and emphasizes specific literary and historical issues. Prerequisites: English 185 plus one additional course of relevant background.","15","0/0","","Carol Holly","","S","300","15","Adv Lit Era: Decl Indep","","340","{'day': 'Mo', 'end': '12:40', 'location': 'RML 520', 'start': '10:40'};{'day': 'Tu', 'end': '12:40', 'location': 'RML 520', 'start': '10:40'};{'day': 'We', 'end': '12:40', 'location': 'RML 520', 'start': '10:40'};{'day': 'Th', 'end': '12:40', 'location': 'RML 520', 'start': '10:40'};{'day': 'Fr', 'end': '12:40', 'location': 'RML 520', 'start': '10:40'}","False","Prerequisites: English 185 plus one additional course of relevant background.","","2","","","C","20082","Advanced Studies in Literary Eras: American","Topic","2008"
"0000062261","1.0","0000000044","ART","This course, designed for students who want to heighten their drawing skills, emphasizes using expressive qualities of drawing by investigating various media, techniques, and content. Assignments are both traditional and nontraditional within historical contemporary perspectives. Experimentation is encouraged. Developing a personal visual language is stressed, culminating in the production of a series of drawings that relate thematically. Critical thinking and discussion skills are important. Prerequisites: Art 102 or 111 and 112 (or 110), and 113. Materials fee. Offered annually.","19","","","Wendell Arneson","","S","200","22","Advanced Drawing","Open to all students who meet the prerequisite.","233","{'day': 'Mo', 'end': '10:00', 'location': 'CAD 214', 'start': '09:00'};{'day': 'Tu', 'end': '10:00', 'location': 'CAD 214', 'start': '09:00'};{'day': 'We', 'end': '10:00', 'location': 'CAD 214', 'start': '09:00'};{'day': 'Th', 'end': '10:00', 'location': 'CAD 214', 'start': '09:00'};{'day': 'Fr', 'end': '10:00', 'location': 'CAD 214', 'start': '09:00'};{'day': 'Mo', 'end': '12:00', 'location': 'CAD 214', 'start': '10:40'};{'day': 'Tu', 'end': '12:00', 'location': 'CAD 214', 'start': '10:40'};{'day': 'We', 'end': '12:00', 'location': 'CAD 214', 'start': '10:40'};{'day': 'Th', 'end': '12:00', 'location': 'CAD 214', 'start': '10:40'};{'day': 'Fr', 'end': '12:00', 'location': 'CAD 214', 'start': '10:40'};{'day': 'Mo', 'end': '15:00', 'location': 'CAD 214', 'start': '13:00'};{'day': 'Tu', 'end': '15:00', 'location': 'CAD 214', 'start': '13:00'};{'day': 'We', 'end': '15:00', 'location': 'CAD 214', 'start': '13:00'};{'day': 'Th', 'end': '15:00', 'location': 'CAD 214', 'start': '13:00'};{'day': 'Fr', 'end': '15:00', 'location': 'CAD 214', 'start': '13:00'}","False","Prerequisites: Art 102 or 111 and 112 (or 110), and 113. Materials fee. Offered annually.","","2","","","C","20082","","Research","2008"
"0000062265","1.0","0000000189","CHEM","This course, a continuation of Chemistry 121, examines atomic and molecular structure, including classical and quantum theories, bonding models, molecular orbitals and coordination chemistry. Chemistry 121 and 123 together are equivalent in content to Chemistry 125 and are designed to prepare students for Chemistry 126. Prerequisite: Chemistry 121. Offered during Interim.","25","","","Mary Walczak","","S","100","45","Atom/Molec Structure","","123","{'day': 'Mo', 'end': '10:00', 'location': 'RNS 390', 'start': '08:00'};{'day': 'Tu', 'end': '10:00', 'location': 'RNS 390', 'start': '08:00'};{'day': 'We', 'end': '10:00', 'location': 'RNS 390', 'start': '08:00'};{'day': 'Th', 'end': '10:00', 'location': 'RNS 390', 'start': '08:00'};{'day': 'Fr', 'end': '10:00', 'location': 'RNS 390', 'start': '08:00'}","False","Chemistry 121. Offered during Interim.","A","2","","","O","20082","Atomic and Molecular Structure","Research","2008"
"0000062266","1.0","0000000189","CHEM","This course, a continuation of Chemistry 121, examines atomic and molecular structure, including classical and quantum theories, bonding models, molecular orbitals and coordination chemistry. Chemistry 121 and 123 together are equivalent in content to Chemistry 125 and are designed to prepare students for Chemistry 126. Prerequisite: Chemistry 121. Offered during Interim.","45","","","Nathaniel J. Schaefle","","S","100","45","Atom/Molec Structure","","123","{'day': 'Mo', 'end': '12:40', 'location': 'RNS 390', 'start': '10:40'};{'day': 'Tu', 'end': '12:40', 'location': 'RNS 390', 'start': '10:40'};{'day': 'We', 'end': '12:40', 'location': 'RNS 390', 'start': '10:40'};{'day': 'Th', 'end': '12:40', 'location': 'RNS 390', 'start': '10:40'};{'day': 'Fr', 'end': '12:40', 'location': 'RNS 390', 'start': '10:40'}","False","Chemistry 121. Offered during Interim.","B","2","","","C","20082","Atomic and Molecular Structure","Research","2008"
"0000062268","1.0","0000001324","SPAN","Students begin learning Spanish through listening, speaking, reading, and writing about topics familiar to them, including family, academic, and social life, in an intercultural context. They reinforce these skills through complementary exercises in the World Languages Center. Open only to students with no prior experience in Spanish or who have placed into Spanish 111. Offered only during Interim.","23","15/15","","Barbara Olson","1/4","S","100","23","Beginning Spanish I","This course has class year limits.","111","{'day': 'Mo', 'end': '10:00', 'location': 'OM 021', 'start': '09:00'};{'day': 'Tu', 'end': '10:00', 'location': 'OM 021', 'start': '09:00'};{'day': 'We', 'end': '10:00', 'location': 'OM 021', 'start': '09:00'};{'day': 'Th', 'end': '10:00', 'location': 'OM 021', 'start': '09:00'};{'day': 'Fr', 'end': '10:00', 'location': 'OM 021', 'start': '09:00'};{'day': 'Mo', 'end': '12:40', 'location': 'OM 021', 'start': '10:40'};{'day': 'Tu', 'end': '12:40', 'location': 'OM 021', 'start': '10:40'};{'day': 'We', 'end': '12:40', 'location': 'OM 021', 'start': '10:40'};{'day': 'Th', 'end': '12:40', 'location': 'OM 021', 'start': '10:40'};{'day': 'Fr', 'end': '12:40', 'location': 'OM 021', 'start': '10:40'}","False","False","","2","4/0","3/4","C","20082","","Research","2008"
"0000062274","1.0","0000000106","BIO","This foundation course explores major principles of cellular and molecular biology and is a prerequisite for all Level II biology courses. Emphases include the structural and chemical composition of cells, crucial metabolic pathways, fundamentals of cell division, basic genetics, and the scientific method. Materials integrate concepts with problem-solving. Students are introduced to state-of-the-art library search technologies and scientific writing. Students attend lectures plus one 2.5-hour laboratory per week. Offered Fall Semester and during Interim.","37","","0000000106","Kim A. Kandl;Patrick Quint","3/6","S","100","48","Cell Bio & Genetics","Students in Bio 125 must also register for one lab Bio 125 AL or BL.;This course has class-year limits.","125","{'day': 'Mo', 'end': '15:00', 'location': 'RNS 390', 'start': '13:00'};{'day': 'Tu', 'end': '15:00', 'location': 'RNS 390', 'start': '13:00'};{'day': 'We', 'end': '15:00', 'location': 'RNS 390', 'start': '13:00'};{'day': 'Th', 'end': '15:00', 'location': 'RNS 390', 'start': '13:00'};{'day': 'Fr', 'end': '15:00', 'location': 'RNS 390', 'start': '13:00'}","False","False","","2","3/4","","O","20082","Cellular Biology and Genetics","Research","2008"
"0000062275","0.0","0000000107","BIO","","22","","0000000106","Kim A. Kandl;Patrick Quint","2/3","S","100","24","Cell Bio & Genetics Lab","","125","{'day': 'Mo', 'end': '10:00', 'location': 'RNS 398', 'start': '08:00'};{'day': 'Tu', 'end': '10:00', 'location': 'RNS 398', 'start': '08:00'};{'day': 'We', 'end': '10:00', 'location': 'RNS 398', 'start': '08:00'};{'day': 'Th', 'end': '10:00', 'location': 'RNS 398', 'start': '08:00'};{'day': 'Fr', 'end': '10:00', 'location': 'RNS 398', 'start': '08:00'};{'day': 'Mo', 'end': '12:00', 'location': 'RNS 398', 'start': '10:40'};{'day': 'Tu', 'end': '12:00', 'location': 'RNS 398', 'start': '10:40'};{'day': 'We', 'end': '12:00', 'location': 'RNS 398', 'start': '10:40'};{'day': 'Th', 'end': '12:00', 'location': 'RNS 398', 'start': '10:40'};{'day': 'Fr', 'end': '12:00', 'location': 'RNS 398', 'start': '10:40'}","False","False","A","2","2/2","","C","20082","","Lab","2008"
"0000062278","1.0","0000000232","CLASS","This course introduces students to the history and art of ancient Greece. It covers more than two thousand years of Greek civilization, from the bronze age through the archaic, classical, and Hellenistic periods. The itinerary takes students to every major region of Greece, with extended stays in Athens and Thessaloniki. When not visiting museums and archaeological sites and learning about ancient Greek culture, students have the opportunity to experience modern Greek culture as well. Offered annually.","30","","","Anne Groton","","S","200","30","Class Studies Greece","This is an off-campus course.","251","","False","False","","2","","","C","20082","Classical Studies in Greece","Research","2008"
"0000062280","1.0","0000001338","SPAN","Students analyze patterns of continuity and change in Spain, Latin America, and/or the Hispanic U.S. Using readings from the press, academic sources, and governmental as well as non-governmental documents, students read, discuss, and write about issues at an advanced level of linguistic and analytical sophistication. The course includes study of at least one substantive literary work. Possible themes include love, family and marriage, or crossing borders and the challenges of migration. Taught in Spanish. Prerequisite: Spanish 250.","25","","","Maggie Broner","","S","200","25","Contemporary Issues","Open to all students who meet the requirements.;This course has class-year limits.","274","{'day': 'Mo', 'end': '15:00', 'location': 'OM 020', 'start': '10:40'};{'day': 'Tu', 'end': '15:00', 'location': 'OM 020', 'start': '10:40'};{'day': 'We', 'end': '15:00', 'location': 'OM 020', 'start': '10:40'};{'day': 'Th', 'end': '15:00', 'location': 'OM 020', 'start': '10:40'};{'day': 'Fr', 'end': '15:00', 'location': 'OM 020', 'start': '10:40'}","False","Spanish 250.","","2","","","C","20082","Contemporary Issues in the Spanish-Speaking World","Research","2008"
"0000062290","1.0","0000017587","NURS","Violence between family members and intimates is recognized as a significant social and public health problem. This course explores the magnitude, causes, and consequences of family violence in America. Students examine the factors predisposing individuals to violence and the institutional and societal responses to the problem. The issue is addressed from health care, legal, religious, and public policy perspectives. Offered during Interim.","29","","","Judith Sateren","","S","100","30","Family Violence","","130","{'day': 'Mo', 'end': '12:40', 'location': 'HH 301', 'start': '10:40'};{'day': 'We', 'end': '12:40', 'location': 'HH 301', 'start': '10:40'};{'day': 'Fr', 'end': '12:40', 'location': 'HH 301', 'start': '10:40'};{'day': 'Mo', 'end': '15:00', 'location': 'HH 301', 'start': '13:00'};{'day': 'We', 'end': '15:00', 'location': 'HH 301', 'start': '13:00'}","False","False","","2","","","C","20082","","Research","2008"
