"clbid","credits","crsid","department","description","enrolled","firstyear","groupid","instructors","junior","learningmode","level","max","name","notes","number","offerings","pn","prerequisites","section","semester","senior","sophomore","status","term","title","type","year"
"0000073327","1.0","0000000377","DANCE","","1","","","Heather J. Klopchin","","S","300","999","Academic Internship","","394","","True","False","","2","","","C","20102","Internship","Research","2010"
"0000073328","1.0","0000000433","ENGL","","1","","","Jenny Dunning","","S","200","999","Academic Internship","","294","","True","False","","2","","","C","20102","Internship","Research","2010"
"0000073329","1.0","0000000449","ENGL","","0","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","2","","","C","20102","Internship","Research","2010"
"0000073330","1.0","0000000464","ENVST","","3","","","Stephanie N. Schmidt","","S","200","999","Academic Internship","","294","","True","False","","2","","","C","20102","Internship","Research","2010"
"0000073331","1.0","0000000466","ENVST","","1","","","Paul T. Jackson","","S","300","999","Academic Internship","","394","","True","False","","2","","","C","20102","Internship","Research","2010"
"0000073332","1.0","0000000490","FREN","","0","","","Staff","","S","200","999","Academic Internship","","294","","True","False","","2","","","C","20102","","Research","2010"
"0000073333","1.0","0000000494","FREN","","0","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","2","","","C","20102","","Research","2010"
"0000073334","1.0","0000000522","GERM","Students spend four weeks during interim or summer in an individually selected German workplace. Opportunities include work in health care, communications, and manufacturing as well as non-profit organizations, libraries, businesses, laboratories, offices, and churches. Assignment of position varies with availability in host institutions. Prerequisite: at least one 250-level course.","0","","","Staff","","S","200","999","Academic Internship","","294","","True","at least one 250-level course.","","2","","","C","20102","Internship","Research","2010"
"0000073335","1.0","0000000529","GERM","Students spend four weeks during interim or summer in the German workplace. Opportunities include working in health care, communications, and manufacturing as well as non-profit organizations, libraries, businesses, laboratories, offices, and churches. Assignment of position varies with availability of host institutions. Prerequisite: at least one 270-level course.","0","","","Staff","","S","300","999","Academic Internship","","394","","True","at least one 270-level course.","","2","","","C","20102","Internship","Research","2010"
"0000073336","1.0","0000000543","GREEK","","0","","","Staff","","S","200","999","Academic Internship","","294","","True","False","","2","","","C","20102","","Research","2010"
"0000073337","1.0","0000000550","GREEK","","0","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","2","","","C","20102","Academic Inernship","Research","2010"
"0000073338","1.0","0000000624","HIST","","2","","","Steven C. Hahn","","S","200","999","Academic Internship","","294","","True","False","","2","","","C","20102","Internship","Research","2010"
"0000073339","1.0","0000000640","HIST","","0","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","2","","","C","20102","Internship","Research","2010"
"0000073340","1.0","0000000643","HSPST","","0","","","Staff","","S","200","999","Academic Internship","","294","","True","False","","2","","","C","20102","","Research","2010"
"0000073341","1.0","0000000646","HSPST","","0","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","2","","","C","20102","","Research","2010"
"0000073342","1.0","0000000653","FAMST","","1","","","Devyani Chandran","","S","200","999","Academic Internship","","294","","True","False","","2","","","C","20102","Internship","Research","2010"
"0000073343","1.0","0000000656","FAMST","","0","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","2","","","C","20102","","Research","2010"
"0000073344","1.0","0000000686","IS","","0","","","Staff","","S","200","999","Academic Internship","","294","","True","False","","2","","","C","20102","","Research","2010"
"0000073345","1.0","0000000691","IS","","0","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","2","","","C","20102","","Research","2010"
"0000073346","1.0","0000000707","ID","","0","","","Staff","","S","200","999","Academic Internship","","294","","True","False","","2","","","C","20102","","Research","2010"
"0000073347","1.0","0000000709","ID","","0","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","2","","","C","20102","","Research","2010"
"0000073348","1.0","0000000716","LATIN","","0","","","Staff","","S","200","999","Academic Internship","","294","","True","False","","2","","","C","20102","","Research","2010"
"0000073349","1.0","0000000725","LATIN","","0","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","2","","","C","20102","","Research","2010"
"0000073350","1.0","0000000751","MATH","","0","","","Staff","","S","200","999","Academic Internship","","294","","True","False","","2","","","C","20102","Internship","Research","2010"
"0000073351","1.0","0000000784","MGMT","","2","","","Sian E. Christie","","S","200","999","Academic Internship","","294","","True","False","","2","","","C","20102","Internship","Research","2010"
"0000073352","1.0","0000000788","MGMT","","0","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","2","","","C","20102","Internship","Research","2010"
"0000073353","1.0","0000000795","MEDIA","","1","","","Jan C. Hill","","S","200","999","Academic Internship","","294","","True","False","","2","","","C","20102","Internship","Research","2010"
"0000073354","1.0","0000000797","MEDIA","","0","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","2","","","C","20102","Internship","Research","2010"
"0000073355","1.0","0000000846","MUSIC","","0","","","Staff","","S","200","999","Academic Internship","","294","","True","False","","2","","","C","20102","Internship","Research","2010"
"0000073356","1.0","0000000865","MUSIC","","1","","","Kathryn Ananda-Owens","","S","300","999","Academic Internship","","394","","True","False","","2","","","C","20102","Internship","Research","2010"
"0000073357","1.0","0000000917","NEURO","","0","","","Staff","","S","200","999","Academic Internship","","294","","True","False","","2","","","C","20102","","Research","2010"
"0000073358","1.0","0000000919","NEURO","","0","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","2","","","C","20102","","Research","2010"
"0000073359","1.0","0000000931","NORW","","0","","","Staff","","S","200","999","Academic Internship","","294","","True","False","","2","","","C","20102","Internship","Research","2010"
"0000073360","1.0","0000000936","NORW","","0","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","2","","","C","20102","Internship","Research","2010"
"0000073361","1.0","0000000942","NURS","Does not count toward the major.","0","","","Staff","","S","200","999","Academic Internship","","294","","True","False","","2","","","C","20102","Internship","Research","2010"
"0000073362","1.0","0000000961","NURS","Does not count toward the major.","0","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","2","","","C","20102","Internship","Research","2010"
"0000073363","1.0","0000000985","PHIL","","0","","","Staff","","S","200","999","Academic Internship","","294","","True","False","","2","","","C","20102","","Research","2010"
"0000073364","1.0","0000000992","PHIL","","0","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","2","","","C","20102","","Research","2010"
"0000073365","1.0","0000001057","ESTH","","1","","","Cindy Book","","S","200","999","Academic Internship","","294","","True","False","","2","","","C","20102","Internship","Research","2010"
"0000073366","1.0","0000001067","ESTH","","0","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","2","","","C","20102","Internship","Research","2010"
"0000073367","1.0","0000001090","PHYS","","0","","","Staff","","S","200","999","Academic Internship","","294","","True","False","","2","","","C","20102","Internship","Research","2010"
"0000073368","1.0","0000001100","PHYS","","0","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","2","","","C","20102","Internship","Research","2010"
"0000073369","1.0","0000001139","PSCI","Internships are available in a wide variety of public and private institutions including the state legislature, lobbying agencies, law firms, media organizations, corporate public affairs, and executive agencies.","2","","","Anthony Lott","","S","200","999","Academic Internship","","294","","True","False","","2","","","C","20102","Internship","Research","2010"
"0000073370","1.0","0000001151","PSCI","Students with ideas for internships are encouraged to approach instructors within the department in order to arrange supervision for credit. For Level III credit students must have successfully completed a Level II internship in the same area. Prerequisite: Political Science 294.","0","","","Staff","","S","300","999","Academic Internship","","394","","True","Political Science 294.","","2","","","C","20102","Internship","Research","2010"
"0000073371","1.0","0000001178","PSYCH","","1","","","Grace E. Cho","","S","200","999","Academic Internship","","294","","True","False","","2","","","C","20102","","Research","2010"
"0000073372","1.0","0000001188","PSYCH","Internship","1","","","M. Minda Oriña","","S","300","999","Academic Internship","","394","","True","False","","2","","","C","20102","","Research","2010"
"0000073373","1.0","0000001236","REL","","0","","","Staff","","S","200","999","Academic Internship","","294","","True","False","","2","","","C","20102","","Research","2010"
"0000073374","1.0","0000001253","REL","","0","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","2","","","C","20102","Internship","Research","2010"
"0000073375","1.0","0000001275","RUSSN","","0","","","Staff","","S","200","999","Academic Internship","","294","","True","False","","2","","","C","20102","","Research","2010"
"0000073376","1.0","0000001279","RUSSN","","0","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","2","","","C","20102","","Research","2010"
"0000073377","1.0","0000001315","SOAN","","2","","","Christopher L. Chiappari","","S","200","999","Academic Internship","","294","","True","False","","2","","","C","20102","Internship","Research","2010"
"0000073378","1.0","0000001319","SOAN","","0","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","2","","","C","20102","Internship","Research","2010"
"0000073379","1.0","0000001341","SPAN","","0","","","Staff","","S","200","999","Academic Internship","","294","","True","False","","2","","","C","20102","","Research","2010"
"0000073380","1.0","0000001354","SPAN","","0","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","2","","","C","20102","","Research","2010"
"0000073381","1.0","0000001366","SWRK","","0","","","Staff","","S","200","999","Academic Internship","","294","","True","False","","2","","","C","20102","Internship","Research","2010"
"0000073382","1.0","0000001372","SWRK","","1","","","Naurine Lennox","","S","300","999","Academic Internship","","394","","True","False","","2","","","C","20102","","Research","2010"
"0000073383","1.0","0000001394","THEAT","Prerequisite: at least three previous courses in department.","1","","","Karen Wilson","","S","200","999","Academic Internship","","294","","True","at least three previous courses in department.","","2","","","C","20102","Internships","Research","2010"
"0000073384","1.0","0000001400","THEAT","Prerequisite: at least five previous courses in department.","0","","","Staff","","S","300","999","Academic Internship","","394","","True","at least five previous courses in department.","","2","","","C","20102","Internship","Research","2010"
"0000073385","1.0","0000001409","STAT","","0","","","Staff","","S","200","999","Academic Internship","","294","","True","False","","2","","","C","20102","Internship","Research","2010"
"0000073386","1.0","0000001413","STAT","","0","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","2","","","C","20102","Internship","Research","2010"
"0000073387","1.0","0000001477","WMNST","","1","","","Diane C. LeBlanc","","S","200","999","Academic Internship","","294","","True","False","","2","","","C","20102","Internships","Research","2010"
"0000073388","1.0","0000001479","WMNST","","1","","","Jan C. Hill","","S","300","999","Academic Internship","","394","","True","False","","2","","","C","20102","Internships","Research","2010"
"0000073389","1.0","0000000471","IDFA","","0","","","Staff","","S","200","0","Academic Internship","","294","","True","False","","2","","","C","20102","","Research","2010"
"0000073390","1.0","0000001486","ARMS","","0","","","Staff","","S","200","999","Academic Internship","","294","","True","False","","2","","","C","20102","","Research","2010"
"0000073391","1.0","0000001488","ARMS","","0","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","2","","","C","20102","","Research","2010"
"0000073392","1.0","0000000014","AMST","","0","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","2","","","C","20102","Internship","Research","2010"
"0000073393","1.0","0000000474","IDFA","","0","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","2","","","C","20102","","Research","2010"
"0000073394","1.0","0000000766","MATH","","0","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","2","","","C","20102","Internship","Research","2010"
"0000073395","1.0","0000018612","AFAM","","0","","","Staff","","S","200","999","Academic Internship","","294","","True","False","","2","","","C","20102","","Research","2010"
"0000073396","1.0","0000018614","AFAM","","0","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","2","","","C","20102","","Research","2010"
"0000073397","1.0","0000018616","BMOLS","","0","","","Staff","","S","200","999","Academic Internship","","294","","True","False","","2","","","C","20102","","Research","2010"
"0000073398","1.0","0000018618","BMOLS","","0","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","2","","","C","20102","","Research","2010"
"0000073399","1.0","0000000670","JAPAN","","0","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","2","","","C","20102","","Research","2010"
"0000073400","1.0","0000000668","JAPAN","","0","","","Staff","","S","200","999","Academic Internship","","294","","True","False","","2","","","C","20102","","Research","2010"
"0000073401","1.0","0000018620","MEDVL","","0","","","Staff","","S","200","999","Academic Internship","","294","","True","False","","2","","","C","20102","","Research","2010"
"0000073402","1.0","0000018622","MEDVL","","0","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","2","","","C","20102","","Research","2010"
"0000073403","1.0","0000001282","RUSST","","0","","","Staff","","S","200","999","Academic Internship","","294","","True","False","","2","","","C","20102","","Research","2010"
"0000073404","1.0","0000001284","RUSST","","0","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","2","","","C","20102","","Research","2010"
"0000073408","1.0","0000001376","THEAT","This studio course is designed as an overview of the acting process for the non major and includes basic acting theories, rehearsal techniques, improvisation, history, and styles. Students explore and practice exercises, scene work, and audition material. The course requires trips to professional theatres in the Twin Cities. A ticket fee is required. This course does not fulfill the acting requirement for the major. Offered each semester.","19","","","Douglas Scholz-Carlson","","S","100","19","Acting for Non-Majors","","115","{'day': 'Mo', 'end': '12:40', 'location': 'CHM 140', 'start': '10:40'};{'day': 'Tu', 'end': '12:40', 'location': 'CHM 140', 'start': '10:40'};{'day': 'We', 'end': '12:40', 'location': 'CHM 140', 'start': '10:40'};{'day': 'Th', 'end': '12:40', 'location': 'CHM 140', 'start': '10:40'};{'day': 'Fr', 'end': '12:40', 'location': 'CHM 140', 'start': '10:40'}","False","False","","2","","","C","20102","Acting for the Non Major","Research","2010"
"0000073410","1.0","0000000044","ART","This course, designed for students who want to heighten their drawing skills, emphasizes using expressive qualities of drawing by investigating various media, techniques, and content. Assignments are both traditional and nontraditional within historical and contemporary perspectives. Experimentation is encouraged. Students are encouraged to develop a personal visual language. The course culminates in the production of a series of drawings that relate thematically. Critical thinking and discussion skills are important. Prerequisites: Art 102 or 111 and 112 (or 110), and 113. Materials fee. Offered annually.","21","","","Wendell Arneson","","S","200","22","Advanced Drawing","Open to all students who meet the prerequisite.","233","{'day': 'Mo', 'end': '10:00', 'location': 'CAD 216', 'start': '09:00'};{'day': 'Tu', 'end': '10:00', 'location': 'CAD 216', 'start': '09:00'};{'day': 'We', 'end': '10:00', 'location': 'CAD 216', 'start': '09:00'};{'day': 'Th', 'end': '10:00', 'location': 'CAD 216', 'start': '09:00'};{'day': 'Fr', 'end': '10:00', 'location': 'CAD 216', 'start': '09:00'};{'day': 'Mo', 'end': '12:00', 'location': 'CAD 216', 'start': '10:40'};{'day': 'Tu', 'end': '12:00', 'location': 'CAD 216', 'start': '10:40'};{'day': 'We', 'end': '12:00', 'location': 'CAD 216', 'start': '10:40'};{'day': 'Th', 'end': '12:00', 'location': 'CAD 216', 'start': '10:40'};{'day': 'Fr', 'end': '12:00', 'location': 'CAD 216', 'start': '10:40'};{'day': 'Mo', 'end': '15:00', 'location': 'CAD 216', 'start': '13:00'};{'day': 'Tu', 'end': '15:00', 'location': 'CAD 216', 'start': '13:00'};{'day': 'We', 'end': '15:00', 'location': 'CAD 216', 'start': '13:00'};{'day': 'Th', 'end': '15:00', 'location': 'CAD 216', 'start': '13:00'};{'day': 'Fr', 'end': '15:00', 'location': 'CAD 216', 'start': '13:00'}","False","Prerequisites: Art 102 or 111 and 112 (or 110), and 113. Materials fee. Offered annually.","","2","","","C","20102","","Research","2010"
"0000073413","1.0","0000000052","ART","This course is an introduction to modern and postmodern art and thought after World War II through a survey of painting, sculpture, and new-media arts. Students learn about celebrated art and artists, major values such as issues of identity informing their work, and ways of analyzing and making sense of newer art. Offered annually. Prerequisite: at least one college art history or studio art course recommended.","29","","","Christopher Tradowsky","","S","200","30","Art Since 1945","Open to First-Year Students.","253","{'day': 'Mo', 'end': '15:00', 'location': 'CAD 305', 'start': '13:00'};{'day': 'Tu', 'end': '15:00', 'location': 'CAD 305', 'start': '13:00'};{'day': 'We', 'end': '15:00', 'location': 'CAD 305', 'start': '13:00'};{'day': 'Th', 'end': '15:00', 'location': 'CAD 305', 'start': '13:00'};{'day': 'Fr', 'end': '15:00', 'location': 'CAD 305', 'start': '13:00'}","False","at least one college art history or studio art course recommended.","","2","","","C","20102","","Research","2010"
"0000073414","1.0","0000000050","ART","This lecture course surveys how art (mostly painting and sculpture) in Europe unfolded in remarkable ways relative to values signaled by the French Revolution. The course examines Neo-Classical art as it expresses Enlightenment thinking, the tumultuous Romantic and Realist imagery and times, and ends with Impressionism. Offered periodically during interim. Open to first-year students.","28","","","Matthew Rohn","","S","200","30","Art 1776-1880","Open to First-Year Students.","251","{'day': 'Mo', 'end': '12:40', 'location': 'CAD 305', 'start': '10:40'};{'day': 'Tu', 'end': '12:40', 'location': 'CAD 305', 'start': '10:40'};{'day': 'We', 'end': '12:40', 'location': 'CAD 305', 'start': '10:40'};{'day': 'Th', 'end': '12:40', 'location': 'CAD 305', 'start': '10:40'};{'day': 'Fr', 'end': '12:40', 'location': 'CAD 305', 'start': '10:40'}","False","False","","2","","","C","20102","Art 1776-1880, Revolutionary Art","Research","2010"
"0000073417","1.0","0000018780","ASIAN","Students pursue guided fieldwork experience in the country whose language they study, either Japan or China. Activities and readings in this course build on the topics from Asian Studies 210 and three semesters of language study. Students continue to explore their understanding of Asia through ethnographic observation, interviews, and site visits. Students develop projects and follow a process of inquiry that will help them understand how ordinary people construct ""Asian"" culture and society today. Prerequisite: Asian Studies 210. Offered during interim.","23","","","Rika Ito","","S","200","30","AsianCon2:Meet Sojourners","Registration restricted to students in the Asian Con program.;This is an off-campus course.","215","","False","Asian Studies 210. Offered during interim.","","2","","","C","20102","Asian Conversations II: Encountering Asia","Research","2010"
"0000073418","1.0","0000019742","ASIAN","Students pursue guided fieldwork experience in the United States. Activities and readings in this course build on the topics from Asian Studies 210 and three semesters of language study. Students reflect on the experience of Asians in America through readings, site visits, and local interviews. Students develop projects and follow a process of inquiry that will help them understand how ordinary people construct ""Asian"" culture and society today. Prerequisite: Asian Studies 210. Offered during interim.","0","","","Staff","","S","200","2","AsianCon2:Meet Sojourners","Registration restricted to students in the Asian Con program.","216","","False","Asian Studies 210. Offered during interim.","","2","","","C","20102","Asian Conversations II: Encountering Asia in America","Research","2010"
"0000073419","1.0","0000000189","CHEM","This course, a continuation of Chemistry 121, examines atomic and molecular structure, including classical and quantum theories, bonding models, molecular orbitals and coordination chemistry. Chemistry 121 and 123 together are equivalent in content to Chemistry 125 and are designed to prepare students for Chemistry 126. Prerequisite: Chemistry 121. Offered during interim.","39","","","Mary Walczak","","S","100","35","Atom/Molec Structure","","123","{'day': 'Mo', 'end': '10:00', 'location': 'RNS 390', 'start': '08:00'};{'day': 'Tu', 'end': '10:00', 'location': 'RNS 390', 'start': '08:00'};{'day': 'We', 'end': '10:00', 'location': 'RNS 390', 'start': '08:00'};{'day': 'Th', 'end': '10:00', 'location': 'RNS 390', 'start': '08:00'};{'day': 'Fr', 'end': '10:00', 'location': 'RNS 390', 'start': '08:00'}","False","Chemistry 121. Offered during interim.","A","2","","","C","20102","Atomic and Molecular Structure","Research","2010"
"0000073420","1.0","0000000189","CHEM","This course, a continuation of Chemistry 121, examines atomic and molecular structure, including classical and quantum theories, bonding models, molecular orbitals and coordination chemistry. Chemistry 121 and 123 together are equivalent in content to Chemistry 125 and are designed to prepare students for Chemistry 126. Prerequisite: Chemistry 121. Offered during interim.","20","","","Peter J. Gittins","","S","100","35","Atom/Molec Structure","","123","{'day': 'Mo', 'end': '12:40', 'location': 'RNS 390', 'start': '10:40'};{'day': 'Tu', 'end': '12:40', 'location': 'RNS 390', 'start': '10:40'};{'day': 'We', 'end': '12:40', 'location': 'RNS 390', 'start': '10:40'};{'day': 'Th', 'end': '12:40', 'location': 'RNS 390', 'start': '10:40'};{'day': 'Fr', 'end': '12:40', 'location': 'RNS 390', 'start': '10:40'}","False","Chemistry 121. Offered during interim.","B","2","","","O","20102","Atomic and Molecular Structure","Research","2010"
"0000073424","1.0","0000001324","SPAN","Students begin learning Spanish through listening, speaking, reading, and writing about topics familiar to them, including family, academic, and social life, in an intercultural context. They reinforce these skills through complementary exercises in the World Languages Center. Open only to students with no prior experience in Spanish or who have placed into Spanish 111. Offered during interim.","23","17/16","","Barbara Olson","1/3","S","100","23","Beginning Spanish I","This course has class year limits.;This course is closed to seniors during web registration.","111","{'day': 'Mo', 'end': '10:00', 'location': 'OM 021', 'start': '09:00'};{'day': 'Tu', 'end': '10:00', 'location': 'OM 021', 'start': '09:00'};{'day': 'We', 'end': '10:00', 'location': 'OM 021', 'start': '09:00'};{'day': 'Th', 'end': '10:00', 'location': 'OM 021', 'start': '09:00'};{'day': 'Fr', 'end': '10:00', 'location': 'OM 021', 'start': '09:00'};{'day': 'Mo', 'end': '12:40', 'location': 'OM 021', 'start': '10:40'};{'day': 'Tu', 'end': '12:40', 'location': 'OM 021', 'start': '10:40'};{'day': 'We', 'end': '12:40', 'location': 'OM 021', 'start': '10:40'};{'day': 'Th', 'end': '12:40', 'location': 'OM 021', 'start': '10:40'};{'day': 'Fr', 'end': '12:40', 'location': 'OM 021', 'start': '10:40'}","False","False","","2","3/0","2/4","C","20102","","Research","2010"
"0000073438","1.0","0000000256","ECON","This course uses major schools of economic thought and major economic writers from the past 600 years to introduce principles of economics. Readings include the architects of capitalism (Adam Smith, David Ricardo, etc.), the critics (Karl Marx, Thorstein Veblen, etc.), and the reformers (J.M. Keynes, Joseph Schumpeter, J.K. Galbraith, etc.). Offered many interims.","19","","","Bruce Wambheim","","S","100","19","Capitalism","","113","{'day': 'Mo', 'end': '15:00', 'location': 'HH 302', 'start': '13:00'};{'day': 'Tu', 'end': '15:00', 'location': 'HH 302', 'start': '13:00'};{'day': 'We', 'end': '15:00', 'location': 'HH 302', 'start': '13:00'};{'day': 'Th', 'end': '15:00', 'location': 'HH 302', 'start': '13:00'};{'day': 'Fr', 'end': '15:00', 'location': 'HH 302', 'start': '13:00'}","False","False","","2","","","C","20102","Gateways to Economics: Capitalism","Research","2010"
"0000073445","1.0","0000000232","CLASS","This course introduces students to the history and art of ancient Greece. It covers more than two thousand years of Greek civilization, from the bronze age through the archaic, classical, and Hellenistic periods. The itinerary takes students to every major region of Greece, with extended stays in Athens and Thessaloniki. When not visiting museums and archaeological sites and learning about ancient Greek culture, students have the opportunity to experience modern Greek culture as well. Offered annually.","27","","","Timothy R. Howe","","S","200","30","Class Studies Greece","This is an off-campus course.","251","","False","False","","2","","","C","20102","Classical Studies in Greece","Research","2010"
