"clbid","credits","crsid","department","description","enrolled","firstyear","gereqs","groupid","grouptype","halfcredit","instructors","junior","learningmode","level","max","name","notes","number","offerings","pn","prerequisites","section","semester","senior","sophomore","status","term","title","type","year"
"0000155996","0.25","0000001098","PHYS","Experiments explore various topics in physics. Emphasis is on the development of good laboratory techniques, analytical skills, and the ability to work independently. Each 0.25-course registration includes one three-hour laboratory per week. Offered annually in the fall semester.","4","0/0","","","","","Jonathan M. Trevathan","","S","300","8","Advanced Physics Laboratory II","Only open to rising seniors and juniors.","386","{'day': 'Fr', 'end': '17:00', 'location': 'RNS 298', 'start': '14:00'}","False","False","C","1","","0/0","O","20241","","Lab","2024"
"0000155997","1.0","0000022445","REL","This course offers an intensive study of African-American religious thought with particular emphasis on the 20th century. Structured thematically, the course covers: African religious roots; religious thought with particular emphasis on ideas of suffering, redemption, salvation, and liberation; the relation between Christianity and other religious traditions; and Afrocentrism and Black Nationalism as interpretive and critical lenses of African-American religious experience.","28","","CTD;PAR","","","","Timothy M. II. Rainey","","S","200","27","African-American Religious Thought","","267","{'day': 'Tu', 'end': '11:00', 'location': 'OM 010', 'start': '09:35'};{'day': 'Th', 'end': '10:50', 'location': 'OM 010', 'start': '09:30'}","False","False","A","1","","","C","20241","African-American Religious Thought in the 20th Century","Research","2024"
"0000156000","1.0","0000001134","PSCI","The purpose of this course is to introduce students to the principles of American constitutional law as well as the political struggles that shaped them. The course focuses not only on constitutional doctrine, but also on competing interpretations and political effects of landmark decisions. This course emphasizes debates over civil rights and civil liberties that have been central to modern Supreme Court jurisprudence.","18","","","","","","Joshua Anderson","","S","200","27","Am Constitutional Law","","272","{'day': 'Mo', 'end': '11:40', 'location': 'OM 310', 'start': '10:45'};{'day': 'We', 'end': '11:40', 'location': 'OM 310', 'start': '10:45'};{'day': 'Fr', 'end': '11:40', 'location': 'OM 310', 'start': '10:45'}","False","False","B","1","","","O","20241","American Constitutional Law: Power","Research","2024"
"0000156001","1.0","0000001134","PSCI","The purpose of this course is to introduce students to the principles of American constitutional law as well as the political struggles that shaped them. The course focuses not only on constitutional doctrine, but also on competing interpretations and political effects of landmark decisions. This course emphasizes debates over civil rights and civil liberties that have been central to modern Supreme Court jurisprudence.","14","","","","","","Joshua Anderson","","S","200","24","Am Constitutional Law","","272","{'day': 'Mo', 'end': '10:00', 'location': 'HH 522', 'start': '09:05'};{'day': 'We', 'end': '10:00', 'location': 'HH 522', 'start': '09:05'};{'day': 'Fr', 'end': '10:00', 'location': 'HH 522', 'start': '09:05'}","False","False","A","1","","","O","20241","American Constitutional Law: Power","Research","2024"
"0000156002","1.0","0000000410","ENGL","Students explore the histories, cultural patterns, religious practices, key institutions, gender issues, narrative styles, and significant contributions to our nation of an array of racial and multicultural groups. Such diverse writers as Leslie Silko, Chaim Potok, Amy Tan, and Toni Morrison raise questions about voice and identity, both individual and collective. Offered annually. Also counts toward race and ethnic studies major and Africa and the African Diaspora, educational studies, and race and ethnic studies concentrations. Prerequisite: WRIT 120 or equivalent.","23","","PAR","","","","Nissa Parmar","","S","200","30","Am Racial/Multi Lit","","205","{'day': 'Mo', 'end': '11:40', 'location': 'RML 525', 'start': '10:45'};{'day': 'We', 'end': '11:40', 'location': 'RML 525', 'start': '10:45'};{'day': 'Fr', 'end': '11:40', 'location': 'RML 525', 'start': '10:45'}","False","WRIT 120 or equivalent.","","1","","","O","20241","American Racial and Multicultural Literatures","Research","2024"
"0000156003","1.0","0000000577","HIST","This course examines the development of American culture and society from the Columbian encounter through the Civil War. Topics include the interaction of Europeans, Africans, and indigenous peoples in early America; the social development of the British colonies; the evolution of American slavery; the Revolution and the Constitution; industrialization, expansion, and reform in the 19th century; and the Civil War. Offered annually.","20","","GHS;PAR","","","","Steven C. Hahn","","S","100","20","America to 1865","","198","{'day': 'Mo', 'end': '11:40', 'location': 'TOH 112', 'start': '10:45'};{'day': 'We', 'end': '11:40', 'location': 'TOH 112', 'start': '10:45'};{'day': 'Fr', 'end': '11:40', 'location': 'TOH 112', 'start': '10:45'}","False","False","","1","","","C","20241","American History to 1865","Research","2024"
"0000156004","1.0","0000001103","PSCI","The promise of American politics is the equal freedom of all. How does practice match principles? What roles do class and race play? Do interest groups and political parties foster democracy? This course is designed not only to help students understand American government and politics but also to motivate them to be active and informed participants. Offered annually.","29","","PAR;SCS","","","","Daniel Hofrenning","3/4","S","100","32","American Politics","This course has class-year limits.","111","{'day': 'Tu', 'end': '09:25', 'location': 'HH 523', 'start': '08:00'};{'day': 'Th', 'end': '09:20', 'location': 'HH 523', 'start': '08:00'}","False","False","A","1","2/2","5/6","O","20241","","Research","2024"
"0000156005","1.0","0000001103","PSCI","The promise of American politics is the equal freedom of all. How does practice match principles? What roles do class and race play? Do interest groups and political parties foster democracy? This course is designed not only to help students understand American government and politics but also to motivate them to be active and informed participants. Offered annually.","31","","PAR;SCS","","","","Daniel Hofrenning","4/4","S","100","32","American Politics","This course has class-year limits.","111","{'day': 'Tu', 'end': '11:00', 'location': 'HH 523', 'start': '09:35'};{'day': 'Th', 'end': '10:50', 'location': 'HH 523', 'start': '09:30'}","False","False","B","1","1/2","5/6","O","20241","","Research","2024"
"0000156006","1.0","0000036266","CSCI","This course surveys standard topics in the study of algorithms, with an emphasis on complexity analysis and implementation experience. Topics include asymptotic analysis, searching and sorting, divide and conquer, basic graph algorithms, greedy algorithms, dynamic programming, and NP-complete problems. Offered annually in spring semester. Also counts toward neuroscience concentration. Prerequisites: MATH 234 and CSCI 251, or consent of the instructor.","20","","","","","","Melissa K. Lynn","11/8","S","300","20","Analysis of Algorithms","Prerequisite: CSCI 251 and Math 234.;Open only to CS majors.;This course is open to a limited-number of rising juniors.","353","{'day': 'Mo', 'end': '11:40', 'location': 'RNS 202', 'start': '10:45'};{'day': 'We', 'end': '11:40', 'location': 'RNS 202', 'start': '10:45'};{'day': 'Fr', 'end': '11:40', 'location': 'RNS 202', 'start': '10:45'}","False","Prerequisites: MATH 234 and CSCI 251, or consent of the instructor.","A","1","","","C","20241","","Research","2024"
"0000156007","1.0","0000000201","CHEM","Students not only investigate the theory of modern analytical chemistry, but also examine the statistical treatment of errors, equilibrium, activities, acid/base chemistry, spectroscopy, electrochemistry, and separations. The accompanying lab course, CHEM 256, illustrates the topics discussed in CHEM 255. Students taking this course use computers for solving problems. Offered each semester. Also counts toward environmental studies major (all emphases) and environmental studies and business and management studies concentrations. Prerequisites: CHEM 126 or CH/BI 126 or permission of the instructor, and concurrent registration in CHEM 256.","27","","","0000000201","","","Mary Walczak","","S","200","32","Analytical Chemistry","Students in Chem 255 must also register for one Chem 256 lab.","255","{'day': 'Tu', 'end': '11:00', 'location': 'RNS 310', 'start': '09:35'};{'day': 'Th', 'end': '10:50', 'location': 'RNS 310', 'start': '09:30'}","False","Prerequisites: CHEM 126 or CH/BI 126 or permission of the instructor, and concurrent registration in CHEM 256.","","1","","","C","20241","","Research","2024"
"0000156008","1.0","0000001076","PHYS","This three-semester calculus-based sequence leads the student through the basic principles that account for the processes involved in baseballs, car engines, electrical power distribution systems, stereos, and black holes. It is the starting point for a major in physics and is also appropriate for majors in fields such as chemistry or mathematics who desire more mathematical depth than would be used in the two-semester PHYS 124 - PHYS 125 sequence. Physics 130 is a study of Newtonian mechanics --- motion, forces, energy, gravity, and rotation. Students attend lectures plus one 2.5-hour laboratory per week. Offered annually in the fall semester. Also counts toward computer science major. Prerequisite: concurrent registration in (or previous completion of) MATH 119 or MATH 120 or equivalent.","21","","NTS","0000001076","","","Amy Larsen","","S","100","24","Analytical I","Students in Physics 130A must also register for one Physics 130 lab.","130","{'day': 'Mo', 'end': '12:45', 'location': 'RNS 210', 'start': '11:50'};{'day': 'We', 'end': '12:45', 'location': 'RNS 210', 'start': '11:50'};{'day': 'Fr', 'end': '12:45', 'location': 'RNS 210', 'start': '11:50'};{'day': 'Tu', 'end': '12:40', 'location': 'RNS 210', 'start': '11:45'};{'day': 'Th', 'end': '13:40', 'location': 'RNS 210', 'start': '12:45'}","False","concurrent registration in (or previous completion of) MATH 119 or MATH 120 or equivalent.","A","1","","","O","20241","Analytical Physics I","Research","2024"
"0000156009","1.0","0000001076","PHYS","This three-semester calculus-based sequence leads the student through the basic principles that account for the processes involved in baseballs, car engines, electrical power distribution systems, stereos, and black holes. It is the starting point for a major in physics and is also appropriate for majors in fields such as chemistry or mathematics who desire more mathematical depth than would be used in the two-semester PHYS 124 - PHYS 125 sequence. Physics 130 is a study of Newtonian mechanics --- motion, forces, energy, gravity, and rotation. Students attend lectures plus one 2.5-hour laboratory per week. Offered annually in the fall semester. Also counts toward computer science major. Prerequisite: concurrent registration in (or previous completion of) MATH 119 or MATH 120 or equivalent.","18","","NTS","0000001076","","","Prabal Adhikari","","S","100","24","Analytical I","Students in Physics 130B must also register for one Physics 130 lab.","130","{'day': 'Mo', 'end': '14:25', 'location': 'RNS 210', 'start': '12:55'};{'day': 'We', 'end': '14:25', 'location': 'RNS 210', 'start': '12:55'};{'day': 'Fr', 'end': '14:25', 'location': 'RNS 210', 'start': '12:55'}","False","concurrent registration in (or previous completion of) MATH 119 or MATH 120 or equivalent.","B","1","","","O","20241","Analytical Physics I","Research","2024"
"0000156010","0.0","0000001077","PHYS","","14","","","0000001076","","","Amy Larsen","","S","100","16","Analytical I Lab","","130","{'day': 'Tu', 'end': '11:00', 'location': 'RNS 293', 'start': '08:30'}","False","False","A","1","","","O","20241","","Lab","2024"
"0000156011","0.0","0000001077","PHYS","","14","","","0000001076","","","Prabal Adhikari","","S","100","16","Analytical I Lab","","130","{'day': 'Tu', 'end': '16:00', 'location': 'RNS 293', 'start': '13:30'}","False","False","B","1","","","O","20241","","Lab","2024"
"0000156012","0.0","0000001077","PHYS","","11","","","0000001076","","","Amy Larsen","","S","100","16","Analytical I Lab","","130","{'day': 'Th', 'end': '16:30', 'location': 'RNS 292', 'start': '14:00'}","False","False","C","1","","","O","20241","","Lab","2024"
"0000156013","1.0","0000001078","PHYS","Physics 232, the third course in the three-semester calculus-based sequence, explores special relativity, waves and oscillations, and the quantum mechanics of light and matter. Students attend lectures and one 2.5-hour laboratory per week. Offered annually in the fall semester. Prerequisites: PHYS 131 or permission of instructor, and concurrent registration in (or previous completion of) MATH 220.","28","","OEP","0000001078","","","Eric L. Hazlett","","S","200","36","Analytical III","Students in Physics 232 must also register for lab 232 AL or BL.;This course includes an academic civic engagement (ACE) component.","232","{'day': 'Mo', 'end': '10:00', 'location': 'RNS 210', 'start': '09:05'};{'day': 'We', 'end': '10:00', 'location': 'RNS 210', 'start': '09:05'};{'day': 'Fr', 'end': '10:00', 'location': 'RNS 210', 'start': '09:05'}","False","Prerequisites: PHYS 131 or permission of instructor, and concurrent registration in (or previous completion of) MATH 220.","","1","","","O","20241","Analytical Physics III","Research","2024"
"0000156014","0.0","0000001079","PHYS","","12","","","0000001078","","","Eric L. Hazlett","","S","200","16","Analytical III Lab","","232","{'day': 'Th', 'end': '15:15', 'location': 'RNS 293', 'start': '12:45'}","False","False","B","1","","","O","20241","","Lab","2024"
"0000156015","0.0","0000001079","PHYS","","16","","","0000001078","","","Eric L. Hazlett","","S","200","16","Analytical III Lab","","232","{'day': 'Th', 'end': '10:50', 'location': 'RNS 293', 'start': '08:20'}","False","False","A","1","","","C","20241","","Lab","2024"
"0000156016","0.25","0000000202","CHEM","Students enrolled in this lab course practice techniques of modern analytical chemistry using state-of-the-art instrumentation, including pH meters, liquid chromatographs, and a variety of spectrophotometers. Data acquisition via computer-interfaced instrumentation and electronic record-keeping is emphasized. Students practice and develop group skills by working in ""companies"" throughout the semester. Students attend one four-hour laboratory per week. P/N only. Offered each semester. Also counts toward environmental studies major (all emphases) and environmental studies and business and management studies concentrations. Prerequisite: concurrent registration in CHEM 255.","15","","","0000000201","","","Mary Walczak","","S","200","16","Analytical Lab","","256","{'day': 'We', 'end': '17:00', 'location': 'RNS 446', 'start': '13:00'}","True","concurrent registration in CHEM 255.","B","1","","","C","20241","Analytical Laboratory","Lab","2024"
"0000156017","0.25","0000000202","CHEM","Students enrolled in this lab course practice techniques of modern analytical chemistry using state-of-the-art instrumentation, including pH meters, liquid chromatographs, and a variety of spectrophotometers. Data acquisition via computer-interfaced instrumentation and electronic record-keeping is emphasized. Students practice and develop group skills by working in ""companies"" throughout the semester. Students attend one four-hour laboratory per week. P/N only. Offered each semester. Also counts toward environmental studies major (all emphases) and environmental studies and business and management studies concentrations. Prerequisite: concurrent registration in CHEM 255.","12","","","0000000201","","","Mary Walczak","","S","200","16","Analytical Lab","","256","{'day': 'Tu', 'end': '15:45', 'location': 'RNS 446', 'start': '11:45'}","True","concurrent registration in CHEM 255.","A","1","","","C","20241","Analytical Laboratory","Lab","2024"
"0000156018","1.0","0000001113","PSCI","This course explores the diverse modes of inquiry in the discipline of political science. Broadly centered around the question, ""How do you know?,"" students focus on different methods of locating and collecting data, reviewing political texts and contested concepts, and constructing theoretical explanations of political phenomena. Offered each semester. Also counts toward environmental studies major (social science emphasis) and business and management studies concentration. Prerequisite: one previous course in department and a declared PSCI major. Non-majors may register with permission of instructor.","24","0/0","QCR","","","","Megan D. Kennedy","","S","200","24","Analyzing Politics","For Political Science majors only. Others may register with permission of the;instructor. Open only to rising juniors and sophomores.","220","{'day': 'Mo', 'end': '12:45', 'location': 'HH 201', 'start': '11:50'};{'day': 'We', 'end': '12:45', 'location': 'HH 201', 'start': '11:50'};{'day': 'Fr', 'end': '12:45', 'location': 'HH 201', 'start': '11:50'}","False","one previous course in department and a declared PSCI major. Non-majors may register with permission of instructor.","","1","1/0","","C","20241","Analyzing Politics and Policies","Research","2024"
"0000156019","1.0","0000000970","PHIL","This course surveys the origins and development of ancient Greek philosophy from the Presocratics in the 6th century BCE through Plato and Aristotle in the 4th century BCE. Students read and analyze primary texts in translation in order to examine the historical foundations of philosophical issues in cosmogony, natural philosophy, metaphysics, epistemology, logic, psychology, and ethics. As time permits, the course may include writings from one or more of the Hellenistic schools of Epicureans, Stoics, and Skeptics. Offered annually. Also counts toward ancient studies major. Prerequisite: one course in philosophy or permission of instructor.","21","","GHS;WAC","","","","Danny Muñoz-Hutchinson","","S","200","22","Ancient Greek Philosophy","","235","{'day': 'Tu', 'end': '13:10', 'location': 'OM 110', 'start': '11:45'};{'day': 'Th', 'end': '14:05', 'location': 'OM 110', 'start': '12:45'}","False","one course in philosophy or permission of instructor.","","1","","","O","20241","","Research","2024"
"0000156020","1.0","0000000128","BIO","How do animals do what they need to do to survive in all sorts of environments? Why are others able to exist in only very particular conditions? These are the sorts of questions students explore as they navigate the basic systems that provide circulation, ventilation, movement, digestion, and waste removal. Students look at how these processes are coordinated by the nervous and endocrine systems and how they vary across the animal kingdom to help organisms survive in dry, hot deserts, in dark, deep oceans, and places in between. Students attend lectures plus one three-hour laboratory per week. In laboratory, they conduct quantitative physiological measurements to assess functions such as temperature control, respiration rates, and salt and water balance. Counts as ""comparative organismal biology"" core category. Offered periodically. Also counts toward mathematical biology and neuroscience concentrations. Prerequisites: BIO 150; BIO 227 or CH/BI 227 recommended.","29","0/0","","0000000128","","","Takashi Maie","","S","200","32","Animal Physiology","Students enrolled in BIO 247 must also enroll in lab BIO 247 AL or BL.;Not open to first-year students","247","{'day': 'Tu', 'end': '11:00', 'location': 'RNS 410', 'start': '09:35'};{'day': 'Th', 'end': '10:50', 'location': 'RNS 410', 'start': '09:30'}","False","Prerequisites: BIO 150; BIO 227 or CH/BI 227 recommended.","","1","","","O","20241","","Research","2024"
"0000156021","0.0","0000000129","BIO","","16","0/0","","0000000128","","","Takashi Maie","","S","200","16","Animal Physiology Lab","","247","{'day': 'We', 'end': '16:00', 'location': 'RNS 250', 'start': '13:00'}","False","False","A","1","","","C","20241","","Lab","2024"
"0000156022","0.0","0000000129","BIO","","13","0/0","","0000000128","","","Takashi Maie","","S","200","16","Animal Physiology Lab","","247","{'day': 'Th', 'end': '15:45', 'location': 'RNS 250', 'start': '12:45'}","False","False","B","1","","","O","20241","","Lab","2024"
"0000156032","1.0","0000037512","ASCON","""Global Flows"" engages students in academic and public discourses that emphasize inclusivity, cross-cultural understanding, and global citizenship. We will examine the movement of objects, ideas, and people across history and within and outside of Asia, helping students develop a historical foundation for their future study of Asia. As a first-year seminar, students will also focus on building community as well as skills for succeeding at college. This is the first course in a four-course Conversation Program.","16","","FYS","0000037512","","","Rika Ito","","S","100","20","Asian Conversations: Global Flows","Open to Asian Conversations students only.;Students must also sign up for Chinese or Japanese language courses.","110","{'day': 'Mo', 'end': '13:50', 'location': 'TOH 316', 'start': '12:55'};{'day': 'We', 'end': '13:50', 'location': 'TOH 316', 'start': '12:55'};{'day': 'Fr', 'end': '13:50', 'location': 'TOH 316', 'start': '12:55'}","False","False","","1","","","C","20241","","Research","2024"
"0000156040","0.25","0000001020","KINES","This course offers instruction/review of fundamental skills, rules, and etiquette of badminton. Students focus on basic strategy in game playing.","23","","ACB","","","1","Julienna D. Graf","","S","100","24","Badminton","This is a first-half-of-semester course.","151","{'day': 'Mo', 'end': '10:00', 'location': 'Tostrud Ctr', 'start': '09:05'};{'day': 'We', 'end': '10:00', 'location': 'Tostrud Ctr', 'start': '09:05'};{'day': 'Fr', 'end': '10:00', 'location': 'Tostrud Ctr', 'start': '09:05'}","False","False","","1","","","O","20241","","Research","2024"
"0000156041","0.5","0000000359","DANCE","This course offers an expansion of ballet vocabulary and technique with an emphasis on movement quality, clarity, and efficiency. Outside work includes practicing, reading, writing, and concert attendance. Open to majors and other students with instructor's permission. Offered each semester. Prerequisite: two terms of DANCE 121 or DANCE 130 or DANCE 131 or permission of the instructor.","4","","ACB","","","","Stephanie Fellner","","S","200","4","Ballet II","Permission of instructor required.","220","{'day': 'Tu', 'end': '09:25', 'location': 'CAD Studio 2', 'start': '08:00'};{'day': 'Th', 'end': '09:20', 'location': 'CAD Studio 2', 'start': '08:00'}","False","two terms of DANCE 121 or DANCE 130 or DANCE 131 or permission of the instructor.","","1","","","C","20241","","Research","2024"
"0000156042","0.25","0000000360","DANCE","This course offers an expansion of ballet vocabulary and technique with an emphasis on movement quality, clarity, and efficiency. Outside work includes practicing, reading, writing, and concert attendance. Open to majors and other students with instructor's permission. May be repeated. Offered each semester. Prerequisite: two terms of DANCE 121 or DANCE 130 or DANCE 131 or permission of the instructor.","21","","ACB","","","","Stephanie Fellner","","S","200","24","Ballet II","Permission of instructor required.","221","{'day': 'Tu', 'end': '09:25', 'location': 'CAD Studio 2', 'start': '08:00'};{'day': 'Th', 'end': '09:20', 'location': 'CAD Studio 2', 'start': '08:00'}","False","two terms of DANCE 121 or DANCE 130 or DANCE 131 or permission of the instructor.","","1","","","O","20241","","Research","2024"
"0000156043","0.25","0000000347","DANCE","Ballroom classes are taught from a social and aesthetic perspective. In this course, students learn fundamental steps, rhythms, and styling in foxtrot, slow waltz, east coast swing, and cha cha. May be repeated with permission of instructor. P/N only. Offered each semester.","10","","ACB","","","","Anne von Bibra","","S","100","20","Ballroom I","This section is for Leads.","106","{'day': 'Tu', 'end': '11:00', 'location': 'CAD Studio 1', 'start': '10:05'};{'day': 'Th', 'end': '10:50', 'location': 'CAD Studio 1', 'start': '09:55'}","True","False","A","1","","","O","20241","","Research","2024"
"0000156044","0.25","0000000347","DANCE","Ballroom classes are taught from a social and aesthetic perspective. In this course, students learn fundamental steps, rhythms, and styling in foxtrot, slow waltz, east coast swing, and cha cha. May be repeated with permission of instructor. P/N only. Offered each semester.","17","","ACB","","","","Anne von Bibra","","S","100","20","Ballroom I","This section is for Follows.","106","{'day': 'Tu', 'end': '11:00', 'location': 'CAD Studio 1', 'start': '10:05'};{'day': 'Th', 'end': '10:50', 'location': 'CAD Studio 1', 'start': '09:55'}","True","False","B","1","","","O","20241","","Research","2024"
"0000156049","1.0","0000000237","CHIN","First of two elementary courses that helps students with no prior background to develop basic Mandarin skills, such as pronunciation, pinyin, grammar, and handwriting along with knowledge of Chinese culture and society. Students should achieve the Novice Mid level on the ACTFL proficiency scale and identify about 150 characters in areas of daily life and immediate needs upon completion of this course. Students attend three classes and one laboratory weekly. Offered annually in the fall semester.","16","","","0000000237","","","Ying Zhou","","S","100","18","Beginning Chinese I","Students in Chinese 111A must also register for one Chinese 111 lab.","111","{'day': 'Mo', 'end': '10:00', 'location': 'TOH 310', 'start': '09:05'};{'day': 'We', 'end': '10:00', 'location': 'TOH 310', 'start': '09:05'};{'day': 'Fr', 'end': '10:00', 'location': 'TOH 310', 'start': '09:05'}","False","False","A","1","","","O","20241","","Research","2024"
