"clbid","credits","crsid","department","description","enrolled","firstyear","groupid","grouptype","instructors","junior","learningmode","level","max","name","notes","number","offerings","pn","prerequisites","section","semester","senior","sophomore","status","term","title","type","year"
"0000100652","1.0","0000000306","CSCI","Students gain experience in computer-industry positions. Projects have included contributions toteam programming, implementation of solid modeling (NURBS), documentation, business applications of computing, and applications of computer graphics in medical research. Internshipexperiences (whether for credit or not) are strongly encouraged for anyone considering acareer in computing.","1","","","","Richard Brown","","S","300","999","Academic Internship","","394","","True","False","","2","","","C","20152","","Research","2015"
"0000100653","1.0","0000000313","EDUC","","0","","","","Staff","","S","200","999","Academic Internship","","294","","True","False","","2","","","C","20152","","Research","2015"
"0000100654","1.0","0000000344","EDUC","","0","","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","2","","","C","20152","","Research","2015"
"0000100655","1.0","0000000374","DANCE","","0","","","","Staff","","S","200","999","Academic Internship","","294","","True","False","","2","","","C","20152","Internship","Research","2015"
"0000100656","1.0","0000000377","DANCE","","1","","","","Heather J. Klopchin","","S","300","999","Academic Internship","","394","","True","False","","2","","","C","20152","","Research","2015"
"0000100657","1.0","0000000433","ENGL","","1","","","","Mary Titus","","S","200","999","Academic Internship","","294","","True","False","","2","","","C","20152","","Research","2015"
"0000100658","1.0","0000000449","ENGL","","0","","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","2","","","C","20152","","Research","2015"
"0000100659","1.0","0000000464","ENVST","","1","","","","Charles Taliaferro","","S","200","999","Academic Internship","","294","","True","False","","2","","","C","20152","","Research","2015"
"0000100660","1.0","0000000466","ENVST","","0","","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","2","","","C","20152","","Research","2015"
"0000100661","1.0","0000000490","FREN","","0","","","","Staff","","S","200","999","Academic Internship","","294","","True","False","","2","","","C","20152","","Research","2015"
"0000100662","1.0","0000000494","FREN","","0","","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","2","","","C","20152","","Research","2015"
"0000100663","1.0","0000000522","GERM","Students spend four weeks during Interim or summer in an individually selected German or Austrian workplace. Opportunities include work in health care, communications, and manufacturing as well as non-profit organizations, libraries, businesses, laboratories, offices, and churches. Assignment of position varies with availability in host institutions. Maybe counted toward German major or German studies concentration. Prerequisite: at least one 250-level course.","0","","","","Staff","","S","200","999","Academic Internship","","294","","True","at least one 250-level course.","","2","","","C","20152","","Research","2015"
"0000100664","1.0","0000000529","GERM","Students spend four weeks during Interim or summer in the German or Austrian workplace. Opportunities include working in health care, communications, and manufacturing as well as non-profit organizations, libraries, businesses, laboratories, offices, and churches. Assignment of position varies with availability of host institutions. May be counted toward German major or German studies concentration. Prerequisite: at least one 270-level course.","0","","","","Staff","","S","300","999","Academic Internship","","394","","True","at least one 270-level course.","","2","","","C","20152","","Research","2015"
"0000100665","1.0","0000000543","GREEK","","0","","","","Staff","","S","200","999","Academic Internship","","294","","True","False","","2","","","C","20152","","Research","2015"
"0000100666","1.0","0000000550","GREEK","","0","","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","2","","","C","20152","Academic Inernship","Research","2015"
"0000100667","1.0","0000000624","HIST","","1","","","","Eric J. Fure-Slocum","","S","200","999","Academic Internship","","294","","True","False","","2","","","C","20152","","Research","2015"
"0000100668","1.0","0000000640","HIST","","0","","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","2","","","C","20152","","Research","2015"
"0000100669","1.0","0000000653","FAMST","","0","","","","Staff","","S","200","999","Academic Internship","","294","","True","False","","2","","","C","20152","","Research","2015"
"0000100670","1.0","0000000656","FAMST","","0","","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","2","","","C","20152","","Research","2015"
"0000100671","1.0","0000000686","IS","","0","","","","Staff","","S","200","999","Academic Internship","","294","","True","False","","2","","","C","20152","","Research","2015"
"0000100672","1.0","0000000691","IS","","0","","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","2","","","C","20152","","Research","2015"
"0000100673","1.0","0000000707","ID","","4","","","","Kevin M. Crisp","","S","200","999","Academic Internship","","294","","True","False","","2","","","C","20152","","Research","2015"
"0000100674","1.0","0000000709","ID","","1","","","","Donna K. McMillan","","S","300","999","Academic Internship","","394","","True","False","","2","","","C","20152","","Research","2015"
"0000100675","1.0","0000000716","LATIN","","0","","","","Staff","","S","200","999","Academic Internship","","294","","True","False","","2","","","C","20152","","Research","2015"
"0000100676","1.0","0000000725","LATIN","","0","","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","2","","","C","20152","","Research","2015"
"0000100677","1.0","0000000751","MATH","","0","","","","Staff","","S","200","999","Academic Internship","","294","","True","False","","2","","","C","20152","","Research","2015"
"0000100678","1.0","0000000784","MGMT","","2","","","","Sian E. Christie","","S","200","999","Academic Internship","","294","","True","False","","2","","","C","20152","","Research","2015"
"0000100680","1.0","0000000795","MEDIA","","0","","","","Staff","","S","200","999","Academic Internship","","294","","True","False","","2","","","C","20152","","Research","2015"
"0000100681","1.0","0000000797","MEDIA","","0","","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","2","","","C","20152","","Research","2015"
"0000100682","1.0","0000000846","MUSIC","","1","","","","Catherine R. Rodland","","S","200","999","Academic Internship","","294","","True","False","","2","","","C","20152","","Research","2015"
"0000100683","1.0","0000000865","MUSIC","","0","","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","2","","","C","20152","","Research","2015"
"0000100684","1.0","0000000917","NEURO","","0","","","","Staff","","S","200","999","Academic Internship","","294","","True","False","","2","","","C","20152","","Research","2015"
"0000100685","1.0","0000000919","NEURO","","0","","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","2","","","C","20152","","Research","2015"
"0000100686","1.0","0000000931","NORW","","0","","","","Staff","","S","200","999","Academic Internship","","294","","True","False","","2","","","C","20152","","Research","2015"
"0000100687","1.0","0000000936","NORW","","0","","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","2","","","C","20152","","Research","2015"
"0000100688","1.0","0000000942","NURS","Does not count toward the major. Students may choose a 1.00, 0.50, or 0.25 credit option","2","","","","Diana Neal","","S","200","999","Academic Internship","","294","","True","False","","2","","","C","20152","","Research","2015"
"0000100689","1.0","0000000961","NURS","Does not count toward the major. Students may choose a 1.00, 0.50, or 0.25 credit option.","0","","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","2","","","C","20152","","Research","2015"
"0000100690","1.0","0000000985","PHIL","","0","","","","Staff","","S","200","999","Academic Internship","","294","","True","False","","2","","","C","20152","","Research","2015"
"0000100691","1.0","0000000992","PHIL","","1","","","","Corliss Swain","","S","300","999","Academic Internship","","394","","True","False","","2","","","C","20152","","Research","2015"
"0000100692","1.0","0000001057","ESTH","","5","","","","William Sean Goldsworthy","","S","200","999","Academic Internship","","294","","True","False","","2","","","C","20152","","Research","2015"
"0000100693","1.0","0000001067","ESTH","","0","","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","2","","","C","20152","","Research","2015"
"0000100694","1.0","0000001090","PHYS","","0","","","","Staff","","S","200","999","Academic Internship","","294","","True","False","","2","","","C","20152","","Research","2015"
"0000100695","1.0","0000001100","PHYS","","0","","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","2","","","C","20152","","Research","2015"
"0000100696","1.0","0000001139","PSCI","Internships are available in a wide variety of public and private institutions including the state legislature, lobbying agencies, law firms, media organizations, corporate public affairs, and executive agencies.","1","","","","Kris Thalhammer","","S","200","999","Academic Internship","","294","","True","False","","2","","","C","20152","","Research","2015"
"0000100697","1.0","0000001151","PSCI","Students with ideas for internships are encouraged to approach instructors within the departmentin order to arrange supervision for credit. For Level III credit students must have successfullycompleted a Level II internship in the same area. Prerequisite: PSCI 294.","0","","","","Staff","","S","300","999","Academic Internship","","394","","True","PSCI 294.","","2","","","C","20152","","Research","2015"
"0000100698","1.0","0000001178","PSYCH","","1","","","","Anna E. Johnson","","S","200","999","Academic Internship","","294","","True","False","","2","","","C","20152","","Research","2015"
"0000100699","1.0","0000001188","PSYCH","","0","","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","2","","","C","20152","","Research","2015"
"0000100700","1.0","0000001236","REL","","0","","","","Staff","","S","200","999","Academic Internship","","294","","True","False","","2","","","C","20152","","Research","2015"
"0000100701","1.0","0000001253","REL","","0","","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","2","","","C","20152","","Research","2015"
"0000100702","1.0","0000001275","RUSSN","","0","","","","Staff","","S","200","999","Academic Internship","","294","","True","False","","2","","","C","20152","","Research","2015"
"0000100703","1.0","0000001279","RUSSN","","0","","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","2","","","C","20152","","Research","2015"
"0000100704","1.0","0000001315","SOAN","","1","","","","Thomas A. Williamson","","S","200","999","Academic Internship","","294","","True","False","","2","","","C","20152","","Research","2015"
"0000100705","1.0","0000001319","SOAN","","0","","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","2","","","C","20152","","Research","2015"
"0000100706","1.0","0000001341","SPAN","","0","","","","Staff","","S","200","999","Academic Internship","","294","","True","False","","2","","","C","20152","","Research","2015"
"0000100707","1.0","0000001354","SPAN","","0","","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","2","","","C","20152","","Research","2015"
"0000100708","1.0","0000001366","SWRK","","1","","","","Susan E. Smalling","","S","200","999","Academic Internship","","294","","True","False","","2","","","C","20152","","Research","2015"
"0000100709","1.0","0000001372","SWRK","","0","","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","2","","","C","20152","","Research","2015"
"0000100710","1.0","0000001394","THEAT","Prerequisite: at least three previous courses in department.","0","","","","Staff","","S","200","999","Academic Internship","","294","","True","at least three previous courses in department.","","2","","","C","20152","Academic Internships","Research","2015"
"0000100711","1.0","0000001400","THEAT","Prerequisite: at least five previous courses in department.","0","","","","Staff","","S","300","999","Academic Internship","","394","","True","at least five previous courses in department.","","2","","","C","20152","","Research","2015"
"0000100712","1.0","0000001409","STAT","","0","","","","Staff","","S","200","999","Academic Internship","","294","","True","False","","2","","","C","20152","","Research","2015"
"0000100713","1.0","0000001413","STAT","","0","","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","2","","","C","20152","","Research","2015"
"0000100715","1.0","0000000014","AMST","","0","","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","2","","","C","20152","","Research","2015"
"0000100717","1.0","0000000766","MATH","","0","","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","2","","","C","20152","","Research","2015"
"0000100718","1.0","0000018612","AFAM","","0","","","","Staff","","S","200","18","Academic Internship","","294","","True","False","","2","","","C","20152","","Research","2015"
"0000100719","1.0","0000018614","AFAM","","0","","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","2","","","C","20152","","Research","2015"
"0000100720","1.0","0000018616","BMOLS","","0","","","","Staff","","S","200","999","Academic Internship","","294","","True","False","","2","","","C","20152","","Research","2015"
"0000100721","1.0","0000018618","BMOLS","","0","","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","2","","","C","20152","","Research","2015"
"0000100722","1.0","0000000670","JAPAN","","0","","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","2","","","C","20152","","Research","2015"
"0000100723","1.0","0000000668","JAPAN","","0","","","","Staff","","S","200","999","Academic Internship","","294","","True","False","","2","","","C","20152","","Research","2015"
"0000100724","1.0","0000018620","MEDVL","","0","","","","Staff","","S","200","999","Academic Internship","","294","","True","False","","2","","","C","20152","","Research","2015"
"0000100725","1.0","0000018622","MEDVL","","0","","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","2","","","C","20152","","Research","2015"
"0000100726","1.0","0000001282","RUSST","","0","","","","Staff","","S","200","999","Academic Internship","","294","","True","False","","2","","","C","20152","","Research","2015"
"0000100727","1.0","0000001284","RUSST","","0","","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","2","","","C","20152","","Research","2015"
"0000100728","1.0","0000026170","WMGST","","0","","","","Staff","","S","200","999","Academic Internship","","294","","True","False","","2","","","C","20152","","Research","2015"
"0000100729","1.0","0000026172","WMGST","","0","","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","2","","","C","20152","","Research","2015"
"0000100730","1.0","0000027329","RACE","","0","","","","Staff","","S","200","999","Academic Internship","","294","","True","False","","2","","","C","20152","","Research","2015"
"0000100731","1.0","0000027331","RACE","","0","","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","2","","","C","20152","","Research","2015"
"0000100732","1.0","0000027398","LAMST","","0","","","","Staff","","S","200","999","Academic Internship","","294","","True","False","","2","","","C","20152","","Research","2015"
"0000100733","1.0","0000027400","LAMST","","0","","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","2","","","C","20152","","Research","2015"
"0000100751","1.0","0000000044","ART","This course, designed for students who want to heighten their two-dimensional skills, emphasizes using expressive qualities of art-making by investigating various media, techniques, and content. Assignments are both traditional and non-traditional, within historical and contemporary perspectives. Experimentation and development of a personal visual language are encouraged. The course culminates in the production of a series of works that relate thematically. Critical thinking and discussion skills are important. Offered annually. Materials fee. Prerequisite: ART 102.","17","","","","Michon Weeks","","S","200","22","Advanced 2D Studio","Open to all students who meet the prerequisite.","233","{'day': 'Mo', 'end': '10:00', 'location': 'CAD 216', 'start': '09:00'};{'day': 'Tu', 'end': '10:00', 'location': 'CAD 216', 'start': '09:00'};{'day': 'We', 'end': '10:00', 'location': 'CAD 216', 'start': '09:00'};{'day': 'Th', 'end': '10:00', 'location': 'CAD 216', 'start': '09:00'};{'day': 'Fr', 'end': '10:00', 'location': 'CAD 216', 'start': '09:00'};{'day': 'Mo', 'end': '12:00', 'location': 'CAD 216', 'start': '10:40'};{'day': 'Tu', 'end': '12:00', 'location': 'CAD 216', 'start': '10:40'};{'day': 'We', 'end': '12:00', 'location': 'CAD 216', 'start': '10:40'};{'day': 'Th', 'end': '12:00', 'location': 'CAD 216', 'start': '10:40'};{'day': 'Fr', 'end': '12:00', 'location': 'CAD 216', 'start': '10:40'};{'day': 'Mo', 'end': '15:00', 'location': 'CAD 216', 'start': '13:00'};{'day': 'Tu', 'end': '15:00', 'location': 'CAD 216', 'start': '13:00'};{'day': 'We', 'end': '15:00', 'location': 'CAD 216', 'start': '13:00'};{'day': 'Th', 'end': '15:00', 'location': 'CAD 216', 'start': '13:00'};{'day': 'Fr', 'end': '15:00', 'location': 'CAD 216', 'start': '13:00'}","False","ART 102.","","2","","","O","20152","Advanced Two-Dimensional Studio","Research","2015"
"0000100753","1.0","0000000052","ART","This course is an introduction to modern and postmodern art and thought after World War II through a survey of painting, sculpture, and new-media arts. Students learn about celebrated art and artists, major values such as issues of identity informing their work, and ways of analyzing and making sense of newer art. Offered annually. Counts towards American studies major. Prerequisite: none, but at least one college art history or studio art course is recommended.","30","","","","Christopher Tradowsky","","S","200","30","Art Since 1945","Open to first-year students.","253","{'day': 'Mo', 'end': '15:00', 'location': 'CAD 305', 'start': '13:00'};{'day': 'Tu', 'end': '15:00', 'location': 'CAD 305', 'start': '13:00'};{'day': 'We', 'end': '15:00', 'location': 'CAD 305', 'start': '13:00'};{'day': 'Th', 'end': '15:00', 'location': 'CAD 305', 'start': '13:00'};{'day': 'Fr', 'end': '15:00', 'location': 'CAD 305', 'start': '13:00'}","False","none, but at least one college art history or studio art course is recommended.","","2","","","C","20152","","Research","2015"
"0000100754","1.0","0000018780","ASIAN","Students pursue guided fieldwork experience in the country whose language they study, either Japan or China. Activities and readings in this course build on the topics from ASIAN 210 and three semesters of language study. Students continue to explore their understanding of Asia through ethnographic observation, interviews, and site visits. Students develop projects and follow a process of inquiry that will help them understand how ordinary people construct ""Asian""culture and society today. Offered during Interim. Prerequisite: ASIAN210.","38","","","","Caleb Boteilho;Barbara Reed","","S","200","40","AsianCon2: Encounter Asia","Registration restricted to students in the Asian Con program.;This is an off-campus course.;You will find this course listed in Studio Abroad under its course title.","215","","False","ASIAN210.","","2","","","C","20152","Asian Conversations II: Encountering Asia","Research","2015"
"0000100755","1.0","0000019742","ASIAN","Students pursue guided fieldwork experience in the United States. Activities and readings in this course build on the topics from ASIAN 210 and three semesters of language study. Students reflect on the experience of Asians in America through readings, site visits, and local interviews. Students develop projects and follow a process of inquiry that will help them understand how ordinary people construct ""Asian"" culture and society today. Offered during Interim. Prerequisite: ASIAN 210.","0","","","","Staff","","S","200","0","AsianCon2:Asia in America","","216","","False","ASIAN 210.","","2","","","C","20152","Asian Conversations II: Encountering Asia in America","Research","2015"
"0000100756","1.0","0000000189","CHEM","This course, a continuation of CHEM 121, examines atomic and molecular structure, including classical and quantum theories, bonding models, molecular orbitals and coordination chemistry. CHEM 121 and CHEM 123 together are equivalent in content to CHEM 125 and are designed to prepare students for CHEM 126. Offered during Interim. Prerequisite: CHEM 121.","28","","","","Mary Walczak","","S","100","30","Atom/Molec Structure","","123","{'day': 'Mo', 'end': '10:00', 'location': 'RNS 390', 'start': '08:00'};{'day': 'Tu', 'end': '10:00', 'location': 'RNS 390', 'start': '08:00'};{'day': 'We', 'end': '10:00', 'location': 'RNS 390', 'start': '08:00'};{'day': 'Th', 'end': '10:00', 'location': 'RNS 390', 'start': '08:00'};{'day': 'Fr', 'end': '10:00', 'location': 'RNS 390', 'start': '08:00'}","False","CHEM 121.","A","2","","","C","20152","Atomic and Molecular Structure","Research","2015"
"0000100757","1.0","0000000189","CHEM","This course, a continuation of CHEM 121, examines atomic and molecular structure, including classical and quantum theories, bonding models, molecular orbitals and coordination chemistry. CHEM 121 and CHEM 123 together are equivalent in content to CHEM 125 and are designed to prepare students for CHEM 126. Offered during Interim. Prerequisite: CHEM 121.","30","","","","Rodrigo Sánchez González","","S","100","30","Atom/Molec Structure","","123","{'day': 'Mo', 'end': '12:40', 'location': 'RNS 390', 'start': '10:40'};{'day': 'Tu', 'end': '12:40', 'location': 'RNS 390', 'start': '10:40'};{'day': 'We', 'end': '12:40', 'location': 'RNS 390', 'start': '10:40'};{'day': 'Th', 'end': '12:40', 'location': 'RNS 390', 'start': '10:40'};{'day': 'Fr', 'end': '12:40', 'location': 'RNS 390', 'start': '10:40'}","False","CHEM 121.","B","2","","","C","20152","Atomic and Molecular Structure","Research","2015"
"0000100762","1.0","0000001324","SPAN","Students begin learning Spanish through listening, speaking, reading, and writing about topics familiar to them, including family, academic, and social life, in an intercultural context. They reinforce these skills through complementary exercises in the World Languages Center. Open only to students with no prior experience in Spanish or who have placed into Spanish 111. Offered during Interim.","12","8/10","","","Carla Manzoni","0/2","S","100","15","Beginning Spanish I","This course has class year limits.;This course is closed to seniors during web registration.","111","{'day': 'Mo', 'end': '10:00', 'location': 'TOH 316', 'start': '09:00'};{'day': 'Tu', 'end': '10:00', 'location': 'TOH 316', 'start': '09:00'};{'day': 'We', 'end': '10:00', 'location': 'TOH 316', 'start': '09:00'};{'day': 'Th', 'end': '10:00', 'location': 'TOH 316', 'start': '09:00'};{'day': 'Fr', 'end': '10:00', 'location': 'TOH 316', 'start': '09:00'};{'day': 'Mo', 'end': '12:40', 'location': 'TOH 316', 'start': '10:40'};{'day': 'Tu', 'end': '12:40', 'location': 'TOH 316', 'start': '10:40'};{'day': 'We', 'end': '12:40', 'location': 'TOH 316', 'start': '10:40'};{'day': 'Th', 'end': '12:40', 'location': 'TOH 316', 'start': '10:40'};{'day': 'Fr', 'end': '12:40', 'location': 'TOH 316', 'start': '10:40'}","False","False","","2","2/3","2/5","O","20152","","Research","2015"
"0000100764","1.0","0000000977","PHIL","This course clarifies central concepts and distinctions developed in the literature of moral philosophy and applications of those concepts and distinctions to concrete moral problems that arise in the practice of medicine. Issues may include euthanasia, abortion, medical paternalism, allocation of scarce medical resources, culturally sensitive medical care, pandemics, and conflicts of loyalty in managed care. Readings are drawn from both philosophical and medical discussions. Offered annually. Counts toward biomedical studies concentration (for students through class of 2016) and neuroscience concentrations. Prerequisite: completion of BTS-T or permission of instructor.","25","0/0","","","Jason Marsh","","S","200","26","Biomedical Ethics","Prerequisite: Completion of BTS-T or permission of instructor.;Open to seniors and juniors during web registration.","250","{'day': 'Mo', 'end': '12:40', 'location': 'OM 305', 'start': '10:40'};{'day': 'Tu', 'end': '12:40', 'location': 'OM 305', 'start': '10:40'};{'day': 'We', 'end': '12:40', 'location': 'OM 305', 'start': '10:40'};{'day': 'Th', 'end': '12:40', 'location': 'OM 305', 'start': '10:40'};{'day': 'Fr', 'end': '12:40', 'location': 'OM 305', 'start': '10:40'}","False","completion of BTS-T or permission of instructor.","","2","","0/0","C","20152","","Research","2015"
"0000100793","1.0","0000000736","MATH","This course beautifully illustrates the nature of mathematics as a blend of technique, theory, abstraction, and applications. The important problem of solving systems of linear equations leads to the study of matrix algebra, determinants, vector spaces, bases and dimension, linear transformations, and eigenvalues. Offered each semester and periodically during Interim. Counts toward management studies concentration. Prerequisite: MATH 119 or MATH 120.","25","","","","Kosmas Diveris","","S","200","23","Elem Linear Algebra","Open to first-year students.","220","{'day': 'Mo', 'end': '12:40', 'location': 'RNS 204', 'start': '10:40'};{'day': 'Tu', 'end': '12:40', 'location': 'RNS 204', 'start': '10:40'};{'day': 'We', 'end': '12:40', 'location': 'RNS 204', 'start': '10:40'};{'day': 'Th', 'end': '12:40', 'location': 'RNS 204', 'start': '10:40'};{'day': 'Fr', 'end': '12:40', 'location': 'RNS 204', 'start': '10:40'};{'day': 'Mo', 'end': '15:00', 'location': 'RNS 204', 'start': '13:00'};{'day': 'Tu', 'end': '15:00', 'location': 'RNS 204', 'start': '13:00'};{'day': 'We', 'end': '15:00', 'location': 'RNS 204', 'start': '13:00'};{'day': 'Th', 'end': '15:00', 'location': 'RNS 204', 'start': '13:00'};{'day': 'Fr', 'end': '15:00', 'location': 'RNS 204', 'start': '13:00'}","False","MATH 119 or MATH 120.","","2","","","C","20152","Elementary Linear Algebra","Research","2015"
"0000100795","1.0","0000026656","PHYS","This course gives students the opportunity to work on real world physics and engineering problems. Companies, non-profits, and other organizations provide projects relevant and important to the organizations' goals. Students work in teams to approach these projects from an engineering design perspective that emphasizes hands-on work, prototyping, and organizational skills. Offered annually during Interim. Prerequisite: PHYS 244 or permission of the instructor.","10","","","","Jason J. Engbrecht","","S","300","10","Engineering Design Pract","","360","{'day': 'Mo', 'end': '10:00', 'location': 'RNS 297', 'start': '08:00'};{'day': 'Tu', 'end': '10:00', 'location': 'RNS 297', 'start': '08:00'};{'day': 'We', 'end': '10:00', 'location': 'RNS 297', 'start': '08:00'};{'day': 'Th', 'end': '10:00', 'location': 'RNS 297', 'start': '08:00'};{'day': 'Fr', 'end': '10:00', 'location': 'RNS 297', 'start': '08:00'};{'day': 'Mo', 'end': '12:00', 'location': 'RNS 297', 'start': '10:40'};{'day': 'Tu', 'end': '12:00', 'location': 'RNS 297', 'start': '10:40'};{'day': 'We', 'end': '12:00', 'location': 'RNS 297', 'start': '10:40'};{'day': 'Th', 'end': '12:00', 'location': 'RNS 297', 'start': '10:40'};{'day': 'Fr', 'end': '12:00', 'location': 'RNS 297', 'start': '10:40'};{'day': 'Mo', 'end': '17:00', 'location': 'RNS 297', 'start': '13:00'};{'day': 'Tu', 'end': '17:00', 'location': 'RNS 297', 'start': '13:00'};{'day': 'We', 'end': '17:00', 'location': 'RNS 297', 'start': '13:00'};{'day': 'Th', 'end': '17:00', 'location': 'RNS 297', 'start': '13:00'};{'day': 'Fr', 'end': '17:00', 'location': 'RNS 297', 'start': '13:00'}","False","PHYS 244 or permission of the instructor.","","2","","","C","20152","Engineering Design Practicum","Research","2015"
