"clbid","credits","crsid","department","description","enrolled","firstyear","groupid","instructors","junior","learningmode","level","max","name","notes","number","offerings","pn","prerequisites","section","semester","senior","sophomore","status","term","title","type","year"
"0000113167","1.0","0000000222","CHEM","","0","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","2","","","C","20172","","Research","2017"
"0000113168","1.0","0000000233","CLASS","","0","","","Staff","","S","200","999","Academic Internship","","294","","True","False","","2","","","C","20172","","Research","2017"
"0000113169","1.0","0000000235","CLASS","","0","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","2","","","C","20172","","Research","2017"
"0000113170","1.0","0000000248","CHIN","","0","","","Staff","","S","200","999","Academic Internship","","294","","True","False","","2","","","C","20172","","Research","2017"
"0000113171","1.0","0000000251","CHIN","","0","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","2","","","C","20172","","Research","2017"
"0000113172","1.0","0000000276","ECON","","1","","","Abdulai Iddrisu","","S","200","999","Academic Internship","","294","","True","False","","2","","","C","20172","","Research","2017"
"0000113173","1.0","0000000284","ECON","","0","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","2","","","C","20172","","Research","2017"
"0000113174","1.0","0000000299","CSCI","This is an intermediate-level version of CSCI 394.","0","","","Staff","","S","200","999","Academic Internship","","294","","True","False","","2","","","C","20172","","Research","2017"
"0000113175","1.0","0000000306","CSCI","Students gain experience in computer-industry positions. Recent projects have included contributions to team programming, documentation, business applications of computing, modifications of large proprietary code bases using industry-standard software frameworks, test-driven development, creating mobile-computing interfaces for existing software systems, and improving security of company websites. Internship experiences (whether for credit or not) are strongly encouraged for anyone considering a career in computing.","0","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","2","","","C","20172","","Research","2017"
"0000113176","1.0","0000000313","EDUC","","1","","","Robert W. McClure","","S","200","999","Academic Internship","","294","","True","False","","2","","","C","20172","","Research","2017"
"0000113177","1.0","0000000344","EDUC","","0","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","2","","","O","20172","","Research","2017"
"0000113178","1.0","0000000374","DANCE","","0","","","Staff","","S","200","999","Academic Internship","","294","","True","False","","2","","","C","20172","Internship","Research","2017"
"0000113179","1.0","0000000377","DANCE","","0","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","2","","","C","20172","","Research","2017"
"0000113180","1.0","0000000433","ENGL","","0","","","Staff","","S","200","999","Academic Internship","","294","","True","False","","2","","","C","20172","","Research","2017"
"0000113181","1.0","0000000449","ENGL","","0","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","2","","","C","20172","","Research","2017"
"0000113182","1.0","0000000464","ENVST","","1","","","Seth Binder","","S","200","999","Academic Internship","","294","","True","False","","2","","","O","20172","","Research","2017"
"0000113183","1.0","0000000466","ENVST","","0","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","2","","","O","20172","","Research","2017"
"0000113184","1.0","0000000490","FREN","","0","","","Staff","","S","200","999","Academic Internship","","294","","True","False","","2","","","C","20172","","Research","2017"
"0000113185","1.0","0000000494","FREN","","0","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","2","","","C","20172","","Research","2017"
"0000113186","1.0","0000000522","GERM","Students spend four weeks during Interim or summer in an individually selected German or Austrian workplace. Opportunities include work in health care, communications, and manufacturing as well as non-profit organizations, libraries, businesses, laboratories, offices, and churches. Assignment of position varies with availability in host institutions. Maybe counted toward German major or German studies concentration. Prerequisite: at least one 250-level course.","0","","","Staff","","S","200","999","Academic Internship","","294","","True","at least one 250-level course.","","2","","","C","20172","","Research","2017"
"0000113187","1.0","0000000529","GERM","Students spend four weeks during Interim or summer in the German or Austrian workplace. Opportunities include working in health care, communications, and manufacturing as well as non-profit organizations, libraries, businesses, laboratories, offices, and churches. Assignment of position varies with availability of host institutions. May be counted toward German major or German studies concentration. Prerequisite: at least one 270-level course.","0","","","Staff","","S","300","999","Academic Internship","","394","","True","at least one 270-level course.","","2","","","C","20172","","Research","2017"
"0000113188","1.0","0000000543","GREEK","","0","","","Staff","","S","200","999","Academic Internship","","294","","True","False","","2","","","C","20172","","Research","2017"
"0000113189","1.0","0000000550","GREEK","","0","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","2","","","C","20172","Academic Inernship","Research","2017"
"0000113190","1.0","0000000624","HIST","","0","","","Staff","","S","200","999","Academic Internship","","294","","True","False","","2","","","C","20172","","Research","2017"
"0000113191","1.0","0000000640","HIST","","0","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","2","","","C","20172","","Research","2017"
"0000113192","1.0","0000000653","FAMST","","0","","","Staff","","S","200","999","Academic Internship","","294","","True","False","","2","","","C","20172","","Research","2017"
"0000113193","1.0","0000000656","FAMST","","0","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","2","","","C","20172","","Research","2017"
"0000113194","1.0","0000000686","IS","","0","","","Staff","","S","200","999","Academic Internship","","294","","True","False","","2","","","C","20172","","Research","2017"
"0000113195","1.0","0000000691","IS","","1","","","Matthew Richey","","S","300","999","Academic Internship","","394","","True","False","","2","","","C","20172","","Research","2017"
"0000113196","1.0","0000000707","ID","","1","","","Douglas J. Beussman","","S","200","999","Academic Internship","","294","","True","False","","2","","","C","20172","","Research","2017"
"0000113197","1.0","0000000709","ID","","0","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","2","","","C","20172","","Research","2017"
"0000113198","1.0","0000000716","LATIN","","0","","","Staff","","S","200","999","Academic Internship","","294","","True","False","","2","","","C","20172","","Research","2017"
"0000113199","1.0","0000000725","LATIN","","0","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","2","","","C","20172","","Research","2017"
"0000113200","1.0","0000000751","MATH","","0","","","Staff","","S","200","999","Academic Internship","","294","","True","False","","2","","","C","20172","","Research","2017"
"0000113201","1.0","0000000784","MGMT","","2","","","Sian E. Christie","","S","200","999","Academic Internship","","294","","True","False","","2","","","C","20172","","Research","2017"
"0000113202","1.0","0000000788","MGMT","","1","","","Sian E. Christie","","S","300","999","Academic Internship","","394","","True","False","","2","","","C","20172","","Research","2017"
"0000113203","1.0","0000000795","MEDIA","","1","","","Bill Sonnega","","S","200","999","Academic Internship","","294","","True","False","","2","","","C","20172","","Research","2017"
"0000113204","1.0","0000000797","MEDIA","","0","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","2","","","C","20172","","Research","2017"
"0000113205","1.0","0000000846","MUSIC","","0","","","Staff","","S","200","999","Academic Internship","","294","","True","False","","2","","","C","20172","","Research","2017"
"0000113206","1.0","0000000865","MUSIC","","1","","","Dale Kruse","","S","300","999","Academic Internship","","394","","True","False","","2","","","C","20172","","Research","2017"
"0000113207","1.0","0000000917","NEURO","","0","","","Staff","","S","200","999","Academic Internship","","294","","True","False","","2","","","C","20172","","Research","2017"
"0000113208","1.0","0000000919","NEURO","","0","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","2","","","C","20172","","Research","2017"
"0000113209","1.0","0000000931","NORW","","0","","","Staff","","S","200","999","Academic Internship","","294","","True","False","","2","","","C","20172","","Research","2017"
"0000113210","1.0","0000000936","NORW","","0","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","2","","","C","20172","","Research","2017"
"0000113211","1.0","0000000942","NURS","Does not count toward the major. Students may choose a 1.00, 0.50, or 0.25 credit option","1","","","Susan Huehn","","S","200","999","Academic Internship","","294","","True","False","","2","","","C","20172","","Research","2017"
"0000113212","1.0","0000000961","NURS","Does not count toward the major. Students may choose a 1.00, 0.50, or 0.25 credit option.","0","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","2","","","C","20172","","Research","2017"
"0000113213","1.0","0000000985","PHIL","","1","","","Michael Fuerstein","","S","200","999","Academic Internship","","294","","True","False","","2","","","C","20172","","Research","2017"
"0000113214","1.0","0000000992","PHIL","","0","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","2","","","C","20172","","Research","2017"
"0000113215","1.0","0000001057","ESTH","","0","","","Staff","","S","200","999","Academic Internship","","294","","True","False","","2","","","O","20172","","Research","2017"
"0000113216","1.0","0000001067","ESTH","","0","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","2","","","O","20172","","Research","2017"
"0000113217","1.0","0000001090","PHYS","","0","","","Staff","","S","200","999","Academic Internship","","294","","True","False","","2","","","C","20172","","Research","2017"
"0000113218","1.0","0000001100","PHYS","","1","","","Brian Borovsky","","S","300","999","Academic Internship","","394","","True","False","","2","","","C","20172","","Research","2017"
"0000113219","1.0","0000001139","PSCI","Internships are available in a wide variety of public and private institutions including the state legislature, lobbying agencies, law firms, media organizations, corporate public affairs, and executive agencies.","1","","","Douglas J. Casson","","S","200","999","Academic Internship","","294","","True","False","","2","","","C","20172","","Research","2017"
"0000113220","1.0","0000001151","PSCI","Students with ideas for internships are encouraged to approach instructors within the departmentin order to arrange supervision for credit. For Level III credit students must have successfullycompleted a Level II internship in the same area. Prerequisite: PSCI 294.","0","","","Staff","","S","300","999","Academic Internship","","394","","True","PSCI 294.","","2","","","C","20172","","Research","2017"
"0000113221","1.0","0000001178","PSYCH","","1","","","Anna E. Johnson","","S","200","999","Academic Internship","","294","","True","False","","2","","","C","20172","","Research","2017"
"0000113222","1.0","0000001188","PSYCH","","1","","","Anna E. Johnson","","S","300","999","Academic Internship","","394","","True","False","","2","","","C","20172","","Research","2017"
"0000113223","1.0","0000001236","REL","","0","","","Staff","","S","200","999","Academic Internship","","294","","True","False","","2","","","C","20172","","Research","2017"
"0000113224","1.0","0000001253","REL","","0","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","2","","","C","20172","","Research","2017"
"0000113225","1.0","0000001275","RUSSN","","0","","","Staff","","S","200","999","Academic Internship","","294","","True","False","","2","","","C","20172","","Research","2017"
"0000113226","1.0","0000001279","RUSSN","","0","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","2","","","C","20172","","Research","2017"
"0000113227","1.0","0000001315","SOAN","","2","","","Christopher L. Chiappari","","S","200","999","Academic Internship","","294","","True","False","","2","","","C","20172","","Research","2017"
"0000113228","1.0","0000001319","SOAN","","0","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","2","","","C","20172","","Research","2017"
"0000113229","1.0","0000001341","SPAN","","0","","","Staff","","S","200","999","Academic Internship","","294","","True","False","","2","","","C","20172","","Research","2017"
"0000113230","1.0","0000001354","SPAN","","0","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","2","","","C","20172","","Research","2017"
"0000113231","1.0","0000001366","SWRK","","0","","","Staff","","S","200","999","Academic Internship","","294","","True","False","","2","","","C","20172","","Research","2017"
"0000113232","1.0","0000001372","SWRK","","0","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","2","","","C","20172","","Research","2017"
"0000113233","1.0","0000001394","THEAT","Prerequisite: at least three previous courses in department.","0","","","Staff","","S","200","999","Academic Internship","","294","","True","at least three previous courses in department.","","2","","","C","20172","Academic Internships","Research","2017"
"0000113234","1.0","0000001400","THEAT","Prerequisite: at least five previous courses in department.","0","","","Staff","","S","300","999","Academic Internship","","394","","True","at least five previous courses in department.","","2","","","C","20172","","Research","2017"
"0000113235","1.0","0000001409","STAT","","0","","","Staff","","S","200","999","Academic Internship","","294","","True","False","","2","","","C","20172","","Research","2017"
"0000113236","1.0","0000001413","STAT","","0","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","2","","","C","20172","","Research","2017"
"0000113237","1.0","0000000014","AMST","","1","","","Eric J. Fure-Slocum","","S","300","999","Academic Internship","","394","","True","False","","2","","","C","20172","","Research","2017"
"0000113238","1.0","0000000766","MATH","","0","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","2","","","C","20172","","Research","2017"
"0000113239","1.0","0000018612","AFAD","","1","","","Abdulai Iddrisu","","S","200","999","Academic Internship","","294","","True","False","","2","","","C","20172","","Research","2017"
"0000113240","1.0","0000018614","AFAD","","0","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","2","","","C","20172","","Research","2017"
"0000113241","1.0","0000018616","BMOLS","","0","","","Staff","","S","200","999","Academic Internship","","294","","True","False","","2","","","O","20172","","Research","2017"
"0000113242","1.0","0000018618","BMOLS","","0","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","2","","","O","20172","","Research","2017"
"0000113243","1.0","0000000670","JAPAN","","0","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","2","","","C","20172","","Research","2017"
"0000113244","1.0","0000000668","JAPAN","","0","","","Staff","","S","200","999","Academic Internship","","294","","True","False","","2","","","C","20172","","Research","2017"
"0000113245","1.0","0000018620","MEDVL","","0","","","Staff","","S","200","999","Academic Internship","","294","","True","False","","2","","","C","20172","","Research","2017"
"0000113246","1.0","0000018622","MEDVL","","0","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","2","","","C","20172","","Research","2017"
"0000113247","1.0","0000001282","RUSST","","0","","","Staff","","S","200","999","Academic Internship","","294","","True","False","","2","","","C","20172","","Research","2017"
"0000113248","1.0","0000001284","RUSST","","0","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","2","","","C","20172","","Research","2017"
"0000113249","1.0","0000026170","WMGST","","0","","","Staff","","S","200","999","Academic Internship","","294","","True","False","","2","","","C","20172","","Research","2017"
"0000113250","1.0","0000026172","WMGST","","0","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","2","","","C","20172","","Research","2017"
"0000113251","1.0","0000027329","RACE","","1","","","Jennifer Kwon Dobbs","","S","200","999","Academic Internship","","294","","True","False","","2","","","C","20172","","Research","2017"
"0000113252","1.0","0000027331","RACE","","0","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","2","","","C","20172","","Research","2017"
"0000113253","1.0","0000027398","LAMST","","0","","","Staff","","S","200","999","Academic Internship","","294","","True","False","","2","","","C","20172","","Research","2017"
"0000113254","1.0","0000027400","LAMST","","0","","","Staff","","S","300","999","Academic Internship","","394","","True","False","","2","","","C","20172","","Research","2017"
"0000113258","1.0","0000000171","BIO","This course approaches the study of animal behavior from the blended viewpoints of evolutionary behavioral ecology and comparative psychology. Mechanisms of learning, cognition and development, as well as aggression, territoriality, and mating are examined at the organismic and cellular level. A deeper understanding of the neural and environmental determinants of behavior in a wide variety of species helps students better understand themselves and their place in nature. Laboratory work reinforces class material. Counts toward neuroscience concentration. Prerequisite: progress toward a major in any of the natural sciences.","15","0/0","0000000171","Norman Lee","","S","300","16","Animal Behavior","Students in BIO 386 must also register for BIO 386 lab.;Only open to juniors and seniors.","386","{'day': 'Mo', 'end': '10:00', 'location': 'RNS 124', 'start': '09:00'};{'day': 'Tu', 'end': '10:00', 'location': 'RNS 124', 'start': '09:00'};{'day': 'We', 'end': '10:00', 'location': 'RNS 124', 'start': '09:00'};{'day': 'Th', 'end': '10:00', 'location': 'RNS 124', 'start': '09:00'};{'day': 'Mo', 'end': '12:00', 'location': 'RNS 124', 'start': '10:40'};{'day': 'Tu', 'end': '12:00', 'location': 'RNS 124', 'start': '10:40'};{'day': 'We', 'end': '12:00', 'location': 'RNS 124', 'start': '10:40'};{'day': 'Th', 'end': '12:00', 'location': 'RNS 124', 'start': '10:40'}","False","progress toward a major in any of the natural sciences.","","2","","0/0","C","20172","","Research","2017"
"0000113259","0.0","0000017303","BIO","","15","0/0","0000000171","Norman Lee","","S","300","16","Animal Behavior Lab","","386","{'day': 'Mo', 'end': '15:00', 'location': 'RNS 123', 'start': '13:00'};{'day': 'Tu', 'end': '15:00', 'location': 'RNS 123', 'start': '13:00'};{'day': 'We', 'end': '15:00', 'location': 'RNS 123', 'start': '13:00'};{'day': 'Th', 'end': '15:00', 'location': 'RNS 123', 'start': '13:00'}","False","False","","2","","0/0","C","20172","","Lab","2017"
"0000113261","1.0","0000000052","ART","This course is an introduction to modern and postmodern art and thought after World War II through a survey of painting, sculpture, and new-media arts. Students learn about celebrated art and artists, major values such as issues of identity informing their work, and ways of analyzing and making sense of newer art. Offered annually. Counts toward American studies major. Prerequisite: none, but at least one college art history or studio art course is recommended.","30","","","Christopher Tradowsky","","S","200","30","Art Since 1945","Open to first-year students.","253","{'day': 'Mo', 'end': '15:00', 'location': 'CAD 305', 'start': '13:00'};{'day': 'Tu', 'end': '15:00', 'location': 'CAD 305', 'start': '13:00'};{'day': 'We', 'end': '15:00', 'location': 'CAD 305', 'start': '13:00'};{'day': 'Th', 'end': '15:00', 'location': 'CAD 305', 'start': '13:00'};{'day': 'Fr', 'end': '15:00', 'location': 'CAD 305', 'start': '13:00'}","False","none, but at least one college art history or studio art course is recommended.","","2","","","C","20172","","Research","2017"
"0000113264","1.0","0000018780","ASIAN","Students pursue guided fieldwork experience in China and Japan. Activities and readings in this course build ong the topics from from ASIAN 210 and three semesters of language study. Students continue to explore their understanding of Asia through ethnographic observation, interviews, and site visits. Students develop projects and follow a process of inquiry that will help them understand how ordinary people construct ""Asian"" culture and society today. Offered during Interim. Prerequisite: ASIAN 210.","28","","","Rika Ito;Joanne Quimby","","S","200","40","AsianCon2: Encounter Asia","Registration restricted to students in the Asian Con program.;This is an off-campus course.;You will find this course listed in Studio Abroad under its course title.","215","","False","ASIAN 210.","","2","","","C","20172","Asian Conversations II: Encountering Asia","Research","2017"
"0000113266","1.0","0000000189","CHEM","This course, a continuation of CHEM 121, examines atomic and molecular structure, including classical and quantum theories, bonding models, molecular orbitals and coordination chemistry. CHEM 121 and CHEM 123 together are equivalent in content to CHEM 125 and are designed to prepare students for CHEM 126. Offered during Interim. Prerequisite: CHEM 121.","19","","","Mary Walczak","","S","100","37","Atom/Molec Structure","","123","{'day': 'Mo', 'end': '10:00', 'location': 'RNS 390', 'start': '08:00'};{'day': 'Tu', 'end': '10:00', 'location': 'RNS 390', 'start': '08:00'};{'day': 'We', 'end': '10:00', 'location': 'RNS 390', 'start': '08:00'};{'day': 'Th', 'end': '10:00', 'location': 'RNS 390', 'start': '08:00'};{'day': 'Fr', 'end': '10:00', 'location': 'RNS 390', 'start': '08:00'}","False","CHEM 121.","A","2","","","O","20172","Atomic and Molecular Structure","Research","2017"
"0000113267","1.0","0000000189","CHEM","This course, a continuation of CHEM 121, examines atomic and molecular structure, including classical and quantum theories, bonding models, molecular orbitals and coordination chemistry. CHEM 121 and CHEM 123 together are equivalent in content to CHEM 125 and are designed to prepare students for CHEM 126. Offered during Interim. Prerequisite: CHEM 121.","39","","","Jeff J. Schwinefus","","S","100","37","Atom/Molec Structure","","123","{'day': 'Mo', 'end': '12:40', 'location': 'RNS 390', 'start': '10:40'};{'day': 'Tu', 'end': '12:40', 'location': 'RNS 390', 'start': '10:40'};{'day': 'We', 'end': '12:40', 'location': 'RNS 390', 'start': '10:40'};{'day': 'Th', 'end': '12:40', 'location': 'RNS 390', 'start': '10:40'};{'day': 'Fr', 'end': '12:40', 'location': 'RNS 390', 'start': '10:40'}","False","CHEM 121.","B","2","","","C","20172","Atomic and Molecular Structure","Research","2017"
"0000113268","1.0","0000000189","CHEM","This course, a continuation of CHEM 121, examines atomic and molecular structure, including classical and quantum theories, bonding models, molecular orbitals and coordination chemistry. CHEM 121 and CHEM 123 together are equivalent in content to CHEM 125 and are designed to prepare students for CHEM 126. Offered during Interim. Prerequisite: CHEM 121.","30","","","Beth Abdella","","S","100","37","Atom/Molec Structure","","123","{'day': 'Mo', 'end': '15:00', 'location': 'RNS 390', 'start': '13:00'};{'day': 'Tu', 'end': '15:00', 'location': 'RNS 390', 'start': '13:00'};{'day': 'We', 'end': '15:00', 'location': 'RNS 390', 'start': '13:00'};{'day': 'Th', 'end': '15:00', 'location': 'RNS 390', 'start': '13:00'};{'day': 'Fr', 'end': '15:00', 'location': 'RNS 390', 'start': '13:00'}","False","CHEM 121.","C","2","","","O","20172","Atomic and Molecular Structure","Research","2017"
"0000113272","1.0","0000001324","SPAN","Students begin learning Spanish through listening, speaking, reading, and writing about topics familiar to them, including family, academic, and social life, in an intercultural context. They reinforce these skills through complementary exercises in the World Languages Center. Open only to students with no prior experience in Spanish or who have placed into Spanish 111. Offered during Interim.","18","15/10","","Carmen Moreno-Díaz","2/3","S","100","19","Beginning Spanish I","This course has class year limits. This course is closed to seniors during web;registration. IMPORTANT: Open to students who placed into SPAN 111;or students who have never studied Spanish in a classroom setting.","111","{'day': 'Mo', 'end': '10:00', 'location': 'TOH 312', 'start': '09:00'};{'day': 'Tu', 'end': '10:00', 'location': 'TOH 312', 'start': '09:00'};{'day': 'We', 'end': '10:00', 'location': 'TOH 312', 'start': '09:00'};{'day': 'Th', 'end': '10:00', 'location': 'TOH 312', 'start': '09:00'};{'day': 'Fr', 'end': '10:00', 'location': 'TOH 312', 'start': '09:00'};{'day': 'Mo', 'end': '12:40', 'location': 'TOH 312', 'start': '10:40'};{'day': 'Tu', 'end': '12:40', 'location': 'TOH 312', 'start': '10:40'};{'day': 'We', 'end': '12:40', 'location': 'TOH 312', 'start': '10:40'};{'day': 'Th', 'end': '12:40', 'location': 'TOH 312', 'start': '10:40'};{'day': 'Fr', 'end': '12:40', 'location': 'TOH 312', 'start': '10:40'}","False","False","","2","1/0","0/6","C","20172","","Research","2017"
"0000113294","1.0","0000000256","ECON","This course uses major schools of economic thought and major economic writers from the past 600 years to introduce principles of economics. Readings include the architects of capitalism (Adam Smith, David Ricardo, etc.), the critics (Karl Marx, Thorstein Veblen, etc.), and the reformers (J.M. Keynes, Joseph Schumpeter, J.K. Galbraith, etc.). Offered periodically during Interim.","28","","","Bruce Wambheim","","S","100","25","Capitalism","","113","{'day': 'Mo', 'end': '15:00', 'location': 'HH 433', 'start': '13:00'};{'day': 'Tu', 'end': '15:00', 'location': 'HH 433', 'start': '13:00'};{'day': 'We', 'end': '15:00', 'location': 'HH 433', 'start': '13:00'};{'day': 'Th', 'end': '15:00', 'location': 'HH 433', 'start': '13:00'};{'day': 'Fr', 'end': '15:00', 'location': 'HH 433', 'start': '13:00'}","False","False","","2","","","C","20172","Gateways to Economics: Capitalism","Research","2017"
"0000113308","1.0","0000000736","MATH","This course beautifully illustrates the nature of mathematics as a blend of technique, theory, abstraction, and applications. The important problem of solving systems of linear equations leads to the study of matrix algebra, determinants, vector spaces, bases and dimension, linear transformations, and eigenvalues. Offered each semester and periodically during Interim. Counts toward management studies concentration. Prerequisite: MATH 119 or MATH 120.","24","","","William Grodzicki","","S","200","20","Elem Linear Algebra","Open to first-year students.","220","{'day': 'Mo', 'end': '12:40', 'location': 'TOH 186', 'start': '10:40'};{'day': 'Tu', 'end': '12:40', 'location': 'TOH 186', 'start': '10:40'};{'day': 'We', 'end': '12:40', 'location': 'TOH 186', 'start': '10:40'};{'day': 'Th', 'end': '12:40', 'location': 'TOH 186', 'start': '10:40'};{'day': 'Fr', 'end': '12:40', 'location': 'TOH 186', 'start': '10:40'};{'day': 'Mo', 'end': '15:00', 'location': 'TOH 186', 'start': '13:00'};{'day': 'Tu', 'end': '15:00', 'location': 'TOH 186', 'start': '13:00'};{'day': 'We', 'end': '15:00', 'location': 'TOH 186', 'start': '13:00'};{'day': 'Th', 'end': '15:00', 'location': 'TOH 186', 'start': '13:00'};{'day': 'Fr', 'end': '15:00', 'location': 'TOH 186', 'start': '13:00'}","False","MATH 119 or MATH 120.","","2","","","C","20172","Elementary Linear Algebra","Research","2017"
