"clbid","credits","crsid","department","description","enrolled","enrollment_fy","enrollment_jr","enrollment_so","enrollment_sr","gereqs","instructors","instructors_full","level","max","max_fy","max_jr","max_so","max_sr","name","notes","number","offerings","pn","prerequisites","section","semester","status","term","title","type","year"
"0000126335","1.0","0000000012","AMST","","0","0","0","0","0","","Staff","{'fsnum': '', 'name': 'Staff'}","200","","","","","","IS/","","298","","False","","","3","O","20193","Independent Study","Research","2019"
"0000126637","1.0","0000000013","AMST","This course undertakes an intensive study of a particular period or topic through the interdisciplinary perspective of American studies. This course employs a seminar format, with concentration on student research. Recent topics include: ""Disney's America,"" ""American Women of Color,"" ""Man and Nature,"" and ""California Dreams."" Offered annually in the spring semester. May be repeated if topic is different.","16","0","5","2","9","WRI","Elias, Christopher M.","{'fsnum': '29137', 'name': 'Elias, Christopher M.'}","300","15","0","","","","Sem: Sexuality in American Film","Not open to first-year students.","301","{'day': 'Mo', 'end': '14:55', 'location': 'CAD 204A', 'start': '14:00'};{'day': 'We', 'end': '14:55', 'location': 'CAD 204A', 'start': '14:00'};{'day': 'Fr', 'end': '14:55', 'location': 'CAD 204A', 'start': '14:00'}","False","False","","3","C","20193","Seminar in American Studies","Seminar","2019"
"0000125760","1.0","0000000014","AMST","","0","0","0","0","0","","Staff","{'fsnum': '', 'name': 'Staff'}","300","0","","","","","Academic Internship","Please see Piper Center's academic internship website to access Handshake to    ;fill out the necessary information to register for this class.","394","","True","","","3","C","20193","","Research","2019"
"0000126295","1.0","0000000015","AMST","","0","0","0","0","0","","Staff","{'fsnum': '', 'name': 'Staff'}","300","0","","","","","IR/","","398","","False","","","3","C","20193","Independent Research","Research","2019"
"0000126109","1.0","0000020054","ART","This foundation-level studio course introduces the aesthetic, conceptual, and technical foundations of two-dimensional art-making and the ways drawing informs the creation and understanding of art in cultural contexts. Students explore color, value, form, and space through a wide variety of materials. The course emphasizes strategies for idea generation and visual problem solving. Students engage in spirited investigation, critiques, and thoughtful creative expression. Materials fee. Offered each semester.","19","4","4","4","7","ALS-A","Saurer, John","{'fsnum': '7064', 'name': 'Saurer, John'}","100","20","","","","","Foundation 2-D Media","The materials fee for ART 102 A will be $125.","102","{'day': 'Mo', 'end': '10:00', 'location': 'CAD 216', 'start': '08:00'};{'day': 'We', 'end': '10:00', 'location': 'CAD 216', 'start': '08:00'};{'day': 'Fr', 'end': '10:00', 'location': 'CAD 216', 'start': '08:00'}","False","False","A","3","O","20193","Foundation Two-Dimensional Media","Research","2019"
"0000129199","1.0","0000020054","ART","This foundation-level studio course introduces the aesthetic, conceptual, and technical foundations of two-dimensional art-making and the ways drawing informs the creation and understanding of art in cultural contexts. Students explore color, value, form, and space through a wide variety of materials. The course emphasizes strategies for idea generation and visual problem solving. Students engage in spirited investigation, critiques, and thoughtful creative expression. Materials fee. Offered each semester.","18","11","3","0","4","ALS-A","Hakim Javadi, Nooshin","{'fsnum': '31206', 'name': 'Hakim Javadi, Nooshin'}","100","20","","","","","Foundation 2-D Media","The materials fee for ART 102 B will be $125.","102","{'day': 'Mo', 'end': '14:55', 'location': 'CAD 216', 'start': '12:55'};{'day': 'We', 'end': '14:55', 'location': 'CAD 216', 'start': '12:55'};{'day': 'Fr', 'end': '14:55', 'location': 'CAD 216', 'start': '12:55'}","False","False","B","3","O","20193","Foundation Two-Dimensional Media","Research","2019"
"0000126110","1.0","0000020056","ART","This foundation-level studio course introduces the aesthetic, conceptual, and technical foundations of three-dimensional art-making and the ways three-dimensional media inform the creation and understanding of art in many contexts. Students explore sculpture and its intersection with other media and art forms through a variety of materials and experiments. The course emphasizes idea generation. Students engage in spirited investigation, creative expression, and play. Materials fee. Offered each semester.","15","3","1","8","3","ALS-A","Hakim Javadi, Nooshin","{'fsnum': '31206', 'name': 'Hakim Javadi, Nooshin'}","100","16","","","","","Foundation 3-D Media","The materials fee for ART 103 will be $140.","103","{'day': 'Mo', 'end': '10:00', 'location': 'CAD 106', 'start': '08:00'};{'day': 'We', 'end': '10:00', 'location': 'CAD 106', 'start': '08:00'};{'day': 'Fr', 'end': '10:00', 'location': 'CAD 106', 'start': '08:00'}","False","False","","3","O","20193","Foundation Three-Dimensional Media","Research","2019"
"0000126257","1.0","0000027940","ART","This course introduces students to the working methods of Art History. Students learn to analyze works of art visually, to understand the relationships between works of art and their cultural contexts, to consider the practices and politics of museum display, and to think critically about the role of art in their own lives and in society. The theme of the course varies by instructor; see the department website for current offerings. Offered each semester.","32","9","7","9","7","ALS-A;ORC","Thompson, Nancy M.","{'fsnum': '13137', 'name': 'Thompson, Nancy M.'}","100","30","","","","","Intro to Art History","","153","{'day': 'Mo', 'end': '11:40', 'location': 'CAD 305', 'start': '10:45'};{'day': 'We', 'end': '11:40', 'location': 'CAD 305', 'start': '10:45'};{'day': 'Fr', 'end': '11:40', 'location': 'CAD 305', 'start': '10:45'}","False","False","A","3","C","20193","Introduction to Art History","Research","2019"
"0000126258","1.0","0000027940","ART","This course introduces students to the working methods of Art History. Students learn to analyze works of art visually, to understand the relationships between works of art and their cultural contexts, to consider the practices and politics of museum display, and to think critically about the role of art in their own lives and in society. The theme of the course varies by instructor; see the department website for current offerings. Offered each semester.","30","15","1","8","6","ALS-A;ORC","Thompson, Nancy M.","{'fsnum': '13137', 'name': 'Thompson, Nancy M.'}","100","30","","","","","Intro to Art History","","153","{'day': 'Mo', 'end': '12:45', 'location': 'CAD 305', 'start': '23:50'};{'day': 'We', 'end': '12:45', 'location': 'CAD 305', 'start': '23:50'};{'day': 'Fr', 'end': '12:45', 'location': 'CAD 305', 'start': '23:50'}","False","False","B","3","C","20193","Introduction to Art History","Research","2019"
"0000125951","1.0","0000001496","ART","This course introduces students to the ceramic processes of wheel throwing and hand building as means for creating works of art. Students learn terminology and critical approaches to ceramics. Students develop critical skills and the ability to analyze and interpret ceramic art work. The course emphasizes creative approaches to solving visual problems through ceramic work. Slide presentations on contemporary and historical ceramics provide background for assignments and highlight the role of ceramics in various cultural contexts. Materials fee. Offered each semester.","14","4","2","5","3","ALS-A","Fisher, Kathryne","{'fsnum': '10981', 'name': 'Fisher, Kathryne'}","200","16","4","4","4","4","Ceramics","This course has class-year limits.                                              ;The materials fee for ART 207 will be $175.","207","{'day': 'Tu', 'end': '14:45', 'location': 'CAD 115', 'start': '23:45'};{'day': 'Th', 'end': '15:45', 'location': 'CAD 115', 'start': '12:45'}","False","False","","3","O","20193","","Research","2019"
"0000126579","1.0","0000000038","ART","Emphasizing individual concepts, personal expression and strong composition, this course explores relief and lithography. Using large-scale, multicolor moveable block, collograph, wood, or lino block techniques and lithography stones or aluminum plates in both black and white and color. Students produce multiple images on one of the department's three presses. Students become familiar with the heritage of old masters as well as contemporary artists in printmaking. Materials fee. Offered annually. Prerequisite: ART 102.","13","0","10","0","3","","Saurer, John","{'fsnum': '7064', 'name': 'Saurer, John'}","200","12","","","","","Printmaking: Relief and Lithography","The materials fee for ART 226 will be $100.","226","{'day': 'Mo', 'end': '12:45', 'location': 'CAD 212', 'start': '22:45'};{'day': 'We', 'end': '12:45', 'location': 'CAD 212', 'start': '22:45'};{'day': 'Fr', 'end': '12:45', 'location': 'CAD 212', 'start': '22:45'}","False","ART 102.","","3","C","20193","","Research","2019"
"0000126025","1.0","0000020057","ART","This course focuses on the creative use of digital video as a tool to generate experimental films and video art. Students study all aspects of production from concept to screening, including idea generation, pre-production planning, storyboarding, lighting, shooting, editing, and sound design. Students regularly screen, analyze, and discuss contemporary and historic examples of time-based media. During the semester students produce a variety of short videos and films, exploring experimental, narrative, and documentary approaches. Materials fee. Offered alternate years. Counts toward film studies and media studies concentrations. Prerequisite: ART 104 or permission of instructor.","17","2","7","0","8","ALS-A","Hamalian, Hannah R.","{'fsnum': '31151', 'name': 'Hamalian, Hannah R.'}","200","15","","","","","Digital Filmmaking","","229","{'day': 'Tu', 'end': '14:45', 'location': 'CAD 116', 'start': '23:45'};{'day': 'Th', 'end': '15:45', 'location': 'CAD 116', 'start': '12:45'}","False","ART 104 or permission of instructor.","","3","C","20193","","Research","2019"
"0000126235","1.0","0000000045","ART","This intermediate-level course assumes students have a substantial understanding of ceramic processes, plus a good awareness of their own interests in the realm of ceramic expression. The instructor helps students focus their efforts by proposing specific areas of investigation. Materials fee. Offered annually. Prerequisite: ART 207. Previous studio experience in ceramics is accepted when approved by the instructor.","10","1","3","1","5","","Fisher, Kathryne","{'fsnum': '10981', 'name': 'Fisher, Kathryne'}","200","16","","","","","Intermediate Ceramics","The materials fee for ART 234 will be $170.","234","{'day': 'Tu', 'end': '11:00', 'location': 'CAD 115', 'start': '08:00'};{'day': 'Th', 'end': '10:50', 'location': 'CAD 115', 'start': '08:00'}","False","ART 207. Previous studio experience in ceramics is accepted when approved by the instructor.","","3","O","20193","","Research","2019"
"0000126242","1.0","0000000046","ART","In this intermediate photography course, students explore a variety of techniques and topics. Techniques include historic processes such as cyanotype and salted paper printing, digital photography, large-scale color printing, and traditional black and white photography. Students investigate experimental approaches and non-traditional forms for presentation, and they investigate photography from broad historical, aesthetic, and social perspectives. This course includes field trips, readings, discussion, and visual presentations. Materials fee. Offered annually. Counts toward media studies concentration. Prerequisite: ART 104 or ART 205, or permission of instructor.","8","2","1","2","3","","Brandon, Miranda","{'fsnum': '30158', 'name': 'Brandon, Miranda'}","200","12","","","","","Intermediate Photography","The materials fee for ART 238 will be $130.","238","{'day': 'Mo', 'end': '12:45', 'location': 'CAD 122', 'start': '22:45'};{'day': 'We', 'end': '12:45', 'location': 'CAD 122', 'start': '22:45'};{'day': 'Fr', 'end': '12:45', 'location': 'CAD 122', 'start': '22:45'}","False","ART 104 or ART 205, or permission of instructor.","","3","O","20193","","Research","2019"
"0000129940","1.0","0000017673","ART","The department periodically offers special topics courses. The specific title of the course is listed in the class and lab schedule when it is offered.","8","0","3","3","2","","Hamalian, Hannah R.","{'fsnum': '31151', 'name': 'Hamalian, Hannah R.'}","200","15","","","","","Top: Landscapes/Filmscapes","Course title: Landscapes/Filmscapes                                             ;This course also counts for the Film Studies concentration","240","{'day': 'Tu', 'end': '11:00', 'location': 'CAD 116', 'start': '08:00'};{'day': 'Th', 'end': '10:50', 'location': 'CAD 116', 'start': '08:00'}","False","False","A","3","O","20193","Topics in the Fine Arts","Topic","2019"
"0000130280","1.0","0000017673","ART","This class examines the historical and contemporary aspects of sculptural installation art. The course structure provides for ample studio time, in-depth research, idea development, individual exploration, experimentation, play and critical feedback. Students learn about successful composition, productive conceptualization, and creative problem solving. Instruction and guidance will be provided for the media that students chose to work with in their projects. Possibilities include woodworking, sewing, metal, drawing, video, sound, and performance.","14","1","2","6","5","","Hakim Javadi, Nooshin","{'fsnum': '31206', 'name': 'Hakim Javadi, Nooshin'}","200","13","","","","","Top: Installation Art","The materials fee for ART 240B will be $130.","240","{'day': 'Mo', 'end': '12:45', 'location': 'CAD 105', 'start': '22:45'};{'day': 'We', 'end': '12:45', 'location': 'CAD 105', 'start': '22:45'};{'day': 'Fr', 'end': '12:45', 'location': 'CAD 105', 'start': '22:45'}","False","False","B","3","C","20193","Topics in the Fine Arts","Topic","2019"
"0000128118","1.0","0000000058","ART","This course introduces the history of Japanese art, offering a survey of major artistic developments from neolithic times to the present. Among the topics considered: funerary remains of the neolithic through Kofun eras; indigenous as well as imported religious traditions and their imagery, and the secular arts. Issues discussed include production and patronage, function, and borrowing and influence in the evolution of artistic works. Offered annually.","31","7","4","11","9","ALS-A;MCG;MCS-G","Spiker, Christina","{'fsnum': '27183', 'name': 'Spiker, Christina'}","200","30","","","","","Arts of Japan","","260","{'day': 'Mo', 'end': '14:55', 'location': 'CAD 305', 'start': '14:00'};{'day': 'We', 'end': '14:55', 'location': 'CAD 305', 'start': '14:00'};{'day': 'Fr', 'end': '14:55', 'location': 'CAD 305', 'start': '14:00'}","False","False","","3","C","20193","The Arts of Japan","Research","2019"
"0000130204","1.0","0000034656","ART","This seminar-style course focuses on a specific art-historical topic, and students learn how to pursue art-historical practice beyond the introductory level. Topics change with each offering. Offered periodically. Prerequisite: at least one art history course or permission of the instructor.","24","4","6","8","6","ALS-A;MCD","Ryan, Hannah","{'fsnum': '31158', 'name': 'Ryan, Hannah'}","200","30","","","","","Top: Transatlantic Visual Culture","","279","{'day': 'Tu', 'end': '11:00', 'location': 'CAD 202', 'start': '09:35'};{'day': 'Th', 'end': '10:50', 'location': 'CAD 202', 'start': '09:30'}","False","at least one art history course or permission of the instructor.","","3","O","20193","Topics with ALS-A and MCD in Art History","Topic","2019"
"0000130217","1.0","0000034660","ART","What is a museum? Is it an impartial space to display and store valued objects that objectively reflect culture, or is it a more complicated organization that evolves and responds to the emerging needs and challenges of individuals and communities? In this course, students explore these questions, consider how museums can be understood as systems of power, and become acquainted with the various roles people play within them. Specific topic varies by instructor. Offered alternate years. May be repeated if topics differ.","18","1","3","6","8","ALS-A;WRI","Ryan, Hannah","{'fsnum': '31158', 'name': 'Ryan, Hannah'}","200","15","","","","","Top: Museum Controversies","","282","{'day': 'Tu', 'end': '14:45', 'location': 'CAD 202', 'start': '13:20'};{'day': 'Th', 'end': '15:35', 'location': 'CAD 202', 'start': '14:15'}","False","False","","3","C","20193","Topics in Museum Studies","Topic","2019"
"0000125694","1.0","0000000068","ART","","0","0","0","0","0","","Staff","{'fsnum': '', 'name': 'Staff'}","200","0","","","","","Academic Internship","Please see Piper Center's academic internship website to access Handshake to    ;fill out the necessary information to register for this class.","294","","True","","","3","C","20193","","Research","2019"
"0000126375","1.0","0000000069","ART","Prerequisites: (for studio art) four foundation courses and two upper-division courses in area of study.;Prerequisites: (for art history) two upper-division courses in area of study.","0","0","0","0","0","","Staff","{'fsnum': '', 'name': 'Staff'}","200","","","","","","IS/","","298","","False","Prerequisites: (for studio art) four foundation courses and two upper-division courses in area of study.\nPrerequisites: (for art history) two upper-division courses in area of study.","","3","O","20193","Independent Study","Research","2019"
"0000133439","1.0","0000000069","ART","Prerequisites: (for studio art) four foundation courses and two upper-division courses in area of study.;Prerequisites: (for art history) two upper-division courses in area of study.","1","0","0","0","1","","Ryan, Hannah","{'fsnum': '31158', 'name': 'Ryan, Hannah'}","200","0","","","","","IS/Latin American Art -Since 1945","","298","","False","Prerequisites: (for studio art) four foundation courses and two upper-division courses in area of study.\nPrerequisites: (for art history) two upper-division courses in area of study.","A","3","C","20193","Independent Study","Research","2019"
"0000133885","1.0","0000000069","ART","Prerequisites: (for studio art) four foundation courses and two upper-division courses in area of study.;Prerequisites: (for art history) two upper-division courses in area of study.","1","0","1","0","0","","Hamalian, Hannah R.","{'fsnum': '31151', 'name': 'Hamalian, Hannah R.'}","200","1","","","","","IS/Intermediate Animation","","298","","False","Prerequisites: (for studio art) four foundation courses and two upper-division courses in area of study.\nPrerequisites: (for art history) two upper-division courses in area of study.","B","3","C","20193","Independent Study","Research","2019"
"0000134322","1.0","0000000069","ART","Prerequisites: (for studio art) four foundation courses and two upper-division courses in area of study.;Prerequisites: (for art history) two upper-division courses in area of study.","1","0","0","0","1","","Hamalian, Hannah R.","{'fsnum': '31151', 'name': 'Hamalian, Hannah R.'}","200","0","","","","","IS/Digital Media & Content Creation","","298","","False","Prerequisites: (for studio art) four foundation courses and two upper-division courses in area of study.\nPrerequisites: (for art history) two upper-division courses in area of study.","C","3","C","20193","Independent Study","Research","2019"
"0000134472","1.0","0000000069","ART","Prerequisites: (for studio art) four foundation courses and two upper-division courses in area of study.;Prerequisites: (for art history) two upper-division courses in area of study.","1","0","0","0","1","","Fisher, Kathryne","{'fsnum': '10981', 'name': 'Fisher, Kathryne'}","200","1","","","","","IS/Ceramics and Tactile Education","","298","","False","Prerequisites: (for studio art) four foundation courses and two upper-division courses in area of study.\nPrerequisites: (for art history) two upper-division courses in area of study.","D","3","C","20193","Independent Study","Research","2019"
"0000126656","1.0","0000000071","ART","This capstone course in the studio art program consists of advanced studio work, a visiting artist series, weekly critiques, and discussions with faculty and peers. Each student's independent work with a faculty advisor culminates in a senior exhibition at Flaten Art Museum. Weekly sessions also cover such topics as preparing a resume, documenting one's work, framing, and producing exhibition announcements and posters. Offered annually. Prerequisites: (for non-studio majors) Art 102, ART 103, ART 104, two upper-level (200-300) courses, one art history course, and permission of chair","30","0","1","0","29","","Dell, Irve;Saurer, John;Brandon, Miranda","{'fsnum': '1369', 'name': 'Dell, Irve'};{'fsnum': '7064', 'name': 'Saurer, John'};{'fsnum': '30158', 'name': 'Brandon, Miranda'}","300","50","0","0","0","","Senior Studies in Studio Art","Open to Seniors only.","343","{'day': 'Mo', 'end': '21:00', 'location': 'CAD 305', 'start': '19:00'};{'day': 'Mo', 'end': '15:00', 'location': 'TBA', 'start': '13:00'};{'day': 'We', 'end': '15:00', 'location': 'TBA', 'start': '13:00'}","False","Prerequisites: (for non-studio majors) Art 102, ART 103, ART 104, two upper-level (200-300) courses, one art history course, and permission of chair","","3","O","20193","","Research","2019"
"0000126459","1.0","0000000072","ART","This seminar explores methods by which art historians and curators analyze works of art. Students develop an advanced understanding of these methods by application of various methods to works of art, by examining historical factors surrounding principle movements in the study of art history and by engaging in lively class debates about them. Readings, discussions, and presentations culminate in an independent research project that allows each student to find his or her own place in the discipline. Prerequisite: two upper-division courses in art history.","15","0","7","3","5","ORC;WRI","Ryan, Hannah","{'fsnum': '31158', 'name': 'Ryan, Hannah'}","300","15","","","","","Methods of Art History","","350","{'day': 'Tu', 'end': '13:10', 'location': 'CAD 202', 'start': '23:45'};{'day': 'Th', 'end': '14:05', 'location': 'CAD 202', 'start': '12:45'}","False","two upper-division courses in art history.","","3","C","20193","The Methods of Art History","Research","2019"
"0000125695","1.0","0000000073","ART","","0","0","0","0","0","","Staff","{'fsnum': '', 'name': 'Staff'}","300","0","","","","","Academic Internship","Please see Piper Center's academic internship website to access Handshake to    ;fill out the necessary information to register for this class.","394","","True","","","3","C","20193","","Research","2019"
"0000126323","1.0","0000000075","ART","Prerequisites: (for studio art) four foundation courses and three courses in area of study.;Prerequisites: (for art history) three courses in area of study.","0","0","0","0","0","","Staff","{'fsnum': '', 'name': 'Staff'}","300","","","","","","IR/","","398","","False","Prerequisites: (for studio art) four foundation courses and three courses in area of study.\nPrerequisites: (for art history) three courses in area of study.","","3","O","20193","Independent Research","Research","2019"
"0000128635","1.0","0000000075","ART","Prerequisites: (for studio art) four foundation courses and three courses in area of study.;Prerequisites: (for art history) three courses in area of study.","3","0","0","0","3","","Dell, Irve","{'fsnum': '1369', 'name': 'Dell, Irve'}","300","","","","","","IR/Fifth Year Emerging Artist","","398","","False","Prerequisites: (for studio art) four foundation courses and three courses in area of study.\nPrerequisites: (for art history) three courses in area of study.","B","3","O","20193","Independent Research","Research","2019"
"0000133345","1.0","0000000075","ART","Prerequisites: (for studio art) four foundation courses and three courses in area of study.;Prerequisites: (for art history) three courses in area of study.","1","0","0","0","1","","Spiker, Christina","{'fsnum': '27183', 'name': 'Spiker, Christina'}","300","1","","","","","IR/Minority Visual Representation","","398","","False","Prerequisites: (for studio art) four foundation courses and three courses in area of study.\nPrerequisites: (for art history) three courses in area of study.","C","3","C","20193","Independent Research","Research","2019"
"0000127642","1.0","0000001220","AS/RE","This course, surveying the general nature and assumptions of Hindu thought, focuses on the diversity of doctrines and practices within some of its major traditions. Students analyze selections from authoritative Sanskrit texts like the Upanishads and Bhagavad-gita, directing special attention to the central issues and developments in Hindu-Christian dialogue.","22","3","7","3","9","MCG;MCS-G","Rambachan, Anantanand","{'fsnum': '6535', 'name': 'Rambachan, Anantanand'}","200","24","","","","","Hinduism","","253","{'day': 'Tu', 'end': '11:00', 'location': 'OM 210', 'start': '09:35'};{'day': 'Th', 'end': '10:50', 'location': 'OM 210', 'start': '09:30'}","False","False","","3","O","20193","","Research","2019"
"0000127643","1.0","0000001234","AS/RE","Students examine contemporary Buddhist moral teachings on social issues such as violence and peacemaking, human rights and social justice, and humanity and the environment. Coursework focuses on the writings of Vietnamese monk and peace activist Thich Nhat Hanh, Tibetan leader-in-exile Tenzin Gyatso (Fourteenth Dalai Lama), American ecologist Joanna Macy, and others. Students consider the moral paradigms of Christianity and Buddhism: Christ and the Bodhisattva. Prerequisite: BTS-T or permission of instructor.","25","0","8","0","17","EIN","Reed, Barbara","{'fsnum': '6625', 'name': 'Reed, Barbara'}","200","24","0","","0","","Buddhism, Peace, Justice","Prerequisite: completion of BTS-T or permission of instructor.                  ;Open only to seniors and juniors during web registration.","289","{'day': 'Mo', 'end': '12:45', 'location': 'OM 305', 'start': '23:50'};{'day': 'We', 'end': '12:45', 'location': 'OM 305', 'start': '23:50'};{'day': 'Fr', 'end': '12:45', 'location': 'OM 305', 'start': '23:50'}","False","BTS-T or permission of instructor.","A","3","C","20193","Buddhism, Peace and Justice","Research","2019"
